POA_CODE_2021	Age5yr	Indigenous	persons
POA3732	20-24		5
POA3732	20-24	0	16
POA3732	25-29	0	22
POA3732	30-34	0	33
POA3732	35-39	0	33
POA3732	40-44		3
POA3732	40-44	0	27
POA3732	45-49		8
POA3732	45-49	0	44
POA3732	50-54		4
POA3732	50-54	0	31
POA3732	55-59	0	40
POA3732	60-64		4
POA3732	60-64	0	38
POA3732	60-64	1	3
POA3732	65+		21
POA3732	65+	0	133
POA3733	0-4	0	11
POA3733	5-9	0	6
POA3733	10-14	0	11
POA3733	15-19	0	12
POA3733	20-24	0	13
POA3733	25-29	0	4
POA3733	30-34	0	11
POA3733	35-39	0	13
POA3733	40-44	0	8
POA3733	45-49	0	11
POA3733	50-54	0	7
POA3733	55-59	0	13
POA3733	60-64	0	23
POA3733	65+		7
POA3733	65+	0	58
POA3735	0-4	0	30
POA3735	5-9		4
POA3735	5-9	0	34
POA3735	10-14	0	29
POA3735	15-19	0	28
POA3735	20-24	0	14
POA3735	25-29	0	30
POA3735	25-29	1	3
POA3735	30-34		6
POA3735	30-34	0	40
POA3735	35-39	0	36
POA3735	40-44	0	26
POA3735	45-49	0	25
POA3735	50-54		5
POA3735	50-54	0	57
POA3735	55-59	0	49
POA3735	60-64	0	67
POA3735	65+	0	134
POA3737	0-4	0	177
POA3737	0-4	1	7
POA3737	5-9		5
POA3737	5-9	0	207
POA3737	10-14		15
POA3737	10-14	0	243
POA3737	10-14	1	9
POA3737	15-19		9
POA3737	15-19	0	203
POA3737	15-19	1	4
POA3737	20-24		16
POA3737	20-24	0	181
POA3737	20-24	1	9
POA3737	25-29		8
POA3737	25-29	0	187
POA3737	25-29	1	3
POA3737	30-34		4
POA3737	30-34	0	174
POA3737	35-39		6
POA3737	35-39	0	207
POA3737	35-39	1	6
POA3737	40-44		8
POA3737	40-44	0	207
POA3737	40-44	1	3
POA3737	45-49		8
POA3737	45-49	0	231
POA3737	45-49	1	3
POA3737	50-54		18
POA3737	50-54	0	283
POA3737	50-54	1	5
POA3737	55-59		10
POA3737	55-59	0	333
POA3737	55-59	1	3
POA3737	60-64		19
POA3737	60-64	0	350
POA3737	60-64	1	3
POA3737	65+		73
POA3737	65+	0	1168
POA3737	65+	1	4
POA3738	0-4	0	10
POA3738	5-9	0	6
POA3738	10-14	0	7
POA3738	15-19	0	10
POA3738	20-24	0	4
POA3738	25-29	0	12
POA3738	30-34	0	12
POA3738	35-39	0	10
POA3738	40-44	0	8
POA3738	45-49	0	12
POA3738	50-54	0	13
POA3738	50-54	1	3
POA3738	55-59		3
POA3738	55-59	0	22
POA3738	60-64	0	16
POA3738	65+	0	39
POA3739	0-4	0	7
POA3739	5-9	0	10
POA3739	10-14		3
POA3739	10-14	0	13
POA3739	15-19		3
POA3739	15-19	0	10
POA3739	15-19	1	4
POA3739	20-24		4
POA3739	20-24	0	3
POA3739	25-29	0	3
POA3739	30-34	0	9
POA3739	35-39		3
POA3739	35-39	0	13
POA3739	40-44	0	11
POA3739	45-49		3
POA3739	45-49	0	18
POA3739	50-54	0	17
POA3739	55-59		4
POA3739	55-59	0	13
POA3739	60-64		4
POA3739	60-64	0	32
POA3739	65+		4
POA3739	65+	0	45
POA3740	0-4		4
POA3740	0-4	0	60
POA3740	5-9		8
POA3740	5-9	0	61
POA3740	10-14		4
POA3740	10-14	0	70
POA3740	15-19	0	60
POA3740	15-19	1	3
POA3740	20-24	0	35
POA3740	25-29	0	45
POA3740	30-34	0	71
POA3740	35-39		4
POA3740	35-39	0	62
POA3740	40-44	0	73
POA3740	45-49		9
POA3740	45-49	0	94
POA3740	50-54	0	78
POA3740	55-59		10
POA3740	55-59	0	78
POA3740	60-64		4
POA3740	60-64	0	88
POA3740	65+		10
POA3740	65+	0	246
POA3741	0-4		3
POA3741	0-4	0	112
POA3741	5-9		14
POA3741	5-9	0	168
POA3741	10-14		19
POA3741	10-14	0	174
POA3741	10-14	1	4
POA3741	15-19		17
POA3741	15-19	0	126
POA3741	15-19	1	3
POA3741	20-24		25
POA3741	20-24	0	131
POA3741	20-24	1	3
POA3741	25-29		34
POA3741	25-29	0	168
POA3741	30-34		13
POA3741	30-34	0	129
POA3741	35-39		6
POA3741	35-39	0	189
POA3741	40-44		23
POA3741	40-44	0	189
POA3741	45-49		19
POA3741	45-49	0	220
POA3741	50-54		29
POA3741	50-54	0	203
POA3741	50-54	1	4
POA3741	55-59		20
POA3741	55-59	0	226
POA3741	60-64		30
POA3741	60-64	0	246
POA3741	65+		78
POA3741	65+	0	785
POA3741	65+	1	3
POA3744	0-4	0	19
POA3744	5-9	0	40
POA3744	10-14		4
POA3744	10-14	0	42
POA3744	15-19	0	27
POA3744	20-24	0	6
POA3744	25-29	0	7
POA3744	30-34		6
POA3744	30-34	0	22
POA3744	30-34	1	6
POA3744	35-39	0	35
POA3744	40-44	0	38
POA3744	45-49	0	41
POA3744	50-54	0	39
POA3744	55-59		3
POA3744	55-59	0	33
POA3744	60-64		3
POA3744	60-64	0	43
POA3744	65+		14
POA3744	65+	0	96
POA3746	0-4	0	9
POA3746	5-9		4
POA3746	5-9	0	19
POA3746	10-14	0	20
POA3746	15-19	0	14
POA3746	15-19	1	4
POA3746	20-24	0	8
POA3746	25-29	0	8
POA3746	30-34	0	14
POA3746	35-39	0	11
POA3746	40-44	0	28
POA3746	45-49	0	29
POA3746	50-54	0	31
POA3746	55-59	0	44
POA3746	60-64		5
POA3746	60-64	0	22
POA3746	65+		5
POA3746	65+	0	102
POA3747	0-4		9
POA3747	0-4	0	199
POA3747	0-4	1	3
POA3747	5-9		6
POA3747	5-9	0	263
POA3747	5-9	1	6
POA3747	10-14		16
POA3747	10-14	0	296
POA3747	15-19		17
POA3747	15-19	0	247
POA3747	15-19	1	4
POA3747	20-24		13
POA3747	20-24	0	130
POA3747	20-24	1	4
POA3747	25-29		6
POA3747	25-29	0	165
POA3747	30-34		6
POA3747	30-34	0	192
POA3747	30-34	1	3
POA3747	35-39		16
POA3747	35-39	0	281
POA3747	35-39	1	5
POA3747	40-44		12
POA3747	40-44	0	290
POA3747	40-44	1	4
POA3747	45-49		24
POA3747	45-49	0	344
POA3747	45-49	1	6
POA3747	50-54		15
POA3747	50-54	0	335
POA3747	55-59		24
POA3747	55-59	0	386
POA3747	60-64		14
POA3747	60-64	0	379
POA3747	65+		56
POA3747	65+	0	1269
POA3747	65+	1	12
POA3749	0-4	0	94
POA3749	0-4	1	5
POA3749	5-9		6
POA3749	5-9	0	131
POA3749	5-9	1	3
POA3749	10-14		9
POA3749	10-14	0	134
POA3749	10-14	1	9
POA3749	15-19		3
POA3749	15-19	0	108
POA3749	15-19	1	5
POA3749	20-24		5
POA3749	20-24	0	47
POA3749	20-24	1	4
POA3749	25-29	0	44
POA3749	30-34		3
POA3749	30-34	0	63
POA3749	30-34	1	4
POA3749	35-39		5
POA3749	35-39	0	96
POA3749	35-39	1	3
POA3749	40-44		10
POA3749	40-44	0	130
POA3749	45-49		3
POA3749	45-49	0	127
POA3749	50-54	0	149
POA3749	55-59		9
POA3749	55-59	0	175
POA3749	60-64		5
POA3749	60-64	0	187
POA3749	60-64	1	5
POA3749	65+		27
POA3749	65+	0	512
POA3750	0-4		77
POA3750	0-4	0	2765
POA3750	0-4	1	22
POA3750	5-9		68
POA3750	5-9	0	2475
POA3750	5-9	1	25
POA3750	10-14		63
POA3750	10-14	0	1592
POA3750	10-14	1	19
POA3750	15-19		39
POA3750	15-19	0	1077
POA3750	15-19	1	18
POA3750	20-24		46
POA3750	20-24	0	1236
POA3750	20-24	1	15
POA3750	25-29		92
POA3750	25-29	0	2068
POA3750	25-29	1	14
POA3750	30-34		88
POA3750	30-34	0	2917
POA3750	30-34	1	16
POA3750	35-39		94
POA3750	35-39	0	3078
POA3750	35-39	1	6
POA3750	40-44		49
POA3750	40-44	0	2005
POA3750	40-44	1	6
POA3750	45-49		42
POA3750	45-49	0	1118
POA3750	45-49	1	8
POA3750	50-54		34
POA3750	50-54	0	831
POA3750	55-59		17
POA3750	55-59	0	640
POA3750	55-59	1	3
POA3750	60-64		20
POA3750	60-64	0	571
POA3750	65+		46
POA3750	65+	0	1094
POA3750	65+	1	3
POA3751	0-4	0	9
POA3751	5-9	0	4
POA3751	10-14	0	7
POA3751	15-19	0	9
POA3751	20-24		6
POA3751	20-24	0	11
POA3751	25-29	0	3
POA3751	30-34	0	10
POA3751	35-39	0	4
POA3751	45-49	0	12
POA3751	50-54		4
POA3751	50-54	0	10
POA3751	55-59		6
POA3751	55-59	0	13
POA3751	60-64	0	10
POA3751	65+		8
POA3751	65+	0	40
POA3752	0-4		35
POA3752	0-4	0	1455
POA3752	0-4	1	22
POA3752	5-9		40
POA3752	5-9	0	1728
POA3752	5-9	1	30
POA3752	10-14		57
POA3752	10-14	0	1834
POA3752	10-14	1	17
POA3752	15-19		45
POA3752	15-19	0	1747
POA3752	15-19	1	26
POA3752	20-24		34
POA3752	20-24	0	1633
POA3752	20-24	1	19
POA3752	25-29		36
POA3752	25-29	0	1549
POA3752	25-29	1	11
POA3752	30-34		49
POA3752	30-34	0	1641
POA3752	30-34	1	11
POA3752	35-39		47
POA3752	35-39	0	1884
POA3752	35-39	1	10
POA3752	40-44		39
POA3752	40-44	0	1979
POA3752	40-44	1	11
POA3752	45-49		45
POA3752	45-49	0	1909
POA3752	45-49	1	15
POA3752	50-54		42
POA3752	50-54	0	1770
POA3752	50-54	1	3
POA3752	55-59		21
POA3752	55-59	0	1395
POA3752	55-59	1	10
POA3752	60-64		24
POA3752	60-64	0	1069
POA3752	60-64	1	4
POA3752	65+		88
POA3752	65+	0	2612
POA3752	65+	1	6
POA3753	0-4		13
POA3753	0-4	0	480
POA3753	0-4	1	7
POA3753	5-9		18
POA3753	5-9	0	398
POA3753	5-9	1	3
POA3753	10-14		12
POA3753	10-14	0	320
POA3753	10-14	1	7
POA3753	15-19		15
POA3753	15-19	0	232
POA3753	15-19	1	6
POA3753	20-24		16
POA3753	20-24	0	218
POA3753	25-29		15
POA3753	25-29	0	346
POA3753	25-29	1	5
POA3753	30-34		18
POA3753	30-34	0	516
POA3753	30-34	1	7
POA3753	35-39		19
POA3753	35-39	0	460
POA3753	35-39	1	6
POA3753	40-44		13
POA3753	40-44	0	313
POA3753	40-44	1	3
POA3753	45-49		14
POA3753	45-49	0	285
POA3753	50-54		23
POA3753	50-54	0	222
POA3753	55-59		16
POA3753	55-59	0	190
POA3753	60-64		6
POA3753	60-64	0	143
POA3753	65+		24
POA3753	65+	0	277
POA3754	0-4		104
POA3754	0-4	0	4360
POA3754	0-4	1	91
POA3754	5-9		148
POA3754	5-9	0	4776
POA3754	5-9	1	115
POA3754	10-14		136
POA3754	10-14	0	3772
POA3754	10-14	1	91
POA3754	15-19		97
POA3754	15-19	0	2914
POA3754	15-19	1	70
POA3754	20-24		78
POA3754	20-24	0	2433
POA3754	20-24	1	53
POA3754	25-29		87
POA3754	25-29	0	2874
POA3754	25-29	1	35
POA3754	30-34		131
POA3754	30-34	0	4431
POA3754	30-34	1	54
POA3754	35-39		120
POA3754	35-39	0	5236
POA3754	35-39	1	46
POA3754	40-44		111
POA3754	40-44	0	4247
POA3754	40-44	1	41
POA3754	45-49		73
POA3754	45-49	0	3404
POA3754	45-49	1	25
POA3754	50-54		66
POA3754	50-54	0	2536
POA3754	50-54	1	40
POA3754	55-59		54
POA3754	55-59	0	1878
POA3754	55-59	1	9
POA3754	60-64		51
POA3754	60-64	0	1643
POA3754	60-64	1	12
POA3754	65+		88
POA3754	65+	0	3926
POA3754	65+	1	20
POA3755	0-4	0	9
POA3755	5-9	0	8
POA3755	10-14	0	14
POA3755	15-19	0	14
POA3755	20-24		4
POA3755	20-24	0	3
POA3755	25-29		5
POA3755	25-29	0	15
POA3755	30-34	0	15
POA3755	35-39	0	15
POA3755	40-44	0	11
POA3755	45-49	0	16
POA3755	50-54	0	20
POA3755	55-59		5
POA3755	55-59	0	12
POA3755	60-64		5
POA3755	60-64	0	16
POA3755	65+		11
POA3755	65+	0	51
POA3756	0-4		57
POA3756	0-4	0	1310
POA3756	0-4	1	64
POA3756	5-9		68
POA3756	5-9	0	1178
POA3756	5-9	1	56
POA3756	10-14		50
POA3756	10-14	0	1038
POA3756	10-14	1	33
POA3756	15-19		51
POA3756	15-19	0	890
POA3756	15-19	1	33
POA3756	20-24		37
POA3756	20-24	0	853
POA3756	20-24	1	25
POA3756	25-29		57
POA3756	25-29	0	1123
POA3756	25-29	1	24
POA3756	30-34		61
POA3756	30-34	0	1306
POA3756	30-34	1	27
POA3756	35-39		62
POA3756	35-39	0	1291
POA3756	35-39	1	21
POA3756	40-44		52
POA3756	40-44	0	970
POA3756	40-44	1	14
POA3756	45-49		36
POA3756	45-49	0	908
POA3756	45-49	1	20
POA3756	50-54		44
POA3756	50-54	0	933
POA3756	50-54	1	16
POA3756	55-59		33
POA3756	55-59	0	850
POA3756	55-59	1	16
POA3756	60-64		32
POA3756	60-64	0	764
POA3756	60-64	1	3
POA3756	65+		67
POA3756	65+	0	1450
POA3756	65+	1	12
POA3757	0-4		25
POA3757	0-4	0	494
POA3757	0-4	1	10
POA3757	5-9		28
POA3757	5-9	0	562
POA3757	5-9	1	23
POA3757	10-14		48
POA3757	10-14	0	646
POA3757	10-14	1	14
POA3757	15-19		44
POA3757	15-19	0	625
POA3757	15-19	1	8
POA3757	20-24		25
POA3757	20-24	0	527
POA3757	20-24	1	10
POA3757	25-29		33
POA3757	25-29	0	455
POA3757	25-29	1	12
POA3757	30-34		20
POA3757	30-34	0	493
POA3757	30-34	1	10
POA3757	35-39		29
POA3757	35-39	0	519
POA3757	35-39	1	11
POA3757	40-44		43
POA3757	40-44	0	544
POA3757	40-44	1	6
POA3757	45-49		58
POA3757	45-49	0	678
POA3757	50-54		46
POA3757	50-54	0	671
POA3757	50-54	1	11
POA3757	55-59		49
POA3757	55-59	0	569
POA3757	55-59	1	4
POA3757	60-64		50
POA3757	60-64	0	544
POA3757	60-64	1	8
POA3757	65+		154
POA3757	65+	0	1641
POA3757	65+	1	8
POA3758	0-4		13
POA3758	0-4	0	116
POA3758	0-4	1	5
POA3758	5-9		9
POA3758	5-9	0	154
POA3758	10-14		21
POA3758	10-14	0	167
POA3758	10-14	1	5
POA3758	15-19		17
POA3758	15-19	0	117
POA3758	15-19	1	5
POA3758	20-24		8
POA3758	20-24	0	108
POA3758	25-29		16
POA3758	25-29	0	94
POA3758	30-34		14
POA3758	30-34	0	115
POA3758	30-34	1	3
POA3758	35-39		9
POA3758	35-39	0	144
POA3758	40-44		19
POA3758	40-44	0	125
POA3758	40-44	1	5
POA3758	45-49		13
POA3758	45-49	0	179
POA3758	50-54		9
POA3758	50-54	0	146
POA3758	55-59		12
POA3758	55-59	0	150
POA3758	60-64		15
POA3758	60-64	0	152
POA3758	65+		32
POA3758	65+	0	303
POA3759	0-4	0	37
POA3759	5-9	0	53
POA3759	10-14		4
POA3759	10-14	0	65
POA3759	10-14	1	5
POA3759	15-19	0	64
POA3759	20-24	0	70
POA3759	25-29	0	32
POA3759	30-34		4
POA3759	30-34	0	36
POA3759	35-39	0	49
POA3759	40-44		4
POA3759	40-44	0	54
POA3759	45-49		3
POA3759	45-49	0	71
POA3759	50-54		8
POA3759	50-54	0	93
POA3759	55-59		3
POA3759	55-59	0	95
POA3759	60-64	0	87
POA3759	65+		23
POA3759	65+	0	180
POA3760	0-4	0	10
POA3760	5-9		3
POA3760	5-9	0	22
POA3760	10-14	0	30
POA3760	15-19	0	18
POA3760	20-24	0	26
POA3760	25-29	0	4
POA3760	30-34	0	10
POA3760	35-39	0	14
POA3760	40-44		4
POA3760	40-44	0	16
POA3760	45-49	0	28
POA3760	50-54		3
POA3760	50-54	0	37
POA3760	55-59	0	42
POA3760	60-64	0	31
POA3760	65+	0	51
POA3761	0-4		4
POA3761	0-4	0	44
POA3761	5-9		5
POA3761	5-9	0	60
POA3761	10-14		3
POA3761	10-14	0	70
POA3761	10-14	1	3
POA3761	15-19		9
POA3761	15-19	0	75
POA3761	20-24		8
POA3761	20-24	0	69
POA3761	20-24	1	3
POA3761	25-29	0	50
POA3761	30-34		5
POA3761	30-34	0	35
POA3761	35-39		4
POA3761	35-39	0	69
POA3761	40-44		8
POA3761	40-44	0	56
POA3761	45-49		4
POA3761	45-49	0	85
POA3761	50-54		5
POA3761	50-54	0	97
POA3761	55-59		8
POA3761	55-59	0	89
POA3761	60-64		3
POA3761	60-64	0	88
POA3761	65+		13
POA3761	65+	0	216
POA3762	0-4	0	7
POA3762	5-9		4
POA3762	5-9	0	5
POA3762	10-14		4
POA3762	10-14	0	6
POA3762	15-19	0	3
POA3762	20-24	0	4
POA3762	25-29		4
POA3762	25-29	0	4
POA3762	30-34	0	3
POA3762	40-44		4
POA3762	40-44	0	4
POA3762	45-49	0	7
POA3762	50-54	0	11
POA3762	55-59	0	10
POA3762	60-64	0	16
POA3762	65+	0	19
POA3763	0-4	0	80
POA3763	0-4	1	4
POA3763	5-9		9
POA3763	5-9	0	82
POA3763	5-9	1	5
POA3763	10-14		13
POA3763	10-14	0	87
POA3763	10-14	1	5
POA3763	15-19		13
POA3763	15-19	0	87
POA3763	15-19	1	4
POA3763	20-24	0	79
POA3763	25-29		7
POA3763	25-29	0	65
POA3763	30-34	0	105
POA3763	35-39		4
POA3763	35-39	0	95
POA3763	40-44		16
POA3763	40-44	0	100
POA3763	40-44	1	4
POA3763	45-49		15
POA3763	45-49	0	128
POA3763	50-54		13
POA3763	50-54	0	130
POA3763	50-54	1	7
POA3763	55-59		15
POA3763	55-59	0	120
POA3763	60-64		12
POA3763	60-64	0	112
POA3763	65+		12
POA3763	65+	0	213
POA3763	65+	1	3
POA3764	0-4		22
POA3764	0-4	0	550
POA3764	0-4	1	32
POA3764	5-9		42
POA3764	5-9	0	578
POA3764	5-9	1	30
POA3764	10-14		41
POA3764	10-14	0	662
POA3764	10-14	1	16
POA3764	15-19		46
POA3764	15-19	0	641
POA3764	15-19	1	10
POA3764	20-24		29
POA3764	20-24	0	539
POA3764	20-24	1	15
POA3764	25-29		32
POA3764	25-29	0	562
POA3764	25-29	1	12
POA3764	30-34		27
POA3764	30-34	0	580
POA3764	30-34	1	26
POA3764	35-39		43
POA3764	35-39	0	589
POA3764	35-39	1	12
POA3764	40-44		36
POA3764	40-44	0	530
POA3764	40-44	1	10
POA3764	45-49		41
POA3764	45-49	0	663
POA3764	45-49	1	9
POA3764	50-54		41
POA3764	50-54	0	684
POA3764	50-54	1	7
POA3764	55-59		45
POA3764	55-59	0	626
POA3764	55-59	1	4
POA3764	60-64		40
POA3764	60-64	0	574
POA3764	60-64	1	6
POA3764	65+		116
POA3764	65+	0	2006
POA3764	65+	1	7
POA3765	0-4		12
POA3765	0-4	0	431
POA3765	0-4	1	4
POA3765	5-9		10
POA3765	5-9	0	450
POA3765	5-9	1	6
POA3765	10-14		11
POA3765	10-14	0	438
POA3765	15-19		14
POA3765	15-19	0	390
POA3765	20-24		8
POA3765	20-24	0	352
POA3765	20-24	1	5
POA3765	25-29		7
POA3765	25-29	0	344
POA3765	25-29	1	4
POA3765	30-34		13
POA3765	30-34	0	403
POA3765	35-39		8
POA3765	35-39	0	453
POA3765	35-39	1	3
POA3765	40-44		15
POA3765	40-44	0	431
POA3765	40-44	1	4
POA3765	45-49		15
POA3765	45-49	0	456
POA3765	45-49	1	5
POA3765	50-54		18
POA3765	50-54	0	455
POA3765	50-54	1	4
POA3765	55-59		6
POA3765	55-59	0	398
POA3765	55-59	1	3
POA3765	60-64		9
POA3765	60-64	0	374
POA3765	60-64	1	7
POA3765	65+		36
POA3765	65+	0	1303
POA3765	65+	1	7
POA3766	0-4	0	74
POA3766	5-9	0	87
POA3766	5-9	1	3
POA3766	10-14		6
POA3766	10-14	0	75
POA3766	10-14	1	3
POA3766	15-19	0	59
POA3766	15-19	1	8
POA3766	20-24	0	46
POA3766	20-24	1	4
POA3766	25-29		3
POA3766	25-29	0	36
POA3766	30-34		5
POA3766	30-34	0	78
POA3766	35-39		4
POA3766	35-39	0	94
POA3766	40-44		4
POA3766	40-44	0	90
POA3766	45-49		8
POA3766	45-49	0	118
POA3766	45-49	1	3
POA3766	50-54		6
POA3766	50-54	0	106
POA3766	55-59	0	66
POA3766	60-64		6
POA3766	60-64	0	97
POA3766	65+		3
POA3766	65+	0	199
POA3767	0-4	0	50
POA3767	5-9	0	88
POA3767	10-14	0	68
POA3767	10-14	1	5
POA3767	15-19		5
POA3767	15-19	0	61
POA3767	20-24	0	63
POA3767	25-29	0	41
POA3767	30-34	0	68
POA3767	35-39	0	76
POA3767	40-44		8
POA3767	40-44	0	79
POA3767	45-49	0	70
POA3767	50-54		3
POA3767	50-54	0	98
POA3767	55-59		4
POA3767	55-59	0	93
POA3767	60-64		4
POA3767	60-64	0	87
POA3767	65+		10
POA3767	65+	0	271
POA3770	0-4		19
POA3770	0-4	0	185
POA3770	0-4	1	4
POA3770	5-9		16
POA3770	5-9	0	190
POA3770	5-9	1	3
POA3770	10-14		14
POA3770	10-14	0	191
POA3770	10-14	1	8
POA3770	15-19		14
POA3770	15-19	0	202
POA3770	15-19	1	5
POA3770	20-24		12
POA3770	20-24	0	193
POA3770	20-24	1	6
POA3770	25-29		14
POA3770	25-29	0	181
POA3770	30-34		9
POA3770	30-34	0	202
POA3770	30-34	1	5
POA3770	35-39		9
POA3770	35-39	0	183
POA3770	35-39	1	4
POA3770	40-44		13
POA3770	40-44	0	174
POA3770	45-49		10
POA3770	45-49	0	193
POA3770	50-54		8
POA3770	50-54	0	211
POA3770	50-54	1	6
POA3770	55-59		7
POA3770	55-59	0	236
POA3770	55-59	1	3
POA3770	60-64		5
POA3770	60-64	0	219
POA3770	65+		24
POA3770	65+	0	537
POA3770	65+	1	4
POA3775	0-4		7
POA3775	0-4	0	213
POA3775	0-4	1	11
POA3775	5-9		6
POA3775	5-9	0	227
POA3775	5-9	1	6
POA3775	10-14		9
POA3775	10-14	0	249
POA3775	15-19		7
POA3775	15-19	0	217
POA3775	15-19	1	8
POA3775	20-24		14
POA3775	20-24	0	192
POA3775	20-24	1	3
POA3775	25-29		5
POA3775	25-29	0	196
POA3775	25-29	1	3
POA3775	30-34		13
POA3775	30-34	0	210
POA3775	30-34	1	4
POA3775	35-39		17
POA3775	35-39	0	239
POA3775	35-39	1	5
POA3775	40-44		12
POA3775	40-44	0	190
POA3775	45-49		9
POA3775	45-49	0	255
POA3775	45-49	1	5
POA3775	50-54		18
POA3775	50-54	0	289
POA3775	55-59		7
POA3775	55-59	0	277
POA3775	60-64		11
POA3775	60-64	0	281
POA3775	60-64	1	7
POA3775	65+		56
POA3775	65+	0	805
POA3775	65+	1	3
POA3777	0-4		6
POA3777	0-4	0	507
POA3777	0-4	1	20
POA3777	5-9		13
POA3777	5-9	0	587
POA3777	5-9	1	26
POA3777	10-14		36
POA3777	10-14	0	573
POA3777	10-14	1	34
POA3777	15-19		37
POA3777	15-19	0	548
POA3777	15-19	1	26
POA3777	20-24		23
POA3777	20-24	0	434
POA3777	20-24	1	36
POA3777	25-29		23
POA3777	25-29	0	499
POA3777	25-29	1	22
POA3777	30-34		30
POA3777	30-34	0	568
POA3777	30-34	1	8
POA3777	35-39		32
POA3777	35-39	0	576
POA3777	35-39	1	15
POA3777	40-44		28
POA3777	40-44	0	578
POA3777	40-44	1	15
POA3777	45-49		36
POA3777	45-49	0	677
POA3777	45-49	1	22
POA3777	50-54		41
POA3777	50-54	0	667
POA3777	50-54	1	31
POA3777	55-59		47
POA3777	55-59	0	779
POA3777	55-59	1	18
POA3777	60-64		45
POA3777	60-64	0	769
POA3777	60-64	1	14
POA3777	65+		96
POA3777	65+	0	2321
POA3777	65+	1	31
POA3778	0-4	0	3
POA3778	5-9	0	8
POA3778	5-9	1	3
POA3778	10-14	0	16
POA3778	15-19	0	7
POA3778	20-24	0	4
POA3778	25-29	0	11
POA3778	30-34	0	8
POA3778	40-44	0	11
POA3778	45-49	0	14
POA3778	50-54		3
POA3778	50-54	0	12
POA3778	55-59	0	21
POA3778	60-64	0	20
POA3778	65+		7
POA3778	65+	0	42
POA3779	0-4	0	16
POA3779	5-9	0	14
POA3779	10-14		4
POA3779	10-14	0	10
POA3779	10-14	1	4
POA3779	15-19		4
POA3779	15-19	0	13
POA3779	20-24		5
POA3779	20-24	0	21
POA3779	25-29	0	17
POA3779	30-34	0	29
POA3779	35-39		5
POA3779	35-39	0	21
POA3779	40-44	0	17
POA3779	45-49	0	19
POA3779	50-54	0	25
POA3779	55-59	0	28
POA3779	60-64	0	55
POA3779	65+		18
POA3779	65+	0	169
POA3781	0-4		24
POA3781	0-4	0	323
POA3781	0-4	1	3
POA3781	5-9		32
POA3781	5-9	0	320
POA3781	5-9	1	6
POA3781	10-14		34
POA3781	10-14	0	288
POA3781	10-14	1	3
POA3781	15-19		26
POA3781	15-19	0	276
POA3781	15-19	1	6
POA3781	20-24		16
POA3781	20-24	0	209
POA3781	25-29		26
POA3781	25-29	0	242
POA3781	30-34		32
POA3781	30-34	0	315
POA3781	30-34	1	5
POA3781	35-39		24
POA3781	35-39	0	328
POA3781	35-39	1	3
POA3781	40-44		25
POA3781	40-44	0	292
POA3781	45-49		24
POA3781	45-49	0	316
POA3781	45-49	1	7
POA3781	50-54		27
POA3781	50-54	0	298
POA3781	50-54	1	4
POA3781	55-59		23
POA3781	55-59	0	292
POA3781	55-59	1	3
POA3781	60-64		19
POA3781	60-64	0	264
POA3781	65+		38
POA3781	65+	0	463
POA3781	65+	1	4
POA3782	0-4		5
POA3782	0-4	0	392
POA3782	5-9		17
POA3782	5-9	0	450
POA3782	5-9	1	8
POA3782	10-14		21
POA3782	10-14	0	554
POA3782	10-14	1	4
POA3782	15-19		19
POA3782	15-19	0	504
POA3782	15-19	1	4
POA3782	20-24		12
POA3782	20-24	0	422
POA3782	20-24	1	4
POA3782	25-29		15
POA3782	25-29	0	290
POA3782	25-29	1	3
POA3782	30-34		14
POA3782	30-34	0	393
POA3782	35-39		12
POA3782	35-39	0	442
POA3782	40-44		15
POA3782	40-44	0	522
POA3782	40-44	1	4
POA3782	45-49		23
POA3782	45-49	0	581
POA3782	45-49	1	3
POA3782	50-54		16
POA3782	50-54	0	616
POA3782	50-54	1	3
POA3782	55-59		12
POA3782	55-59	0	570
POA3782	55-59	1	3
POA3782	60-64		22
POA3782	60-64	0	547
POA3782	65+		55
POA3782	65+	0	1386
POA3782	65+	1	8
POA3783	0-4		16
POA3783	0-4	0	114
POA3783	5-9		12
POA3783	5-9	0	165
POA3783	5-9	1	3
POA3783	10-14		26
POA3783	10-14	0	173
POA3783	10-14	1	8
POA3783	15-19		21
POA3783	15-19	0	136
POA3783	15-19	1	4
POA3783	20-24		17
POA3783	20-24	0	125
POA3783	20-24	1	4
POA3783	25-29		10
POA3783	25-29	0	98
POA3783	30-34		16
POA3783	30-34	0	141
POA3783	35-39		12
POA3783	35-39	0	107
POA3783	40-44		23
POA3783	40-44	0	143
POA3783	40-44	1	3
POA3783	45-49		22
POA3783	45-49	0	175
POA3783	45-49	1	6
POA3783	50-54		15
POA3783	50-54	0	167
POA3783	55-59		16
POA3783	55-59	0	185
POA3783	60-64		19
POA3783	60-64	0	162
POA3783	65+		28
POA3783	65+	0	371
POA3785	0-4	0	4
POA3785	5-9	0	5
POA3785	10-14	0	6
POA3785	15-19	0	4
POA3785	25-29	0	7
POA3785	30-34	0	5
POA3785	40-44	0	5
POA3785	45-49	0	5
POA3785	55-59	0	4
POA3785	60-64	0	3
POA3785	65+	0	12
POA3786	0-4	0	70
POA3786	5-9		4
POA3786	5-9	0	93
POA3786	5-9	1	4
POA3786	10-14		7
POA3786	10-14	0	84
POA3786	15-19		7
POA3786	15-19	0	93
