GCCSA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Rest of Tas.		2017	204
Rest of Tas.		2018	223
Rest of Tas.		2019	403
Rest of Tas.		2020	214
Rest of Tas.		2021	69
Rest of Tas.	AFG	2000	4
Rest of Tas.	AFG	2010	6
Rest of Tas.	AFG	2015	73
Rest of Tas.	AFG	2016	35
Rest of Tas.	AFG	2017	20
Rest of Tas.	AFG	2018	3
Rest of Tas.	AFG	2019	25
Rest of Tas.	AFG	2021	3
Rest of Tas.	BGD	2010	20
Rest of Tas.	BGD	2015	37
Rest of Tas.	BGD	2016	7
Rest of Tas.	BGD	2017	16
Rest of Tas.	BGD	2018	15
Rest of Tas.	BGD	2019	16
Rest of Tas.	BGD	2020	5
Rest of Tas.	BGD	2021	3
Rest of Tas.	CAN		3
Rest of Tas.	CAN	1960	5
Rest of Tas.	CAN	1970	52
Rest of Tas.	CAN	1980	79
Rest of Tas.	CAN	1990	65
Rest of Tas.	CAN	2000	54
Rest of Tas.	CAN	2010	109
Rest of Tas.	CAN	2015	58
Rest of Tas.	CAN	2016	12
Rest of Tas.	CAN	2017	13
Rest of Tas.	CAN	2018	9
Rest of Tas.	CAN	2019	18
Rest of Tas.	CAN	2020	3
Rest of Tas.	CHN		24
Rest of Tas.	CHN	1951	8
Rest of Tas.	CHN	1960	13
Rest of Tas.	CHN	1970	14
Rest of Tas.	CHN	1980	10
Rest of Tas.	CHN	1990	36
Rest of Tas.	CHN	2000	46
Rest of Tas.	CHN	2010	210
Rest of Tas.	CHN	2015	329
Rest of Tas.	CHN	2016	156
Rest of Tas.	CHN	2017	148
Rest of Tas.	CHN	2018	141
Rest of Tas.	CHN	2019	139
Rest of Tas.	CHN	2020	28
Rest of Tas.	DEU		35
Rest of Tas.	DEU	1951	81
Rest of Tas.	DEU	1960	247
Rest of Tas.	DEU	1970	158
Rest of Tas.	DEU	1980	98
Rest of Tas.	DEU	1990	160
Rest of Tas.	DEU	2000	56
Rest of Tas.	DEU	2010	120
Rest of Tas.	DEU	2015	39
Rest of Tas.	DEU	2016	6
Rest of Tas.	DEU	2017	3
Rest of Tas.	DEU	2018	3
Rest of Tas.	DEU	2019	14
Rest of Tas.	DEU	2020	5
Rest of Tas.	EGY	1960	5
Rest of Tas.	EGY	1970	11
Rest of Tas.	EGY	1980	9
Rest of Tas.	EGY	1990	5
Rest of Tas.	EGY	2000	10
Rest of Tas.	EGY	2010	6
Rest of Tas.	EGY	2015	15
Rest of Tas.	EGY	2016	4
Rest of Tas.	EGY	2017	9
Rest of Tas.	EGY	2018	9
Rest of Tas.	EGY	2019	19
Rest of Tas.	FJI		5
Rest of Tas.	FJI	1970	9
Rest of Tas.	FJI	1980	15
Rest of Tas.	FJI	1990	29
Rest of Tas.	FJI	2000	29
Rest of Tas.	FJI	2010	15
Rest of Tas.	FJI	2015	11
Rest of Tas.	GBR		515
Rest of Tas.	GBR	1951	383
Rest of Tas.	GBR	1960	1627
Rest of Tas.	GBR	1970	4039
Rest of Tas.	GBR	1980	2584
Rest of Tas.	GBR	1990	1452
Rest of Tas.	GBR	2000	691
Rest of Tas.	GBR	2010	1070
Rest of Tas.	GBR	2015	350
Rest of Tas.	GBR	2016	66
Rest of Tas.	GBR	2017	63
Rest of Tas.	GBR	2018	46
Rest of Tas.	GBR	2019	79
Rest of Tas.	GBR	2020	30
Rest of Tas.	GBR	2021	13
Rest of Tas.	GRC	1960	20
Rest of Tas.	GRC	1970	30
Rest of Tas.	GRC	1980	10
Rest of Tas.	GRC	1990	6
Rest of Tas.	GRC	2010	5
Rest of Tas.	GRC	2017	4
Rest of Tas.	HKG	1951	3
Rest of Tas.	HKG	1970	11
Rest of Tas.	HKG	1980	14
Rest of Tas.	HKG	1990	33
Rest of Tas.	HKG	2000	19
Rest of Tas.	HKG	2010	32
Rest of Tas.	HKG	2015	64
Rest of Tas.	HKG	2016	7
Rest of Tas.	HKG	2017	9
Rest of Tas.	HKG	2018	18
Rest of Tas.	HKG	2019	16
Rest of Tas.	HKG	2020	15
Rest of Tas.	HKG	2021	4
Rest of Tas.	HRV		3
Rest of Tas.	HRV	1951	7
Rest of Tas.	HRV	1960	16
Rest of Tas.	HRV	1970	24
Rest of Tas.	HRV	1980	4
Rest of Tas.	HRV	2010	5
Rest of Tas.	IDN		6
Rest of Tas.	IDN	1951	8
Rest of Tas.	IDN	1960	24
Rest of Tas.	IDN	1970	7
Rest of Tas.	IDN	1980	9
Rest of Tas.	IDN	1990	15
Rest of Tas.	IDN	2000	15
Rest of Tas.	IDN	2010	52
Rest of Tas.	IDN	2015	38
Rest of Tas.	IDN	2016	15
Rest of Tas.	IDN	2017	7
Rest of Tas.	IDN	2018	8
Rest of Tas.	IDN	2019	27
Rest of Tas.	IDN	2020	14
Rest of Tas.	IND		47
Rest of Tas.	IND	1951	11
Rest of Tas.	IND	1960	7
Rest of Tas.	IND	1970	54
Rest of Tas.	IND	1980	32
Rest of Tas.	IND	1990	39
Rest of Tas.	IND	2000	52
Rest of Tas.	IND	2010	305
Rest of Tas.	IND	2015	497
Rest of Tas.	IND	2016	197
Rest of Tas.	IND	2017	213
Rest of Tas.	IND	2018	264
Rest of Tas.	IND	2019	220
Rest of Tas.	IND	2020	103
Rest of Tas.	IND	2021	26
Rest of Tas.	IRL		15
Rest of Tas.	IRL	1951	5
Rest of Tas.	IRL	1960	22
Rest of Tas.	IRL	1970	60
Rest of Tas.	IRL	1980	84
Rest of Tas.	IRL	1990	59
Rest of Tas.	IRL	2000	22
Rest of Tas.	IRL	2010	45
Rest of Tas.	IRL	2015	40
Rest of Tas.	IRL	2016	6
Rest of Tas.	IRL	2018	3
Rest of Tas.	IRL	2019	6
Rest of Tas.	IRL	2020	3
Rest of Tas.	IRN	1970	5
Rest of Tas.	IRN	1980	5
Rest of Tas.	IRN	1990	11
Rest of Tas.	IRN	2000	7
Rest of Tas.	IRN	2010	25
Rest of Tas.	IRN	2015	117
Rest of Tas.	IRN	2016	46
Rest of Tas.	IRN	2017	35
Rest of Tas.	IRN	2018	4
Rest of Tas.	IRN	2019	27
Rest of Tas.	IRN	2020	12
Rest of Tas.	IRQ	2000	3
Rest of Tas.	IRQ	2010	6
Rest of Tas.	IRQ	2015	13
Rest of Tas.	IRQ	2017	7
Rest of Tas.	IRQ	2018	3
Rest of Tas.	IRQ	2019	4
Rest of Tas.	ITA		25
Rest of Tas.	ITA	1951	10
Rest of Tas.	ITA	1960	147
Rest of Tas.	ITA	1970	81
Rest of Tas.	ITA	1980	21
Rest of Tas.	ITA	1990	13
Rest of Tas.	ITA	2000	8
Rest of Tas.	ITA	2010	17
Rest of Tas.	ITA	2015	11
Rest of Tas.	ITA	2016	7
Rest of Tas.	ITA	2017	7
Rest of Tas.	ITA	2018	4
Rest of Tas.	ITA	2019	12
Rest of Tas.	ITA	2020	10
Rest of Tas.	JPN	1960	4
Rest of Tas.	JPN	1980	8
Rest of Tas.	JPN	1990	13
Rest of Tas.	JPN	2000	17
Rest of Tas.	JPN	2010	40
Rest of Tas.	JPN	2015	28
Rest of Tas.	JPN	2016	10
Rest of Tas.	JPN	2017	5
Rest of Tas.	JPN	2018	10
Rest of Tas.	JPN	2019	9
Rest of Tas.	JPN	2020	4
Rest of Tas.	KOR		10
Rest of Tas.	KOR	1970	4
Rest of Tas.	KOR	1980	3
Rest of Tas.	KOR	1990	29
Rest of Tas.	KOR	2000	29
Rest of Tas.	KOR	2010	55
Rest of Tas.	KOR	2015	52
Rest of Tas.	KOR	2016	4
Rest of Tas.	KOR	2017	6
Rest of Tas.	KOR	2018	14
Rest of Tas.	KOR	2019	12
Rest of Tas.	KOR	2020	11
Rest of Tas.	LBN	1970	6
Rest of Tas.	LBN	1980	13
Rest of Tas.	LBN	2000	4
Rest of Tas.	LBN	2010	3
Rest of Tas.	LBN	2016	6
Rest of Tas.	LBN	2017	3
Rest of Tas.	LBN	2019	3
Rest of Tas.	LKA		10
Rest of Tas.	LKA	1970	6
Rest of Tas.	LKA	1980	4
Rest of Tas.	LKA	1990	28
Rest of Tas.	LKA	2000	10
Rest of Tas.	LKA	2010	54
Rest of Tas.	LKA	2015	114
Rest of Tas.	LKA	2016	71
Rest of Tas.	LKA	2017	71
Rest of Tas.	LKA	2018	64
Rest of Tas.	LKA	2019	46
Rest of Tas.	LKA	2020	23
Rest of Tas.	LKA	2021	10
Rest of Tas.	MKD	1970	8
Rest of Tas.	MKD	1980	4
Rest of Tas.	MKD	1990	4
Rest of Tas.	MYS		10
Rest of Tas.	MYS	1960	14
Rest of Tas.	MYS	1970	47
Rest of Tas.	MYS	1980	42
Rest of Tas.	MYS	1990	42
Rest of Tas.	MYS	2000	29
Rest of Tas.	MYS	2010	93
Rest of Tas.	MYS	2015	97
Rest of Tas.	MYS	2016	49
Rest of Tas.	MYS	2017	45
Rest of Tas.	MYS	2018	40
Rest of Tas.	MYS	2019	37
Rest of Tas.	MYS	2020	17
Rest of Tas.	NLD		40
Rest of Tas.	NLD	1951	85
Rest of Tas.	NLD	1960	635
Rest of Tas.	NLD	1970	191
Rest of Tas.	NLD	1980	108
Rest of Tas.	NLD	1990	105
Rest of Tas.	NLD	2000	64
Rest of Tas.	NLD	2010	75
Rest of Tas.	NLD	2015	17
Rest of Tas.	NLD	2016	3
Rest of Tas.	NLD	2017	3
Rest of Tas.	NLD	2018	5
Rest of Tas.	NLD	2019	3
Rest of Tas.	NPL		40
Rest of Tas.	NPL	2000	3
Rest of Tas.	NPL	2010	173
Rest of Tas.	NPL	2015	601
Rest of Tas.	NPL	2016	336
Rest of Tas.	NPL	2017	457
Rest of Tas.	NPL	2018	310
Rest of Tas.	NPL	2019	153
Rest of Tas.	NPL	2020	22
Rest of Tas.	NPL	2021	9
Rest of Tas.	NZL		157
Rest of Tas.	NZL	1951	17
Rest of Tas.	NZL	1960	43
Rest of Tas.	NZL	1970	277
Rest of Tas.	NZL	1980	655
Rest of Tas.	NZL	1990	764
Rest of Tas.	NZL	2000	593
Rest of Tas.	NZL	2010	491
Rest of Tas.	NZL	2015	197
Rest of Tas.	NZL	2016	29
Rest of Tas.	NZL	2017	21
Rest of Tas.	NZL	2018	27
Rest of Tas.	NZL	2019	35
Rest of Tas.	NZL	2020	23
Rest of Tas.	NZL	2021	14
Rest of Tas.	PAK		8
Rest of Tas.	PAK	1990	3
Rest of Tas.	PAK	2010	34
Rest of Tas.	PAK	2015	271
Rest of Tas.	PAK	2016	50
Rest of Tas.	PAK	2017	55
Rest of Tas.	PAK	2018	59
Rest of Tas.	PAK	2019	82
Rest of Tas.	PAK	2020	35
Rest of Tas.	PAK	2021	4
Rest of Tas.	PHL		65
Rest of Tas.	PHL	1970	4
Rest of Tas.	PHL	1980	36
Rest of Tas.	PHL	1990	182
Rest of Tas.	PHL	2000	161
Rest of Tas.	PHL	2010	262
Rest of Tas.	PHL	2015	251
Rest of Tas.	PHL	2016	75
Rest of Tas.	PHL	2017	49
Rest of Tas.	PHL	2018	90
Rest of Tas.	PHL	2019	64
Rest of Tas.	PHL	2020	21
Rest of Tas.	POL		3
Rest of Tas.	POL	1951	15
Rest of Tas.	POL	1960	11
Rest of Tas.	POL	1970	19
Rest of Tas.	POL	1980	15
Rest of Tas.	POL	1990	83
Rest of Tas.	POL	2000	29
Rest of Tas.	POL	2010	24
Rest of Tas.	POL	2015	9
Rest of Tas.	POL	2016	3
Rest of Tas.	POL	2018	3
Rest of Tas.	POL	2019	3
Rest of Tas.	SGP		3
Rest of Tas.	SGP	1951	4
Rest of Tas.	SGP	1960	16
Rest of Tas.	SGP	1970	24
Rest of Tas.	SGP	1980	19
Rest of Tas.	SGP	1990	23
Rest of Tas.	SGP	2000	20
Rest of Tas.	SGP	2010	33
Rest of Tas.	SGP	2015	40
Rest of Tas.	SGP	2016	6
Rest of Tas.	SGP	2017	11
Rest of Tas.	SGP	2018	13
Rest of Tas.	SGP	2019	9
Rest of Tas.	SGP	2020	6
Rest of Tas.	THA		23
Rest of Tas.	THA	1980	7
Rest of Tas.	THA	1990	22
Rest of Tas.	THA	2000	40
Rest of Tas.	THA	2010	110
Rest of Tas.	THA	2015	69
Rest of Tas.	THA	2016	29
Rest of Tas.	THA	2017	22
Rest of Tas.	THA	2018	21
Rest of Tas.	THA	2019	14
Rest of Tas.	THA	2020	14
Rest of Tas.	TWN		10
Rest of Tas.	TWN	1990	5
Rest of Tas.	TWN	2000	6
Rest of Tas.	TWN	2010	29
Rest of Tas.	TWN	2015	94
Rest of Tas.	TWN	2016	12
Rest of Tas.	TWN	2017	34
Rest of Tas.	TWN	2018	56
Rest of Tas.	TWN	2019	46
Rest of Tas.	TWN	2020	13
Rest of Tas.	USA		20
Rest of Tas.	USA	1951	5
Rest of Tas.	USA	1960	18
Rest of Tas.	USA	1970	71
Rest of Tas.	USA	1980	147
Rest of Tas.	USA	1990	124
Rest of Tas.	USA	2000	116
Rest of Tas.	USA	2010	236
Rest of Tas.	USA	2015	118
Rest of Tas.	USA	2016	23
Rest of Tas.	USA	2017	19
Rest of Tas.	USA	2018	26
Rest of Tas.	USA	2019	24
Rest of Tas.	USA	2020	20
Rest of Tas.	VNM		18
Rest of Tas.	VNM	1980	14
Rest of Tas.	VNM	1990	16
Rest of Tas.	VNM	2000	11
Rest of Tas.	VNM	2010	43
Rest of Tas.	VNM	2015	125
Rest of Tas.	VNM	2016	46
Rest of Tas.	VNM	2017	14
Rest of Tas.	VNM	2018	23
Rest of Tas.	VNM	2019	46
Rest of Tas.	VNM	2020	18
Rest of Tas.	ZAF		15
Rest of Tas.	ZAF	1960	14
Rest of Tas.	ZAF	1970	45
Rest of Tas.	ZAF	1980	88
Rest of Tas.	ZAF	1990	122
Rest of Tas.	ZAF	2000	146
Rest of Tas.	ZAF	2010	328
Rest of Tas.	ZAF	2015	78
Rest of Tas.	ZAF	2016	22
Rest of Tas.	ZAF	2017	9
Rest of Tas.	ZAF	2018	37
Rest of Tas.	ZAF	2019	37
Rest of Tas.	ZAF	2020	16
Rest of Tas.	ZAF	2021	15
No usual address (NT)			8
No usual address (NT)		1960	6
No usual address (NT)		1970	3
No usual address (NT)		1980	7
No usual address (NT)		1990	5
No usual address (NT)		2000	7
No usual address (NT)		2010	9
No usual address (NT)		2015	9
No usual address (NT)		2017	6
No usual address (NT)		2018	10
No usual address (NT)		2019	35
No usual address (NT)		2020	25
No usual address (NT)		2021	3
No usual address (NT)	CHN	2018	5
No usual address (NT)	CHN	2019	3
No usual address (NT)	DEU	1960	4
No usual address (NT)	DEU	1990	5
No usual address (NT)	DEU	2000	6
No usual address (NT)	DEU	2019	8
No usual address (NT)	DEU	2020	4
No usual address (NT)	GBR		6
No usual address (NT)	GBR	1960	4
No usual address (NT)	GBR	1970	19
No usual address (NT)	GBR	1980	13
No usual address (NT)	GBR	1990	11
No usual address (NT)	GBR	2000	6
No usual address (NT)	GBR	2010	26
No usual address (NT)	GBR	2015	6
No usual address (NT)	GBR	2017	3
No usual address (NT)	GBR	2018	4
No usual address (NT)	GBR	2019	27
No usual address (NT)	GBR	2020	12
No usual address (NT)	GBR	2021	11
No usual address (NT)	IDN	2020	4
No usual address (NT)	IND	2019	4
No usual address (NT)	IND	2021	6
No usual address (NT)	IRL	2019	4
No usual address (NT)	ITA	2019	6
No usual address (NT)	ITA	2020	8
No usual address (NT)	NLD	2000	3
No usual address (NT)	NLD	2017	3
No usual address (NT)	NZL		4
No usual address (NT)	NZL	1980	11
No usual address (NT)	NZL	1990	18
No usual address (NT)	NZL	2000	9
No usual address (NT)	NZL	2010	15
No usual address (NT)	NZL	2015	14
No usual address (NT)	NZL	2019	3
No usual address (NT)	NZL	2021	3
No usual address (NT)	PHL	2015	3
No usual address (NT)	PHL	2019	3
No usual address (NT)	USA	2015	3
No usual address (NT)	USA	2019	3
No usual address (NT)	USA	2020	3
Greater Darwin			170
Greater Darwin		1951	18
Greater Darwin		1960	86
Greater Darwin		1970	314
Greater Darwin		1980	801
Greater Darwin		1990	750
Greater Darwin		2000	550
Greater Darwin		2010	1220
Greater Darwin		2015	1001
Greater Darwin		2016	313
Greater Darwin		2017	223
Greater Darwin		2018	239
Greater Darwin		2019	378
Greater Darwin		2020	127
Greater Darwin		2021	23
Greater Darwin	AFG		5
Greater Darwin	AFG	2010	18
Greater Darwin	AFG	2015	8
Greater Darwin	AFG	2020	3
Greater Darwin	BGD		3
Greater Darwin	BGD	1980	5
Greater Darwin	BGD	1990	12
Greater Darwin	BGD	2000	15
Greater Darwin	BGD	2010	116
Greater Darwin	BGD	2015	192
Greater Darwin	BGD	2016	43
Greater Darwin	BGD	2017	88
Greater Darwin	BGD	2018	72
Greater Darwin	BGD	2019	59
Greater Darwin	BGD	2020	23
Greater Darwin	BGD	2021	3
Greater Darwin	CAN		7
Greater Darwin	CAN	1960	3
Greater Darwin	CAN	1970	13
Greater Darwin	CAN	1980	36
Greater Darwin	CAN	1990	25
Greater Darwin	CAN	2000	29
Greater Darwin	CAN	2010	52
Greater Darwin	CAN	2015	54
Greater Darwin	CAN	2016	9
Greater Darwin	CAN	2017	9
Greater Darwin	CAN	2018	4
Greater Darwin	CAN	2019	7
Greater Darwin	CAN	2020	4
Greater Darwin	CHN		44
Greater Darwin	CHN	1960	13
Greater Darwin	CHN	1970	13
Greater Darwin	CHN	1980	7
Greater Darwin	CHN	1990	48
Greater Darwin	CHN	2000	53
Greater Darwin	CHN	2010	373
Greater Darwin	CHN	2015	355
Greater Darwin	CHN	2016	115
Greater Darwin	CHN	2017	125
Greater Darwin	CHN	2018	110
Greater Darwin	CHN	2019	101
Greater Darwin	CHN	2020	37
Greater Darwin	DEU		26
Greater Darwin	DEU	1951	24
Greater Darwin	DEU	1960	72
Greater Darwin	DEU	1970	79
Greater Darwin	DEU	1980	40
Greater Darwin	DEU	1990	60
Greater Darwin	DEU	2000	52
Greater Darwin	DEU	2010	123
Greater Darwin	DEU	2015	73
Greater Darwin	DEU	2016	8
Greater Darwin	DEU	2017	8
Greater Darwin	DEU	2018	11
Greater Darwin	DEU	2019	14
Greater Darwin	DEU	2020	3
Greater Darwin	DEU	2021	3
Greater Darwin	EGY	1970	3
Greater Darwin	EGY	1980	5
Greater Darwin	EGY	2000	3
Greater Darwin	EGY	2010	15
Greater Darwin	EGY	2015	5
Greater Darwin	EGY	2016	5
Greater Darwin	EGY	2018	4
Greater Darwin	EGY	2020	7
Greater Darwin	FJI		8
Greater Darwin	FJI	1960	5
Greater Darwin	FJI	1970	3
Greater Darwin	FJI	1980	13
Greater Darwin	FJI	1990	48
Greater Darwin	FJI	2000	36
Greater Darwin	FJI	2010	60
Greater Darwin	FJI	2015	55
Greater Darwin	FJI	2016	9
Greater Darwin	FJI	2017	9
Greater Darwin	FJI	2018	19
Greater Darwin	FJI	2019	16
Greater Darwin	FJI	2020	11
Greater Darwin	GBR		134
Greater Darwin	GBR	1951	49
Greater Darwin	GBR	1960	238
Greater Darwin	GBR	1970	892
Greater Darwin	GBR	1980	608
Greater Darwin	GBR	1990	416
Greater Darwin	GBR	2000	338
Greater Darwin	GBR	2010	758
Greater Darwin	GBR	2015	594
Greater Darwin	GBR	2016	90
Greater Darwin	GBR	2017	64
Greater Darwin	GBR	2018	82
Greater Darwin	GBR	2019	135
Greater Darwin	GBR	2020	63
Greater Darwin	GBR	2021	20
Greater Darwin	GRC		53
Greater Darwin	GRC	1960	81
Greater Darwin	GRC	1970	271
Greater Darwin	GRC	1980	185
Greater Darwin	GRC	1990	95
Greater Darwin	GRC	2000	99
Greater Darwin	GRC	2010	119
Greater Darwin	GRC	2015	199
Greater Darwin	GRC	2016	21
Greater Darwin	GRC	2017	11
Greater Darwin	GRC	2019	5
Greater Darwin	GRC	2020	4
Greater Darwin	HKG		8
Greater Darwin	HKG	1960	7
Greater Darwin	HKG	1970	9
Greater Darwin	HKG	1980	29
Greater Darwin	HKG	1990	47
Greater Darwin	HKG	2000	39
Greater Darwin	HKG	2010	34
Greater Darwin	HKG	2015	51
Greater Darwin	HKG	2016	15
Greater Darwin	HKG	2017	3
Greater Darwin	HKG	2018	7
Greater Darwin	HKG	2019	20
Greater Darwin	HKG	2020	8
Greater Darwin	HRV		3
Greater Darwin	HRV	1960	3
Greater Darwin	HRV	1970	11
Greater Darwin	HRV	1990	5
Greater Darwin	HRV	2000	3
Greater Darwin	IDN		33
Greater Darwin	IDN	1951	8
Greater Darwin	IDN	1960	9
Greater Darwin	IDN	1970	6
Greater Darwin	IDN	1980	83
Greater Darwin	IDN	1990	102
Greater Darwin	IDN	2000	207
Greater Darwin	IDN	2010	277
Greater Darwin	IDN	2015	218
Greater Darwin	IDN	2016	68
Greater Darwin	IDN	2017	77
Greater Darwin	IDN	2018	88
Greater Darwin	IDN	2019	78
Greater Darwin	IDN	2020	43
Greater Darwin	IDN	2021	7
Greater Darwin	IND		69
Greater Darwin	IND	1951	9
Greater Darwin	IND	1960	13
Greater Darwin	IND	1970	35
Greater Darwin	IND	1980	36
Greater Darwin	IND	1990	71
Greater Darwin	IND	2000	86
Greater Darwin	IND	2010	899
Greater Darwin	IND	2015	1107
Greater Darwin	IND	2016	299
Greater Darwin	IND	2017	329
Greater Darwin	IND	2018	341
Greater Darwin	IND	2019	368
Greater Darwin	IND	2020	133
Greater Darwin	IND	2021	24
Greater Darwin	IRL		8
Greater Darwin	IRL	1960	4
Greater Darwin	IRL	1970	39
Greater Darwin	IRL	1980	27
Greater Darwin	IRL	1990	31
Greater Darwin	IRL	2000	21
Greater Darwin	IRL	2010	136
Greater Darwin	IRL	2015	211
Greater Darwin	IRL	2016	22
Greater Darwin	IRL	2017	17
Greater Darwin	IRL	2018	16
Greater Darwin	IRL	2019	44
Greater Darwin	IRL	2020	18
Greater Darwin	IRN		9
Greater Darwin	IRN	1951	4
Greater Darwin	IRN	1990	3
Greater Darwin	IRN	2000	5
Greater Darwin	IRN	2010	19
Greater Darwin	IRN	2015	34
Greater Darwin	IRN	2016	3
Greater Darwin	IRN	2018	7
Greater Darwin	IRN	2019	6
Greater Darwin	IRQ	2010	4
Greater Darwin	ITA		16
Greater Darwin	ITA	1951	3
Greater Darwin	ITA	1960	49
Greater Darwin	ITA	1970	77
Greater Darwin	ITA	1980	42
Greater Darwin	ITA	1990	5
Greater Darwin	ITA	2000	14
Greater Darwin	ITA	2010	31
Greater Darwin	ITA	2015	66
Greater Darwin	ITA	2016	10
Greater Darwin	ITA	2017	16
Greater Darwin	ITA	2018	14
Greater Darwin	ITA	2019	13
Greater Darwin	ITA	2020	3
Greater Darwin	JPN		4
Greater Darwin	JPN	1970	5
Greater Darwin	JPN	1980	7
Greater Darwin	JPN	1990	13
Greater Darwin	JPN	2000	23
Greater Darwin	JPN	2010	35
Greater Darwin	JPN	2015	51
Greater Darwin	JPN	2016	9
Greater Darwin	JPN	2017	10
Greater Darwin	JPN	2019	12
Greater Darwin	JPN	2021	5
Greater Darwin	KOR		10
Greater Darwin	KOR	1980	3
Greater Darwin	KOR	1990	13
Greater Darwin	KOR	2000	22
Greater Darwin	KOR	2010	107
Greater Darwin	KOR	2015	72
Greater Darwin	KOR	2016	21
Greater Darwin	KOR	2017	19
Greater Darwin	KOR	2018	11
Greater Darwin	KOR	2019	6
Greater Darwin	KOR	2021	3
Greater Darwin	LBN	1980	4
Greater Darwin	LBN	2000	5
Greater Darwin	LBN	2010	13
Greater Darwin	LBN	2015	13
Greater Darwin	LKA		18
Greater Darwin	LKA	1970	10
Greater Darwin	LKA	1980	34
Greater Darwin	LKA	1990	62
Greater Darwin	LKA	2000	42
Greater Darwin	LKA	2010	138
Greater Darwin	LKA	2015	236
Greater Darwin	LKA	2016	131
Greater Darwin	LKA	2017	119
Greater Darwin	LKA	2018	131
Greater Darwin	LKA	2019	111
Greater Darwin	LKA	2020	31
Greater Darwin	LKA	2021	3
Greater Darwin	MKD	1980	3
Greater Darwin	MYS		11
Greater Darwin	MYS	1951	6
Greater Darwin	MYS	1960	10
Greater Darwin	MYS	1970	45
Greater Darwin	MYS	1980	90
Greater Darwin	MYS	1990	138
Greater Darwin	MYS	2000	48
Greater Darwin	MYS	2010	98
Greater Darwin	MYS	2015	78
Greater Darwin	MYS	2016	33
Greater Darwin	MYS	2017	36
Greater Darwin	MYS	2018	22
Greater Darwin	MYS	2019	27
Greater Darwin	MYS	2020	7
Greater Darwin	NLD		12
Greater Darwin	NLD	1951	8
Greater Darwin	NLD	1960	67
Greater Darwin	NLD	1970	47
Greater Darwin	NLD	1980	16
Greater Darwin	NLD	1990	25
Greater Darwin	NLD	2000	11
Greater Darwin	NLD	2010	26
Greater Darwin	NLD	2015	17
Greater Darwin	NLD	2016	7
Greater Darwin	NLD	2017	7
Greater Darwin	NLD	2019	4
Greater Darwin	NPL		38
Greater Darwin	NPL	1990	3
Greater Darwin	NPL	2000	8
Greater Darwin	NPL	2010	307
Greater Darwin	NPL	2015	633
Greater Darwin	NPL	2016	405
Greater Darwin	NPL	2017	446
Greater Darwin	NPL	2018	366
Greater Darwin	NPL	2019	258
Greater Darwin	NPL	2020	78
Greater Darwin	NZL		112
Greater Darwin	NZL	1951	3
Greater Darwin	NZL	1960	15
Greater Darwin	NZL	1970	132
Greater Darwin	NZL	1980	432
Greater Darwin	NZL	1990	482
Greater Darwin	NZL	2000	360
Greater Darwin	NZL	2010	394
Greater Darwin	NZL	2015	310
Greater Darwin	NZL	2016	37
Greater Darwin	NZL	2017	45
Greater Darwin	NZL	2018	38
Greater Darwin	NZL	2019	41
Greater Darwin	NZL	2020	13
Greater Darwin	NZL	2021	19
Greater Darwin	PAK		5
Greater Darwin	PAK	1980	3
Greater Darwin	PAK	1990	17
Greater Darwin	PAK	2000	11
Greater Darwin	PAK	2010	93
Greater Darwin	PAK	2015	216
Greater Darwin	PAK	2016	38
Greater Darwin	PAK	2017	58
Greater Darwin	PAK	2018	58
Greater Darwin	PAK	2019	67
Greater Darwin	PAK	2020	26
Greater Darwin	PHL		97
Greater Darwin	PHL	1960	4
Greater Darwin	PHL	1970	5
Greater Darwin	PHL	1980	119
Greater Darwin	PHL	1990	513
Greater Darwin	PHL	2000	325
Greater Darwin	PHL	2010	1511
Greater Darwin	PHL	2015	1463
Greater Darwin	PHL	2016	310
Greater Darwin	PHL	2017	285
Greater Darwin	PHL	2018	252
Greater Darwin	PHL	2019	293
Greater Darwin	PHL	2020	84
Greater Darwin	PHL	2021	19
Greater Darwin	POL	1951	3
Greater Darwin	POL	1970	4
Greater Darwin	POL	1980	8
Greater Darwin	POL	1990	24
Greater Darwin	POL	2000	11
Greater Darwin	POL	2010	18
Greater Darwin	POL	2015	7
Greater Darwin	POL	2016	10
Greater Darwin	POL	2017	12
Greater Darwin	SGP		5
Greater Darwin	SGP	1960	5
Greater Darwin	SGP	1970	23
Greater Darwin	SGP	1980	46
Greater Darwin	SGP	1990	36
Greater Darwin	SGP	2000	29
Greater Darwin	SGP	2010	33
Greater Darwin	SGP	2015	23
Greater Darwin	SGP	2016	5
Greater Darwin	SGP	2017	22
Greater Darwin	SGP	2018	15
Greater Darwin	SGP	2019	17
Greater Darwin	SGP	2020	12
Greater Darwin	THA		32
Greater Darwin	THA	1970	6
Greater Darwin	THA	1980	52
Greater Darwin	THA	1990	100
Greater Darwin	THA	2000	112
Greater Darwin	THA	2010	278
Greater Darwin	THA	2015	171
Greater Darwin	THA	2016	50
Greater Darwin	THA	2017	32
Greater Darwin	THA	2018	38
Greater Darwin	THA	2019	50
Greater Darwin	THA	2020	20
Greater Darwin	THA	2021	6
Greater Darwin	TWN		12
Greater Darwin	TWN	1980	6
Greater Darwin	TWN	1990	12
Greater Darwin	TWN	2000	20
Greater Darwin	TWN	2010	85
Greater Darwin	TWN	2015	175
Greater Darwin	TWN	2016	43
Greater Darwin	TWN	2017	28
