GCCSA_NAME21	Age	IncomeTotPersonal.max	Sex	adults
Rest of NSW	55-64	91875	M	13152
Rest of NSW	55-64	105000	F	6752
Rest of NSW	55-64	105000	M	10223
Rest of NSW	55-64	157500	F	9337
Rest of NSW	55-64	157500	M	17401
Rest of NSW	55-64	183750	F	1643
Rest of NSW	55-64	183750	M	3995
Rest of NSW	55-64	Inf	F	2652
Rest of NSW	55-64	Inf	M	7524
Rest of NSW	65-74		F	12622
Rest of NSW	65-74		M	13037
Rest of NSW	65-74	0	F	11359
Rest of NSW	65-74	0	M	8709
Rest of NSW	65-74	7875	F	5836
Rest of NSW	65-74	7875	M	4205
Rest of NSW	65-74	15750	F	12503
Rest of NSW	65-74	15750	M	9451
Rest of NSW	65-74	21000	F	33550
Rest of NSW	65-74	21000	M	28235
Rest of NSW	65-74	26250	F	32252
Rest of NSW	65-74	26250	M	24479
Rest of NSW	65-74	34125	F	22309
Rest of NSW	65-74	34125	M	18714
Rest of NSW	65-74	42000	F	14323
Rest of NSW	65-74	42000	M	13795
Rest of NSW	65-74	52500	F	10176
Rest of NSW	65-74	52500	M	12279
Rest of NSW	65-74	65625	F	8221
Rest of NSW	65-74	65625	M	13369
Rest of NSW	65-74	78750	F	4220
Rest of NSW	65-74	78750	M	7637
Rest of NSW	65-74	91875	F	3198
Rest of NSW	65-74	91875	M	5590
Rest of NSW	65-74	105000	F	1919
Rest of NSW	65-74	105000	M	3336
Rest of NSW	65-74	157500	F	2335
Rest of NSW	65-74	157500	M	4602
Rest of NSW	65-74	183750	F	544
Rest of NSW	65-74	183750	M	1200
Rest of NSW	65-74	Inf	F	1338
Rest of NSW	65-74	Inf	M	2872
Rest of NSW	75-84		F	12392
Rest of NSW	75-84		M	9744
Rest of NSW	75-84	0	F	4227
Rest of NSW	75-84	0	M	3515
Rest of NSW	75-84	7875	F	2293
Rest of NSW	75-84	7875	M	1824
Rest of NSW	75-84	15750	F	6373
Rest of NSW	75-84	15750	M	5215
Rest of NSW	75-84	21000	F	21513
Rest of NSW	75-84	21000	M	22444
Rest of NSW	75-84	26250	F	26901
Rest of NSW	75-84	26250	M	16992
Rest of NSW	75-84	34125	F	13363
Rest of NSW	75-84	34125	M	10902
Rest of NSW	75-84	42000	F	7572
Rest of NSW	75-84	42000	M	7884
Rest of NSW	75-84	52500	F	4383
Rest of NSW	75-84	52500	M	5216
Rest of NSW	75-84	65625	F	2542
Rest of NSW	75-84	65625	M	4540
Rest of NSW	75-84	78750	F	1147
Rest of NSW	75-84	78750	M	2225
Rest of NSW	75-84	91875	F	1364
Rest of NSW	75-84	91875	M	1830
Rest of NSW	75-84	105000	F	527
Rest of NSW	75-84	105000	M	918
Rest of NSW	75-84	157500	F	595
Rest of NSW	75-84	157500	M	1082
Rest of NSW	75-84	183750	F	213
Rest of NSW	75-84	183750	M	340
Rest of NSW	75-84	Inf	F	689
Rest of NSW	75-84	Inf	M	960
Rest of NSW	85+		F	10413
Rest of NSW	85+		M	5449
Rest of NSW	85+	0	F	1823
Rest of NSW	85+	0	M	1176
Rest of NSW	85+	7875	F	832
Rest of NSW	85+	7875	M	547
Rest of NSW	85+	15750	F	1939
Rest of NSW	85+	15750	M	1470
Rest of NSW	85+	21000	F	5582
Rest of NSW	85+	21000	M	6496
Rest of NSW	85+	26250	F	15041
Rest of NSW	85+	26250	M	6701
Rest of NSW	85+	34125	F	5945
Rest of NSW	85+	34125	M	2835
Rest of NSW	85+	42000	F	2468
Rest of NSW	85+	42000	M	1994
Rest of NSW	85+	52500	F	1551
Rest of NSW	85+	52500	M	1241
Rest of NSW	85+	65625	F	745
Rest of NSW	85+	65625	M	756
Rest of NSW	85+	78750	F	352
Rest of NSW	85+	78750	M	375
Rest of NSW	85+	91875	F	553
Rest of NSW	85+	91875	M	461
Rest of NSW	85+	105000	F	160
Rest of NSW	85+	105000	M	212
Rest of NSW	85+	157500	F	177
Rest of NSW	85+	157500	M	218
Rest of NSW	85+	183750	F	73
Rest of NSW	85+	183750	M	62
Rest of NSW	85+	Inf	F	237
Rest of NSW	85+	Inf	M	241
No usual address (Vic.)	15-19		F	81
No usual address (Vic.)	15-19		M	89
No usual address (Vic.)	15-19	0	F	53
No usual address (Vic.)	15-19	0	M	56
No usual address (Vic.)	15-19	7875	F	16
No usual address (Vic.)	15-19	7875	M	11
No usual address (Vic.)	15-19	15750	F	41
No usual address (Vic.)	15-19	15750	M	36
No usual address (Vic.)	15-19	21000	F	11
No usual address (Vic.)	15-19	21000	M	9
No usual address (Vic.)	15-19	26250	F	7
No usual address (Vic.)	15-19	26250	M	4
No usual address (Vic.)	15-19	34125	F	9
No usual address (Vic.)	15-19	34125	M	6
No usual address (Vic.)	15-19	52500	F	4
No usual address (Vic.)	15-19	52500	M	5
No usual address (Vic.)	15-19	65625	M	9
No usual address (Vic.)	20-24		F	91
No usual address (Vic.)	20-24		M	120
No usual address (Vic.)	20-24	0	F	25
No usual address (Vic.)	20-24	0	M	23
No usual address (Vic.)	20-24	7875	F	12
No usual address (Vic.)	20-24	7875	M	6
No usual address (Vic.)	20-24	15750	F	41
No usual address (Vic.)	20-24	15750	M	49
No usual address (Vic.)	20-24	21000	F	34
No usual address (Vic.)	20-24	21000	M	27
No usual address (Vic.)	20-24	26250	F	33
No usual address (Vic.)	20-24	26250	M	21
No usual address (Vic.)	20-24	34125	F	35
No usual address (Vic.)	20-24	34125	M	18
No usual address (Vic.)	20-24	42000	F	15
No usual address (Vic.)	20-24	42000	M	21
No usual address (Vic.)	20-24	52500	F	18
No usual address (Vic.)	20-24	52500	M	24
No usual address (Vic.)	20-24	65625	F	9
No usual address (Vic.)	20-24	65625	M	23
No usual address (Vic.)	20-24	78750	F	5
No usual address (Vic.)	20-24	78750	M	11
No usual address (Vic.)	20-24	91875	M	4
No usual address (Vic.)	20-24	105000	F	3
No usual address (Vic.)	20-24	105000	M	5
No usual address (Vic.)	25-34		F	297
No usual address (Vic.)	25-34		M	360
No usual address (Vic.)	25-34	0	F	53
No usual address (Vic.)	25-34	0	M	53
No usual address (Vic.)	25-34	7875	F	9
No usual address (Vic.)	25-34	7875	M	12
No usual address (Vic.)	25-34	15750	F	43
No usual address (Vic.)	25-34	15750	M	56
No usual address (Vic.)	25-34	21000	F	59
No usual address (Vic.)	25-34	21000	M	83
No usual address (Vic.)	25-34	26250	F	60
No usual address (Vic.)	25-34	26250	M	32
No usual address (Vic.)	25-34	34125	F	78
No usual address (Vic.)	25-34	34125	M	34
No usual address (Vic.)	25-34	42000	F	72
No usual address (Vic.)	25-34	42000	M	42
No usual address (Vic.)	25-34	52500	F	57
No usual address (Vic.)	25-34	52500	M	64
No usual address (Vic.)	25-34	65625	F	44
No usual address (Vic.)	25-34	65625	M	72
No usual address (Vic.)	25-34	78750	F	28
No usual address (Vic.)	25-34	78750	M	31
No usual address (Vic.)	25-34	91875	F	30
No usual address (Vic.)	25-34	91875	M	42
No usual address (Vic.)	25-34	105000	F	19
No usual address (Vic.)	25-34	105000	M	22
No usual address (Vic.)	25-34	157500	F	21
No usual address (Vic.)	25-34	157500	M	35
No usual address (Vic.)	25-34	183750	M	6
No usual address (Vic.)	25-34	Inf	F	10
No usual address (Vic.)	25-34	Inf	M	11
No usual address (Vic.)	35-44		F	337
No usual address (Vic.)	35-44		M	487
No usual address (Vic.)	35-44	0	F	42
No usual address (Vic.)	35-44	0	M	63
No usual address (Vic.)	35-44	7875	F	12
No usual address (Vic.)	35-44	7875	M	13
No usual address (Vic.)	35-44	15750	F	36
No usual address (Vic.)	35-44	15750	M	60
No usual address (Vic.)	35-44	21000	F	63
No usual address (Vic.)	35-44	21000	M	87
No usual address (Vic.)	35-44	26250	F	51
No usual address (Vic.)	35-44	26250	M	44
No usual address (Vic.)	35-44	34125	F	49
No usual address (Vic.)	35-44	34125	M	35
No usual address (Vic.)	35-44	42000	F	30
No usual address (Vic.)	35-44	42000	M	26
No usual address (Vic.)	35-44	52500	F	21
No usual address (Vic.)	35-44	52500	M	28
No usual address (Vic.)	35-44	65625	F	16
No usual address (Vic.)	35-44	65625	M	39
No usual address (Vic.)	35-44	78750	F	12
No usual address (Vic.)	35-44	78750	M	23
No usual address (Vic.)	35-44	91875	F	12
No usual address (Vic.)	35-44	91875	M	28
No usual address (Vic.)	35-44	105000	F	7
No usual address (Vic.)	35-44	105000	M	12
No usual address (Vic.)	35-44	157500	F	21
No usual address (Vic.)	35-44	157500	M	25
No usual address (Vic.)	35-44	183750	F	3
No usual address (Vic.)	35-44	183750	M	9
No usual address (Vic.)	35-44	Inf	F	11
No usual address (Vic.)	35-44	Inf	M	29
No usual address (Vic.)	45-54		F	180
No usual address (Vic.)	45-54		M	440
No usual address (Vic.)	45-54	0	F	33
No usual address (Vic.)	45-54	0	M	54
No usual address (Vic.)	45-54	7875	F	13
No usual address (Vic.)	45-54	7875	M	16
No usual address (Vic.)	45-54	15750	F	38
No usual address (Vic.)	45-54	15750	M	58
No usual address (Vic.)	45-54	21000	F	49
No usual address (Vic.)	45-54	21000	M	77
No usual address (Vic.)	45-54	26250	F	50
No usual address (Vic.)	45-54	26250	M	59
No usual address (Vic.)	45-54	34125	F	35
No usual address (Vic.)	45-54	34125	M	34
No usual address (Vic.)	45-54	42000	F	29
No usual address (Vic.)	45-54	42000	M	28
No usual address (Vic.)	45-54	52500	F	23
No usual address (Vic.)	45-54	52500	M	25
No usual address (Vic.)	45-54	65625	F	17
No usual address (Vic.)	45-54	65625	M	27
No usual address (Vic.)	45-54	78750	F	6
No usual address (Vic.)	45-54	78750	M	22
No usual address (Vic.)	45-54	91875	F	5
No usual address (Vic.)	45-54	91875	M	21
No usual address (Vic.)	45-54	105000	F	3
No usual address (Vic.)	45-54	105000	M	11
No usual address (Vic.)	45-54	157500	F	6
No usual address (Vic.)	45-54	157500	M	16
No usual address (Vic.)	45-54	183750	M	5
No usual address (Vic.)	45-54	Inf	F	3
No usual address (Vic.)	45-54	Inf	M	19
No usual address (Vic.)	55-64		F	119
No usual address (Vic.)	55-64		M	283
No usual address (Vic.)	55-64	0	F	44
No usual address (Vic.)	55-64	0	M	39
No usual address (Vic.)	55-64	7875	F	13
No usual address (Vic.)	55-64	7875	M	13
No usual address (Vic.)	55-64	15750	F	31
No usual address (Vic.)	55-64	15750	M	23
No usual address (Vic.)	55-64	21000	F	44
No usual address (Vic.)	55-64	21000	M	67
No usual address (Vic.)	55-64	26250	F	62
No usual address (Vic.)	55-64	26250	M	50
No usual address (Vic.)	55-64	34125	F	28
No usual address (Vic.)	55-64	34125	M	21
No usual address (Vic.)	55-64	42000	F	19
No usual address (Vic.)	55-64	42000	M	20
No usual address (Vic.)	55-64	52500	F	17
No usual address (Vic.)	55-64	52500	M	23
No usual address (Vic.)	55-64	65625	F	19
No usual address (Vic.)	55-64	65625	M	22
No usual address (Vic.)	55-64	78750	F	12
No usual address (Vic.)	55-64	78750	M	24
No usual address (Vic.)	55-64	91875	F	8
No usual address (Vic.)	55-64	91875	M	19
No usual address (Vic.)	55-64	105000	F	5
No usual address (Vic.)	55-64	105000	M	14
No usual address (Vic.)	55-64	157500	F	6
No usual address (Vic.)	55-64	157500	M	8
No usual address (Vic.)	55-64	183750	F	5
No usual address (Vic.)	55-64	183750	M	7
No usual address (Vic.)	55-64	Inf	F	5
No usual address (Vic.)	55-64	Inf	M	4
No usual address (Vic.)	65-74		F	59
No usual address (Vic.)	65-74		M	133
No usual address (Vic.)	65-74	0	F	16
No usual address (Vic.)	65-74	0	M	24
No usual address (Vic.)	65-74	7875	F	5
No usual address (Vic.)	65-74	7875	M	10
No usual address (Vic.)	65-74	15750	F	7
No usual address (Vic.)	65-74	15750	M	16
No usual address (Vic.)	65-74	21000	F	42
No usual address (Vic.)	65-74	21000	M	56
No usual address (Vic.)	65-74	26250	F	43
No usual address (Vic.)	65-74	26250	M	69
No usual address (Vic.)	65-74	34125	F	18
No usual address (Vic.)	65-74	34125	M	20
No usual address (Vic.)	65-74	42000	F	9
No usual address (Vic.)	65-74	42000	M	16
No usual address (Vic.)	65-74	52500	F	7
No usual address (Vic.)	65-74	52500	M	12
No usual address (Vic.)	65-74	65625	F	5
No usual address (Vic.)	65-74	65625	M	12
No usual address (Vic.)	65-74	78750	F	9
No usual address (Vic.)	65-74	78750	M	14
No usual address (Vic.)	65-74	91875	F	5
No usual address (Vic.)	65-74	91875	M	3
No usual address (Vic.)	65-74	105000	M	3
No usual address (Vic.)	65-74	157500	M	5
No usual address (Vic.)	65-74	183750	M	3
No usual address (Vic.)	75-84		F	13
No usual address (Vic.)	75-84		M	26
No usual address (Vic.)	75-84	0	F	7
No usual address (Vic.)	75-84	7875	M	5
No usual address (Vic.)	75-84	15750	M	9
No usual address (Vic.)	75-84	21000	F	6
No usual address (Vic.)	75-84	21000	M	15
No usual address (Vic.)	75-84	26250	F	19
No usual address (Vic.)	75-84	26250	M	23
No usual address (Vic.)	75-84	34125	F	7
No usual address (Vic.)	75-84	34125	M	10
No usual address (Vic.)	75-84	42000	F	3
No usual address (Vic.)	75-84	42000	M	4
No usual address (Vic.)	75-84	52500	M	5
No usual address (Vic.)	85+		F	8
No usual address (Vic.)	85+		M	8
No usual address (Vic.)	85+	26250	F	6
No usual address (Vic.)	85+	26250	M	4
Migratory - Offshore - Shipping (Vic.)	35-44		M	9
Migratory - Offshore - Shipping (Vic.)	35-44	105000	M	4
Migratory - Offshore - Shipping (Vic.)	45-54		M	3
Migratory - Offshore - Shipping (Vic.)	55-64		F	3
Migratory - Offshore - Shipping (Vic.)	55-64		M	7
Migratory - Offshore - Shipping (Vic.)	55-64	157500	M	3
Greater Melbourne	15-19		F	6976
Greater Melbourne	15-19		M	7591
Greater Melbourne	15-19	0	F	60798
Greater Melbourne	15-19	0	M	71440
Greater Melbourne	15-19	7875	F	30878
Greater Melbourne	15-19	7875	M	25849
Greater Melbourne	15-19	15750	F	17695
Greater Melbourne	15-19	15750	M	14039
Greater Melbourne	15-19	21000	F	6624
Greater Melbourne	15-19	21000	M	5087
Greater Melbourne	15-19	26250	F	3854
Greater Melbourne	15-19	26250	M	4421
Greater Melbourne	15-19	34125	F	3212
Greater Melbourne	15-19	34125	M	5443
Greater Melbourne	15-19	42000	F	1858
Greater Melbourne	15-19	42000	M	3108
Greater Melbourne	15-19	52500	F	1106
Greater Melbourne	15-19	52500	M	2125
Greater Melbourne	15-19	65625	F	476
Greater Melbourne	15-19	65625	M	1069
Greater Melbourne	15-19	78750	F	135
Greater Melbourne	15-19	78750	M	310
Greater Melbourne	15-19	91875	F	76
Greater Melbourne	15-19	91875	M	159
Greater Melbourne	15-19	105000	F	35
Greater Melbourne	15-19	105000	M	60
Greater Melbourne	15-19	157500	F	36
Greater Melbourne	15-19	157500	M	68
Greater Melbourne	15-19	183750	F	26
Greater Melbourne	15-19	183750	M	28
Greater Melbourne	15-19	Inf	F	54
Greater Melbourne	15-19	Inf	M	66
Greater Melbourne	20-24		F	9294
Greater Melbourne	20-24		M	11271
Greater Melbourne	20-24	0	F	15856
Greater Melbourne	20-24	0	M	18658
Greater Melbourne	20-24	7875	F	8469
Greater Melbourne	20-24	7875	M	7585
Greater Melbourne	20-24	15750	F	17373
Greater Melbourne	20-24	15750	M	14978
Greater Melbourne	20-24	21000	F	15957
Greater Melbourne	20-24	21000	M	13255
Greater Melbourne	20-24	26250	F	14424
Greater Melbourne	20-24	26250	M	12466
Greater Melbourne	20-24	34125	F	17907
Greater Melbourne	20-24	34125	M	16883
Greater Melbourne	20-24	42000	F	15829
Greater Melbourne	20-24	42000	M	18228
Greater Melbourne	20-24	52500	F	16875
Greater Melbourne	20-24	52500	M	20518
Greater Melbourne	20-24	65625	F	15079
Greater Melbourne	20-24	65625	M	16895
Greater Melbourne	20-24	78750	F	7824
Greater Melbourne	20-24	78750	M	8958
Greater Melbourne	20-24	91875	F	3040
Greater Melbourne	20-24	91875	M	4468
Greater Melbourne	20-24	105000	F	1037
Greater Melbourne	20-24	105000	M	1944
Greater Melbourne	20-24	157500	F	738
Greater Melbourne	20-24	157500	M	1628
Greater Melbourne	20-24	183750	F	165
Greater Melbourne	20-24	183750	M	279
Greater Melbourne	20-24	Inf	F	220
Greater Melbourne	20-24	Inf	M	441
Greater Melbourne	25-34		F	23335
Greater Melbourne	25-34		M	27255
Greater Melbourne	25-34	0	F	33193
Greater Melbourne	25-34	0	M	15088
Greater Melbourne	25-34	7875	F	6784
Greater Melbourne	25-34	7875	M	2707
Greater Melbourne	25-34	15750	F	13479
Greater Melbourne	25-34	15750	M	7734
Greater Melbourne	25-34	21000	F	16595
Greater Melbourne	25-34	21000	M	12215
Greater Melbourne	25-34	26250	F	17523
Greater Melbourne	25-34	26250	M	11658
Greater Melbourne	25-34	34125	F	27540
Greater Melbourne	25-34	34125	M	17418
Greater Melbourne	25-34	42000	F	31340
Greater Melbourne	25-34	42000	M	24155
Greater Melbourne	25-34	52500	F	41010
Greater Melbourne	25-34	52500	M	42412
Greater Melbourne	25-34	65625	F	49890
Greater Melbourne	25-34	65625	M	55706
Greater Melbourne	25-34	78750	F	43717
Greater Melbourne	25-34	78750	M	46423
Greater Melbourne	25-34	91875	F	36852
Greater Melbourne	25-34	91875	M	40352
Greater Melbourne	25-34	105000	F	22225
Greater Melbourne	25-34	105000	M	27379
Greater Melbourne	25-34	157500	F	27734
Greater Melbourne	25-34	157500	M	43780
Greater Melbourne	25-34	183750	F	3729
Greater Melbourne	25-34	183750	M	7839
Greater Melbourne	25-34	Inf	F	3159
Greater Melbourne	25-34	Inf	M	8488
Greater Melbourne	35-44		F	18631
Greater Melbourne	35-44		M	21204
Greater Melbourne	35-44	0	F	34084
Greater Melbourne	35-44	0	M	10706
Greater Melbourne	35-44	7875	F	8370
Greater Melbourne	35-44	7875	M	1944
Greater Melbourne	35-44	15750	F	13783
Greater Melbourne	35-44	15750	M	5530
Greater Melbourne	35-44	21000	F	15647
Greater Melbourne	35-44	21000	M	8437
Greater Melbourne	35-44	26250	F	16470
Greater Melbourne	35-44	26250	M	8012
Greater Melbourne	35-44	34125	F	24172
Greater Melbourne	35-44	34125	M	10642
Greater Melbourne	35-44	42000	F	28207
Greater Melbourne	35-44	42000	M	14683
Greater Melbourne	35-44	52500	F	33194
Greater Melbourne	35-44	52500	M	26915
Greater Melbourne	35-44	65625	F	36385
Greater Melbourne	35-44	65625	M	38720
Greater Melbourne	35-44	78750	F	30061
Greater Melbourne	35-44	78750	M	34457
Greater Melbourne	35-44	91875	F	28712
Greater Melbourne	35-44	91875	M	35216
Greater Melbourne	35-44	105000	F	22418
Greater Melbourne	35-44	105000	M	29875
Greater Melbourne	35-44	157500	F	39548
Greater Melbourne	35-44	157500	M	66990
Greater Melbourne	35-44	183750	F	8734
Greater Melbourne	35-44	183750	M	18801
Greater Melbourne	35-44	Inf	F	12789
Greater Melbourne	35-44	Inf	M	31773
Greater Melbourne	45-54		F	15383
Greater Melbourne	45-54		M	17233
Greater Melbourne	45-54	0	F	26184
Greater Melbourne	45-54	0	M	11056
Greater Melbourne	45-54	7875	F	7266
Greater Melbourne	45-54	7875	M	2475
Greater Melbourne	45-54	15750	F	12140
Greater Melbourne	45-54	15750	M	6036
Greater Melbourne	45-54	21000	F	16217
Greater Melbourne	45-54	21000	M	9540
Greater Melbourne	45-54	26250	F	17281
Greater Melbourne	45-54	26250	M	9058
Greater Melbourne	45-54	34125	F	22917
Greater Melbourne	45-54	34125	M	10181
Greater Melbourne	45-54	42000	F	25172
Greater Melbourne	45-54	42000	M	12660
Greater Melbourne	45-54	52500	F	29979
Greater Melbourne	45-54	52500	M	22421
Greater Melbourne	45-54	65625	F	32032
Greater Melbourne	45-54	65625	M	31112
Greater Melbourne	45-54	78750	F	24541
Greater Melbourne	45-54	78750	M	26464
Greater Melbourne	45-54	91875	F	23468
Greater Melbourne	45-54	91875	M	26870
Greater Melbourne	45-54	105000	F	17542
Greater Melbourne	45-54	105000	M	22555
Greater Melbourne	45-54	157500	F	30726
Greater Melbourne	45-54	157500	M	48629
Greater Melbourne	45-54	183750	F	7524
Greater Melbourne	45-54	183750	M	14856
Greater Melbourne	45-54	Inf	F	14380
Greater Melbourne	45-54	Inf	M	35182
Greater Melbourne	55-64		F	12796
Greater Melbourne	55-64		M	13742
Greater Melbourne	55-64	0	F	34780
Greater Melbourne	55-64	0	M	15601
Greater Melbourne	55-64	7875	F	9030
Greater Melbourne	55-64	7875	M	3883
Greater Melbourne	55-64	15750	F	14675
Greater Melbourne	55-64	15750	M	8640
Greater Melbourne	55-64	21000	F	21399
Greater Melbourne	55-64	21000	M	13188
Greater Melbourne	55-64	26250	F	20168
Greater Melbourne	55-64	26250	M	11520
Greater Melbourne	55-64	34125	F	21364
Greater Melbourne	55-64	34125	M	12179
Greater Melbourne	55-64	42000	F	21207
Greater Melbourne	55-64	42000	M	13272
Greater Melbourne	55-64	52500	F	22955
Greater Melbourne	55-64	52500	M	20944
Greater Melbourne	55-64	65625	F	24260
Greater Melbourne	55-64	65625	M	26999
Greater Melbourne	55-64	78750	F	17400
Greater Melbourne	55-64	78750	M	21061
Greater Melbourne	55-64	91875	F	15367
Greater Melbourne	55-64	91875	M	19908
Greater Melbourne	55-64	105000	F	10892
Greater Melbourne	55-64	105000	M	15790
Greater Melbourne	55-64	157500	F	16539
Greater Melbourne	55-64	157500	M	30570
Greater Melbourne	55-64	183750	F	3770
Greater Melbourne	55-64	183750	M	8920
Greater Melbourne	55-64	Inf	F	6748
Greater Melbourne	55-64	Inf	M	20404
Greater Melbourne	65-74		F	12613
Greater Melbourne	65-74		M	11060
Greater Melbourne	65-74	0	F	24052
Greater Melbourne	65-74	0	M	16465
Greater Melbourne	65-74	7875	F	8118
Greater Melbourne	65-74	7875	M	5220
Greater Melbourne	65-74	15750	F	15175
Greater Melbourne	65-74	15750	M	11008
Greater Melbourne	65-74	21000	F	34377
Greater Melbourne	65-74	21000	M	26563
Greater Melbourne	65-74	26250	F	34812
Greater Melbourne	65-74	26250	M	20919
Greater Melbourne	65-74	34125	F	23365
Greater Melbourne	65-74	34125	M	17264
Greater Melbourne	65-74	42000	F	16556
Greater Melbourne	65-74	42000	M	14087
Greater Melbourne	65-74	52500	F	12826
Greater Melbourne	65-74	52500	M	13771
Greater Melbourne	65-74	65625	F	10667
Greater Melbourne	65-74	65625	M	14268
Greater Melbourne	65-74	78750	F	6427
Greater Melbourne	65-74	78750	M	9535
Greater Melbourne	65-74	91875	F	4941
Greater Melbourne	65-74	91875	M	7586
Greater Melbourne	65-74	105000	F	3225
Greater Melbourne	65-74	105000	M	5251
Greater Melbourne	65-74	157500	F	4132
Greater Melbourne	65-74	157500	M	8535
Greater Melbourne	65-74	183750	F	1115
Greater Melbourne	65-74	183750	M	2414
Greater Melbourne	65-74	Inf	F	2436
Greater Melbourne	65-74	Inf	M	6247
Greater Melbourne	75-84		F	11958
Greater Melbourne	75-84		M	9297
Greater Melbourne	75-84	0	F	9550
Greater Melbourne	75-84	0	M	7240
Greater Melbourne	75-84	7875	F	3539
Greater Melbourne	75-84	7875	M	2603
Greater Melbourne	75-84	15750	F	8603
Greater Melbourne	75-84	15750	M	6808
Greater Melbourne	75-84	21000	F	23697
Greater Melbourne	75-84	21000	M	23498
Greater Melbourne	75-84	26250	F	30695
Greater Melbourne	75-84	26250	M	15850
Greater Melbourne	75-84	34125	F	14788
Greater Melbourne	75-84	34125	M	11173
Greater Melbourne	75-84	42000	F	8559
Greater Melbourne	75-84	42000	M	8596
