SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Greenwood - Warwick	2	2295
Greenwood - Warwick	3	743
Greenwood - Warwick	4	361
Heathridge - Connolly		32
Heathridge - Connolly	0	90
Heathridge - Connolly	1	1214
Heathridge - Connolly	2	1768
Heathridge - Connolly	3	572
Heathridge - Connolly	4	288
Hillarys		24
Hillarys	0	70
Hillarys	1	902
Hillarys	2	1841
Hillarys	3	685
Hillarys	4	409
Iluka - Burns Beach		25
Iluka - Burns Beach	0	20
Iluka - Burns Beach	1	521
Iluka - Burns Beach	2	1520
Iluka - Burns Beach	3	646
Iluka - Burns Beach	4	377
Joondalup - Edgewater		77
Joondalup - Edgewater	0	293
Joondalup - Edgewater	1	2023
Joondalup - Edgewater	2	2012
Joondalup - Edgewater	3	614
Joondalup - Edgewater	4	294
Kingsley		31
Kingsley	0	157
Kingsley	1	1425
Kingsley	2	2081
Kingsley	3	729
Kingsley	4	388
Mullaloo - Kallaroo		26
Mullaloo - Kallaroo	0	80
Mullaloo - Kallaroo	1	981
Mullaloo - Kallaroo	2	1884
Mullaloo - Kallaroo	3	699
Mullaloo - Kallaroo	4	415
Ocean Reef		24
Ocean Reef	0	36
Ocean Reef	1	584
Ocean Reef	2	1201
Ocean Reef	3	529
Ocean Reef	4	323
Padbury		26
Padbury	0	64
Padbury	1	956
Padbury	2	1502
Padbury	3	472
Padbury	4	195
Sorrento - Marmion		66
Sorrento - Marmion	0	74
Sorrento - Marmion	1	788
Sorrento - Marmion	2	1674
Sorrento - Marmion	3	615
Sorrento - Marmion	4	362
Woodvale		24
Woodvale	0	76
Woodvale	1	856
Woodvale	2	1529
Woodvale	3	533
Woodvale	4	366
Balcatta - Hamersley		89
Balcatta - Hamersley	0	407
Balcatta - Hamersley	1	2535
Balcatta - Hamersley	2	2497
Balcatta - Hamersley	3	680
Balcatta - Hamersley	4	370
Balga - Mirrabooka		185
Balga - Mirrabooka	0	551
Balga - Mirrabooka	1	3016
Balga - Mirrabooka	2	2529
Balga - Mirrabooka	3	834
Balga - Mirrabooka	4	383
Innaloo - Doubleview		81
Innaloo - Doubleview	0	472
Innaloo - Doubleview	1	3054
Innaloo - Doubleview	2	3127
Innaloo - Doubleview	3	723
Innaloo - Doubleview	4	277
Karrinyup - Gwelup - Carine		60
Karrinyup - Gwelup - Carine	0	209
Karrinyup - Gwelup - Carine	1	2006
Karrinyup - Gwelup - Carine	2	3750
Karrinyup - Gwelup - Carine	3	1086
Karrinyup - Gwelup - Carine	4	564
Nollamara - Westminster		130
Nollamara - Westminster	0	590
Nollamara - Westminster	1	3644
Nollamara - Westminster	2	2884
Nollamara - Westminster	3	675
Nollamara - Westminster	4	244
Osborne Park Industrial	0	8
Osborne Park Industrial	1	87
Osborne Park Industrial	2	16
Scarborough		100
Scarborough	0	291
Scarborough	1	3325
Scarborough	2	2977
Scarborough	3	653
Scarborough	4	273
Stirling - Osborne Park		51
Stirling - Osborne Park	0	311
Stirling - Osborne Park	1	2041
Stirling - Osborne Park	2	2307
Stirling - Osborne Park	3	683
Stirling - Osborne Park	4	351
Trigg - North Beach - Watermans Bay		32
Trigg - North Beach - Watermans Bay	0	107
Trigg - North Beach - Watermans Bay	1	922
Trigg - North Beach - Watermans Bay	2	1335
Trigg - North Beach - Watermans Bay	3	418
Trigg - North Beach - Watermans Bay	4	245
Tuart Hill - Joondanna		72
Tuart Hill - Joondanna	0	446
Tuart Hill - Joondanna	1	3096
Tuart Hill - Joondanna	2	1925
Tuart Hill - Joondanna	3	350
Tuart Hill - Joondanna	4	158
Wembley Downs - Churchlands - Woodlands		45
Wembley Downs - Churchlands - Woodlands	0	184
Wembley Downs - Churchlands - Woodlands	1	1725
Wembley Downs - Churchlands - Woodlands	2	2380
Wembley Downs - Churchlands - Woodlands	3	699
Wembley Downs - Churchlands - Woodlands	4	334
Yokine - Coolbinia - Menora		86
Yokine - Coolbinia - Menora	0	513
Yokine - Coolbinia - Menora	1	3107
Yokine - Coolbinia - Menora	2	2463
Yokine - Coolbinia - Menora	3	661
Yokine - Coolbinia - Menora	4	338
Dianella - North		52
Dianella - North	0	228
Dianella - North	1	1251
Dianella - North	2	1627
Dianella - North	3	676
Dianella - North	4	448
Dianella - South		62
Dianella - South	0	408
Dianella - South	1	2397
Dianella - South	2	1939
Dianella - South	3	471
Dianella - South	4	272
Alexander Heights - Koondoola		54
Alexander Heights - Koondoola	0	182
Alexander Heights - Koondoola	1	1125
Alexander Heights - Koondoola	2	1545
Alexander Heights - Koondoola	3	631
Alexander Heights - Koondoola	4	415
Butler - Merriwa - Ridgewood		125
Butler - Merriwa - Ridgewood	0	450
Butler - Merriwa - Ridgewood	1	3293
Butler - Merriwa - Ridgewood	2	3037
Butler - Merriwa - Ridgewood	3	950
Butler - Merriwa - Ridgewood	4	462
Carramar		69
Carramar	0	142
Carramar	1	1702
Carramar	2	2726
Carramar	3	947
Carramar	4	494
Clarkson		57
Clarkson	0	208
Clarkson	1	1898
Clarkson	2	2025
Clarkson	3	625
Clarkson	4	230
Girrawheen		71
Girrawheen	0	230
Girrawheen	1	1236
Girrawheen	2	1109
Girrawheen	3	382
Girrawheen	4	236
Marangaroo		42
Marangaroo	0	152
Marangaroo	1	1035
Marangaroo	2	1362
Marangaroo	3	583
Marangaroo	4	366
Mindarie - Quinns Rocks - Jindalee		67
Mindarie - Quinns Rocks - Jindalee	0	138
Mindarie - Quinns Rocks - Jindalee	1	1808
Mindarie - Quinns Rocks - Jindalee	2	3054
Mindarie - Quinns Rocks - Jindalee	3	1241
Mindarie - Quinns Rocks - Jindalee	4	708
Tapping - Ashby - Sinagra		36
Tapping - Ashby - Sinagra	0	128
Tapping - Ashby - Sinagra	1	1305
Tapping - Ashby - Sinagra	2	1916
Tapping - Ashby - Sinagra	3	713
Tapping - Ashby - Sinagra	4	465
Alkimos - Eglinton		44
Alkimos - Eglinton	0	79
Alkimos - Eglinton	1	1781
Alkimos - Eglinton	2	2164
Alkimos - Eglinton	3	498
Alkimos - Eglinton	4	198
Carabooda - Pinjar	0	5
Carabooda - Pinjar	1	37
Carabooda - Pinjar	2	69
Carabooda - Pinjar	3	51
Carabooda - Pinjar	4	65
Two Rocks		23
Two Rocks	0	35
Two Rocks	1	443
Two Rocks	2	539
Two Rocks	3	191
Two Rocks	4	116
Yanchep		42
Yanchep	0	95
Yanchep	1	1362
Yanchep	2	1542
Yanchep	3	457
Yanchep	4	232
Hocking - Pearsall		49
Hocking - Pearsall	0	74
Hocking - Pearsall	1	1282
Hocking - Pearsall	2	2037
Hocking - Pearsall	3	677
Hocking - Pearsall	4	453
Landsdale		26
Landsdale	0	56
Landsdale	1	918
Landsdale	2	2301
Landsdale	3	859
Landsdale	4	491
Madeley - Darch		45
Madeley - Darch	0	81
Madeley - Darch	1	1127
Madeley - Darch	2	2067
Madeley - Darch	3	789
Madeley - Darch	4	424
Wanneroo - Sinagra		79
Wanneroo - Sinagra	0	244
Wanneroo - Sinagra	1	1774
Wanneroo - Sinagra	2	2089
Wanneroo - Sinagra	3	805
Wanneroo - Sinagra	4	443
Armadale - Wungong - Brookdale		162
Armadale - Wungong - Brookdale	0	690
Armadale - Wungong - Brookdale	1	3400
Armadale - Wungong - Brookdale	2	3013
Armadale - Wungong - Brookdale	3	922
Armadale - Wungong - Brookdale	4	471
Camillo - Champion Lakes		31
Camillo - Champion Lakes	0	82
Camillo - Champion Lakes	1	762
Camillo - Champion Lakes	2	798
Camillo - Champion Lakes	3	269
Camillo - Champion Lakes	4	171
Kelmscott		64
Kelmscott	0	267
Kelmscott	1	1494
Kelmscott	2	1419
Kelmscott	3	541
Kelmscott	4	319
Mount Nasura - Mount Richon - Bedfordale		40
Mount Nasura - Mount Richon - Bedfordale	0	67
Mount Nasura - Mount Richon - Bedfordale	1	702
Mount Nasura - Mount Richon - Bedfordale	2	1088
Mount Nasura - Mount Richon - Bedfordale	3	612
Mount Nasura - Mount Richon - Bedfordale	4	456
Roleystone		13
Roleystone	0	32
Roleystone	1	497
Roleystone	2	1071
Roleystone	3	544
Roleystone	4	421
Seville Grove		43
Seville Grove	0	104
Seville Grove	1	989
Seville Grove	2	1597
Seville Grove	3	536
Seville Grove	4	311
Harrisdale		30
Harrisdale	0	34
Harrisdale	1	906
Harrisdale	2	1907
Harrisdale	3	503
Harrisdale	4	211
Piara Waters - Forrestdale		34
Piara Waters - Forrestdale	0	46
Piara Waters - Forrestdale	1	1119
Piara Waters - Forrestdale	2	2762
Piara Waters - Forrestdale	3	711
Piara Waters - Forrestdale	4	281
Belmont - Ascot - Redcliffe		88
Belmont - Ascot - Redcliffe	0	414
Belmont - Ascot - Redcliffe	1	2293
Belmont - Ascot - Redcliffe	2	2155
Belmont - Ascot - Redcliffe	3	657
Belmont - Ascot - Redcliffe	4	276
East Victoria Park - Carlisle		90
East Victoria Park - Carlisle	0	550
East Victoria Park - Carlisle	1	2921
East Victoria Park - Carlisle	2	2554
East Victoria Park - Carlisle	3	635
East Victoria Park - Carlisle	4	261
Victoria Park - Lathlain - Burswood		84
Victoria Park - Lathlain - Burswood	0	575
Victoria Park - Lathlain - Burswood	1	3275
Victoria Park - Lathlain - Burswood	2	2242
Victoria Park - Lathlain - Burswood	3	540
Victoria Park - Lathlain - Burswood	4	209
Cloverdale		96
Cloverdale	0	262
Cloverdale	1	1325
Cloverdale	2	1187
Cloverdale	3	355
Cloverdale	4	183
Kewdale		42
Kewdale	0	191
Kewdale	1	1178
Kewdale	2	1033
Kewdale	3	280
Kewdale	4	139
Rivervale		64
Rivervale	0	426
Rivervale	1	2347
Rivervale	2	1550
Rivervale	3	332
Rivervale	4	148
Bentley - Wilson - St James		135
Bentley - Wilson - St James	0	799
Bentley - Wilson - St James	1	2950
Bentley - Wilson - St James	2	2491
Bentley - Wilson - St James	3	855
Bentley - Wilson - St James	4	473
Canning Vale - West		26
Canning Vale - West	0	33
Canning Vale - West	1	637
Canning Vale - West	2	1462
Canning Vale - West	3	657
Canning Vale - West	4	405
Cannington - Queens Park		145
Cannington - Queens Park	0	460
Cannington - Queens Park	1	2746
Cannington - Queens Park	2	2658
Cannington - Queens Park	3	809
Cannington - Queens Park	4	411
Parkwood - Ferndale - Lynwood		53
Parkwood - Ferndale - Lynwood	0	241
Parkwood - Ferndale - Lynwood	1	1922
Parkwood - Ferndale - Lynwood	2	2211
Parkwood - Ferndale - Lynwood	3	650
Parkwood - Ferndale - Lynwood	4	334
Riverton - Shelley - Rossmoyne		44
Riverton - Shelley - Rossmoyne	0	168
Riverton - Shelley - Rossmoyne	1	1531
Riverton - Shelley - Rossmoyne	2	2212
Riverton - Shelley - Rossmoyne	3	698
Riverton - Shelley - Rossmoyne	4	360
Welshpool	0	3
Willetton		40
Willetton	0	136
Willetton	1	1703
Willetton	2	2848
Willetton	3	971
Willetton	4	457
Beckenham - Kenwick - Langford		142
Beckenham - Kenwick - Langford	0	316
Beckenham - Kenwick - Langford	1	2576
Beckenham - Kenwick - Langford	2	2553
Beckenham - Kenwick - Langford	3	968
Beckenham - Kenwick - Langford	4	561
Canning Vale - East		62
Canning Vale - East	0	116
Canning Vale - East	1	1852
Canning Vale - East	2	3248
Canning Vale - East	3	1268
Canning Vale - East	4	678
Gosnells		131
Gosnells	0	601
Gosnells	1	3113
Gosnells	2	2620
Gosnells	3	913
Gosnells	4	510
Huntingdale - Southern River		78
Huntingdale - Southern River	0	107
Huntingdale - Southern River	1	1675
Huntingdale - Southern River	2	3147
Huntingdale - Southern River	3	1187
Huntingdale - Southern River	4	665
Maddington - Orange Grove - Martin		69
Maddington - Orange Grove - Martin	0	308
Maddington - Orange Grove - Martin	1	1828
Maddington - Orange Grove - Martin	2	1763
Maddington - Orange Grove - Martin	3	705
Maddington - Orange Grove - Martin	4	521
Thornlie		104
Thornlie	0	328
Thornlie	1	2718
Thornlie	2	3336
Thornlie	3	1233
Thornlie	4	687
Forrestfield - Wattle Grove		96
Forrestfield - Wattle Grove	0	226
Forrestfield - Wattle Grove	1	2087
Forrestfield - Wattle Grove	2	2931
Forrestfield - Wattle Grove	3	1035
Forrestfield - Wattle Grove	4	635
High Wycombe		55
High Wycombe	0	124
High Wycombe	1	1472
High Wycombe	2	1789
High Wycombe	3	726
High Wycombe	4	394
Kalamunda - Maida Vale - Gooseberry Hill		50
Kalamunda - Maida Vale - Gooseberry Hill	0	149
Kalamunda - Maida Vale - Gooseberry Hill	1	1515
Kalamunda - Maida Vale - Gooseberry Hill	2	2340
Kalamunda - Maida Vale - Gooseberry Hill	3	962
Kalamunda - Maida Vale - Gooseberry Hill	4	732
Lesmurdie - Bickley - Carmel		35
Lesmurdie - Bickley - Carmel	0	95
Lesmurdie - Bickley - Carmel	1	772
Lesmurdie - Bickley - Carmel	2	1538
Lesmurdie - Bickley - Carmel	3	814
Lesmurdie - Bickley - Carmel	4	671
Byford		75
Byford	0	85
Byford	1	1626
Byford	2	2945
Byford	3	1094
Byford	4	673
Mundijong		25
Mundijong	0	20
Mundijong	1	294
Mundijong	2	812
Mundijong	3	515
Mundijong	4	601
Serpentine - Jarrahdale		38
Serpentine - Jarrahdale	0	15
Serpentine - Jarrahdale	1	274
Serpentine - Jarrahdale	2	531
Serpentine - Jarrahdale	3	305
Serpentine - Jarrahdale	4	295
Como		52
Como	0	388
Como	1	2972
Como	2	2337
Como	3	529
Como	4	185
Manning - Waterford		40
Manning - Waterford	0	196
Manning - Waterford	1	1211
Manning - Waterford	2	1647
Manning - Waterford	3	598
Manning - Waterford	4	271
South Perth - Kensington		78
South Perth - Kensington	0	401
South Perth - Kensington	1	3187
South Perth - Kensington	2	2638
South Perth - Kensington	3	667
South Perth - Kensington	4	289
Banjup		47
Banjup	0	103
Banjup	1	1879
Banjup	2	3379
Banjup	3	1078
Banjup	4	588
Coogee		19
Coogee	0	90
Coogee	1	983
Coogee	2	1521
Coogee	3	592
Coogee	4	336
Coolbellup		52
Coolbellup	0	231
Coolbellup	1	1271
Coolbellup	2	1318
Coolbellup	3	415
Coolbellup	4	195
Hamilton Hill		90
Hamilton Hill	0	380
Hamilton Hill	1	1976
Hamilton Hill	2	1658
Hamilton Hill	3	464
Hamilton Hill	4	239
Henderson	1	5
North Coogee		13
North Coogee	0	29
North Coogee	1	518
North Coogee	2	669
North Coogee	3	173
North Coogee	4	80
South Lake - Cockburn Central		52
South Lake - Cockburn Central	0	245
South Lake - Cockburn Central	1	1679
South Lake - Cockburn Central	2	1699
South Lake - Cockburn Central	3	594
South Lake - Cockburn Central	4	309
Spearwood		65
Spearwood	0	256
Spearwood	1	1766
Spearwood	2	1700
Spearwood	3	511
Spearwood	4	297
Success - Hammond Park		61
Success - Hammond Park	0	174
Success - Hammond Park	1	1891
Success - Hammond Park	2	2768
Success - Hammond Park	3	788
Success - Hammond Park	4	331
Yangebup		25
Yangebup	0	80
Yangebup	1	841
Yangebup	2	1191
Yangebup	3	432
Yangebup	4	222
Beeliar - Wattleup		34
Beeliar - Wattleup	0	90
Beeliar - Wattleup	1	959
Beeliar - Wattleup	2	1590
Beeliar - Wattleup	3	541
Beeliar - Wattleup	4	303
Jandakot		5
Jandakot	0	4
Jandakot	1	162
Jandakot	2	392
Jandakot	3	155
Jandakot	4	130
East Fremantle		19
East Fremantle	0	124
East Fremantle	1	1037
East Fremantle	2	1197
East Fremantle	3	371
East Fremantle	4	168
Fremantle		92
Fremantle	0	703
Fremantle	1	3081
Fremantle	2	2400
Fremantle	3	573
Fremantle	4	241
Fremantle - South		83
Fremantle - South	0	455
Fremantle - South	1	2369
Fremantle - South	2	2301
Fremantle - South	3	588
Fremantle - South	4	316
O'Connor (WA)	1	4
Wellard (West) - Bertram		77
Wellard (West) - Bertram	0	200
Wellard (West) - Bertram	1	1840
Wellard (West) - Bertram	2	2603
Wellard (West) - Bertram	3	755
Wellard (West) - Bertram	4	323
Calista		57
Calista	0	228
Calista	1	1204
Calista	2	930
Calista	3	295
Calista	4	161
Hope Valley - Postans	1	3
Hope Valley - Postans	3	3
Hope Valley - Postans	4	7
Kwinana Industrial	1	3
Kwinana Industrial	2	5
Parmelia - Orelia		80
Parmelia - Orelia	0	294
Parmelia - Orelia	1	1709
Parmelia - Orelia	2	1466
Parmelia - Orelia	3	515
Parmelia - Orelia	4	233
Casuarina - Wandi		22
Casuarina - Wandi	0	43
Casuarina - Wandi	1	638
Casuarina - Wandi	2	1261
Casuarina - Wandi	3	402
Casuarina - Wandi	4	294
Applecross - Ardross		42
Applecross - Ardross	0	143
Applecross - Ardross	1	1505
Applecross - Ardross	2	1881
Applecross - Ardross	3	545
Applecross - Ardross	4	301
Bateman		14
Bateman	0	29
Bateman	1	386
Bateman	2	574
Bateman	3	182
Bateman	4	95
Bicton - Palmyra		71
Bicton - Palmyra	0	359
Bicton - Palmyra	1	2429
Bicton - Palmyra	2	2370
Bicton - Palmyra	3	582
Bicton - Palmyra	4	303
Booragoon		56
Booragoon	0	284
Booragoon	1	2087
Booragoon	2	2366
Booragoon	3	759
Booragoon	4	367
Bull Creek		30
Bull Creek	0	123
Bull Creek	1	992
Bull Creek	2	1225
Bull Creek	3	338
Bull Creek	4	165
Leeming		18
Leeming	0	75
Leeming	1	894
Leeming	2	1861
Leeming	3	632
Leeming	4	341
Melville		51
Melville	0	258
Melville	1	2011
Melville	2	2808
Melville	3	791
Melville	4	488
Murdoch - Kardinya		47
Murdoch - Kardinya	0	181
Murdoch - Kardinya	1	1456
Murdoch - Kardinya	2	1817
Murdoch - Kardinya	3	659
Murdoch - Kardinya	4	354
Willagee		39
Willagee	0	201
Willagee	1	772
Willagee	2	813
Willagee	3	210
Willagee	4	102
Winthrop		9
Winthrop	0	29
Winthrop	1	395
Winthrop	2	948
Winthrop	3	379
Winthrop	4	212
Cooloongup		52
Cooloongup	0	192
Cooloongup	1	1280
Cooloongup	2	1121
Cooloongup	3	443
Cooloongup	4	189
Port Kennedy		73
Port Kennedy	0	114
Port Kennedy	1	1349
Port Kennedy	2	1888
Port Kennedy	3	713
Port Kennedy	4	352
Rockingham		136
Rockingham	0	649
Rockingham	1	3341
Rockingham	2	2089
Rockingham	3	586
Rockingham	4	300
Safety Bay - Shoalwater		68
Safety Bay - Shoalwater	0	254
Safety Bay - Shoalwater	1	1839
Safety Bay - Shoalwater	2	1805
Safety Bay - Shoalwater	3	636
Safety Bay - Shoalwater	4	285
Singleton - Golden Bay - Secret Harbour		69
Singleton - Golden Bay - Secret Harbour	0	102
Singleton - Golden Bay - Secret Harbour	1	1871
Singleton - Golden Bay - Secret Harbour	2	3186
Singleton - Golden Bay - Secret Harbour	3	1253
Singleton - Golden Bay - Secret Harbour	4	680
Waikiki		64
Waikiki	0	184
Waikiki	1	1496
Waikiki	2	1827
Waikiki	3	652
Waikiki	4	327
Warnbro		46
Warnbro	0	196
Warnbro	1	1314
Warnbro	2	1538
Warnbro	3	534
Warnbro	4	285
Baldivis - North		51
Baldivis - North	0	71
Baldivis - North	1	1346
Baldivis - North	2	1736
Baldivis - North	3	499
Baldivis - North	4	253
Baldivis - South		88
Baldivis - South	0	141
Baldivis - South	1	2576
Baldivis - South	2	3804
Baldivis - South	3	1197
Baldivis - South	4	632
Karnup		10
Karnup	0	3
Karnup	1	159
Karnup	2	300
Karnup	3	113
Karnup	4	74
Albany		103
Albany	0	439
Albany	1	2563
Albany	2	2072
Albany	3	653
Albany	4	310
Albany Surrounds		23
Albany Surrounds	0	8
Albany Surrounds	1	233
Albany Surrounds	2	526
Albany Surrounds	3	269
Albany Surrounds	4	225
Bayonet Head - Lower King		19
Bayonet Head - Lower King	0	41
Bayonet Head - Lower King	1	567
Bayonet Head - Lower King	2	802
Bayonet Head - Lower King	3	324
Bayonet Head - Lower King	4	180
Denmark		35
Denmark	0	55
Denmark	1	841
Denmark	2	954
Denmark	3	334
Denmark	4	147
Gnowangerup		20
Gnowangerup	0	12
Gnowangerup	1	230
Gnowangerup	2	372
Gnowangerup	3	198
Gnowangerup	4	195
Katanning		40
Katanning	0	104
Katanning	1	501
Katanning	2	549
Katanning	3	235
Katanning	4	184
Kojonup		35
Kojonup	0	53
Kojonup	1	394
Kojonup	2	486
Kojonup	3	295
Kojonup	4	250
Little Grove - Elleker		16
Little Grove - Elleker	0	17
Little Grove - Elleker	1	314
Little Grove - Elleker	2	531
Little Grove - Elleker	3	235
Little Grove - Elleker	4	172
McKail - Willyung		63
McKail - Willyung	0	162
McKail - Willyung	1	1183
McKail - Willyung	2	1605
McKail - Willyung	3	629
McKail - Willyung	4	430
Plantagenet		40
Plantagenet	0	44
Plantagenet	1	549
Plantagenet	2	743
Plantagenet	3	362
Plantagenet	4	266
Chittering		18
Chittering	0	18
Chittering	1	307
Chittering	2	721
Chittering	3	461
Chittering	4	403
Cunderdin		32
Cunderdin	0	58
Cunderdin	1	383
Cunderdin	2	460
Cunderdin	3	223
Cunderdin	4	184
Dowerin		27
Dowerin	0	42
Dowerin	1	487
Dowerin	2	558
Dowerin	3	264
Dowerin	4	180
Gingin - Dandaragan		68
Gingin - Dandaragan	0	56
Gingin - Dandaragan	1	904
Gingin - Dandaragan	2	1252
Gingin - Dandaragan	3	582
Gingin - Dandaragan	4	412
Merredin		40
Merredin	0	85
Merredin	1	540
Merredin	2	633
Merredin	3	270
Merredin	4	182
Moora		46
Moora	0	55
Moora	1	434
Moora	2	549
Moora	3	250
Moora	4	212
Mukinbudin		24
Mukinbudin	0	39
Mukinbudin	1	319
Mukinbudin	2	370
Mukinbudin	3	172
Mukinbudin	4	158
Northam		88
Northam	0	198
Northam	1	1265
Northam	2	1430
Northam	3	643
Northam	4	444
Toodyay		68
Toodyay	0	30
Toodyay	1	415
Toodyay	2	644
Toodyay	3	310
Toodyay	4	277
York - Beverley		38
York - Beverley	0	64
York - Beverley	1	642
York - Beverley	2	745
York - Beverley	3	364
York - Beverley	4	245
Brookton		26
Brookton	0	49
Brookton	1	372
Brookton	2	467
Brookton	3	228
Brookton	4	197
Kulin		34
Kulin	0	32
Kulin	1	357
Kulin	2	581
Kulin	3	216
Kulin	4	272
Murray		15
Murray	0	21
Murray	1	230
Murray	2	303
Murray	3	169
Murray	4	97
Narrogin		42
Narrogin	0	111
Narrogin	1	623
Narrogin	2	535
Narrogin	3	230
Narrogin	4	135
Wagin		38
Wagin	0	58
Wagin	1	480
Wagin	2	658
Wagin	3	327
Wagin	4	291
Broome		150
Broome	0	334
Broome	1	1409
Broome	2	1628
Broome	3	660
Broome	4	354
Derby - West Kimberley		84
Derby - West Kimberley	0	556
Derby - West Kimberley	1	624
Derby - West Kimberley	2	360
Derby - West Kimberley	3	134
Derby - West Kimberley	4	82
Halls Creek		66
Halls Creek	0	404
Halls Creek	1	284
Halls Creek	2	108
Halls Creek	3	33
Halls Creek	4	23
Kununurra		116
Kununurra	0	319
Kununurra	1	706
Kununurra	2	624
Kununurra	3	223
Kununurra	4	139
Roebuck		29
Roebuck	0	151
Roebuck	1	254
Roebuck	2	122
Roebuck	3	57
Roebuck	4	27
East Pilbara		16
East Pilbara	0	124
East Pilbara	1	165
East Pilbara	2	70
East Pilbara	3	32
East Pilbara	4	30
Newman		31
Newman	0	47
Newman	1	423
Newman	2	528
Newman	3	179
Newman	4	90
Port Hedland		24
Port Hedland	0	39
Port Hedland	1	403
Port Hedland	2	607
Port Hedland	3	214
Port Hedland	4	105
South Hedland		83
South Hedland	0	208
South Hedland	1	1005
South Hedland	2	1367
South Hedland	3	505
South Hedland	4	206
Ashburton (WA)		33
Ashburton (WA)	0	60
Ashburton (WA)	1	614
Ashburton (WA)	2	560
Ashburton (WA)	3	211
Ashburton (WA)	4	104
Karratha		100
Karratha	0	132
Karratha	1	1278
Karratha	2	2231
Karratha	3	886
Karratha	4	436
Roebourne		24
Roebourne	0	80
Roebourne	1	287
Roebourne	2	538
Roebourne	3	203
Roebourne	4	116
Esperance		67
Esperance	0	214
Esperance	1	1407
Esperance	2	1683
Esperance	3	624
Esperance	4	388
Esperance Surrounds		28
Esperance Surrounds	0	40
Esperance Surrounds	1	408
Esperance Surrounds	2	501
Esperance Surrounds	3	206
Esperance Surrounds	4	214
Carnarvon		35
Carnarvon	0	150
Carnarvon	1	596
Carnarvon	2	579
Carnarvon	3	193
Carnarvon	4	113
Exmouth		53
Exmouth	0	48
Exmouth	1	561
Exmouth	2	569
Exmouth	3	202
Exmouth	4	189
Boulder		55
Boulder	0	124
Boulder	1	751
Boulder	2	842
Boulder	3	356
Boulder	4	212
Kalgoorlie		100
Kalgoorlie	0	235
Kalgoorlie	1	1411
Kalgoorlie	2	1702
Kalgoorlie	3	700
Kalgoorlie	4	393
Kalgoorlie - North		61
Kalgoorlie - North	0	115
Kalgoorlie - North	1	892
Kalgoorlie - North	2	1317
Kalgoorlie - North	3	462
Kalgoorlie - North	4	265
Kambalda - Coolgardie - Norseman		54
Kambalda - Coolgardie - Norseman	0	80
Kambalda - Coolgardie - Norseman	1	481
Kambalda - Coolgardie - Norseman	2	458
Kambalda - Coolgardie - Norseman	3	206
Kambalda - Coolgardie - Norseman	4	122
Leinster - Leonora		65
Leinster - Leonora	0	280
Leinster - Leonora	1	305
Leinster - Leonora	2	172
Leinster - Leonora	3	62
Leinster - Leonora	4	18
Geraldton		108
Geraldton	0	448
Geraldton	1	2095
Geraldton	2	1555
Geraldton	3	481
Geraldton	4	201
Geraldton - East		40
Geraldton - East	0	103
Geraldton - East	1	702
Geraldton - East	2	924
Geraldton - East	3	404
Geraldton - East	4	347
Geraldton - North		38
Geraldton - North	0	40
Geraldton - North	1	766
Geraldton - North	2	1286
Geraldton - North	3	478
Geraldton - North	4	293
Geraldton - South		40
Geraldton - South	0	82
Geraldton - South	1	1200
Geraldton - South	2	1623
Geraldton - South	3	582
Geraldton - South	4	185
Irwin		35
Irwin	0	50
Irwin	1	496
Irwin	2	517
Irwin	3	214
Irwin	4	119
Meekatharra		57
Meekatharra	0	78
Meekatharra	1	244
Meekatharra	2	186
Meekatharra	3	59
Meekatharra	4	62
Morawa		35
Morawa	0	39
Morawa	1	388
Morawa	2	479
Morawa	3	216
Morawa	4	171
Northampton - Mullewa - Greenough		60
Northampton - Mullewa - Greenough	0	45
Northampton - Mullewa - Greenough	1	552
Northampton - Mullewa - Greenough	2	733
Northampton - Mullewa - Greenough	3	356
Northampton - Mullewa - Greenough	4	268
Bridgewater - Gagebrook		89
Bridgewater - Gagebrook	0	384
Bridgewater - Gagebrook	1	1075
Bridgewater - Gagebrook	2	786
Bridgewater - Gagebrook	3	355
Bridgewater - Gagebrook	4	212
Brighton - Pontville		26
Brighton - Pontville	0	46
Brighton - Pontville	1	635
Brighton - Pontville	2	851
Brighton - Pontville	3	421
Brighton - Pontville	4	377
Old Beach - Otago		12
Old Beach - Otago	0	16
Old Beach - Otago	1	472
Old Beach - Otago	2	741
Old Beach - Otago	3	351
Old Beach - Otago	4	252
Bellerive - Rosny		26
Bellerive - Rosny	0	226
Bellerive - Rosny	1	1159
Bellerive - Rosny	2	922
Bellerive - Rosny	3	275
Bellerive - Rosny	4	165
Cambridge		29
Cambridge	0	51
Cambridge	1	578
Cambridge	2	1253
Cambridge	3	626
Cambridge	4	486
Geilston Bay - Risdon		6
Geilston Bay - Risdon	0	51
Geilston Bay - Risdon	1	475
Geilston Bay - Risdon	2	543
Geilston Bay - Risdon	3	199
Geilston Bay - Risdon	4	125
Howrah - Tranmere		35
Howrah - Tranmere	0	182
Howrah - Tranmere	1	1515
Howrah - Tranmere	2	1898
Howrah - Tranmere	3	636
Howrah - Tranmere	4	327
Lindisfarne - Rose Bay		35
Lindisfarne - Rose Bay	0	174
Lindisfarne - Rose Bay	1	1192
Lindisfarne - Rose Bay	2	1180
Lindisfarne - Rose Bay	3	330
Lindisfarne - Rose Bay	4	185
Mornington - Warrane		46
