SA2_NAME16	PrivateDwelling	persons
Woodridge	1	11413
Bowen	0	2372
Bowen	1	8572
Broadsound - Nebo	0	8517
Broadsound - Nebo	1	5813
Clermont	0	1982
Clermont	1	3144
Collinsville	0	1956
Collinsville	1	3116
Moranbah	0	5955
Moranbah	1	7345
Andergrove - Beaconsfield	0	1039
Andergrove - Beaconsfield	1	14326
East Mackay	0	528
East Mackay	1	3265
Eimeo - Rural View	0	955
Eimeo - Rural View	1	11987
Eungella Hinterland	0	3
Eungella Hinterland	1	9
Mackay	0	1258
Mackay	1	3058
Mackay Harbour	0	200
Mackay Harbour	1	522
Mount Pleasant - Glenella	0	532
Mount Pleasant - Glenella	1	10624
North Mackay	0	585
North Mackay	1	5693
Ooralea - Bakers Creek	0	675
Ooralea - Bakers Creek	1	5209
Pioneer Valley	0	1030
Pioneer Valley	1	7658
Sarina	0	1284
Sarina	1	10440
Seaforth - Calen	0	1087
Seaforth - Calen	1	7132
Shoal Point - Bucasia	0	359
Shoal Point - Bucasia	1	5502
Slade Point	0	229
Slade Point	1	3175
South Mackay	0	386
South Mackay	1	6374
Walkerston - Eton	0	606
Walkerston - Eton	1	7553
West Mackay	0	1415
West Mackay	1	5486
Airlie - Whitsundays	0	6737
Airlie - Whitsundays	1	10818
Proserpine	0	1333
Proserpine	1	7852
Beachmere - Sandstone Point	0	821
Beachmere - Sandstone Point	1	15457
Bribie Island	0	1112
Bribie Island	1	19225
Burpengary - East	0	261
Burpengary - East	1	6260
Caboolture - South	0	1545
Caboolture - South	1	21894
Elimbah	0	130
Elimbah	1	4065
Morayfield - East	0	488
Morayfield - East	1	10545
Wamuran	0	296
Wamuran	1	3870
Caboolture - East	0	1623
Caboolture - East	1	16126
Caboolture - West	0	937
Caboolture - West	1	11108
Kilcoy	0	767
Kilcoy	1	5131
Woodford - D'Aguilar	0	1894
Woodford - D'Aguilar	1	7081
Burpengary	0	721
Burpengary	1	15519
Deception Bay	0	1261
Deception Bay	1	21118
Morayfield	0	200
Morayfield	1	5574
Narangba	0	654
Narangba	1	19976
Upper Caboolture	0	93
Upper Caboolture	1	3092
Clontarf	0	487
Clontarf	1	7763
Margate - Woody Point	0	717
Margate - Woody Point	1	11089
Redcliffe	0	810
Redcliffe	1	9663
Rothwell - Kippa-Ring	0	1209
Rothwell - Kippa-Ring	1	16141
Moreton Island	0	445
Moreton Island	1	140
Scarborough - Newport	0	577
Scarborough - Newport	1	14488
Albany Creek	0	212
Albany Creek	1	15960
Cashmere	0	246
Cashmere	1	19097
Dayboro	0	471
Dayboro	1	8674
Eatons Hill	0	64
Eatons Hill	1	7647
The Hills District	0	434
The Hills District	1	23445
Samford Valley	0	296
Samford Valley	1	11944
Murrumba Downs - Griffin	0	614
Murrumba Downs - Griffin	1	22223
Dakabin	0	291
Dakabin	1	4938
Kallangur	0	1049
Kallangur	1	20493
Mango Hill	0	410
Mango Hill	1	14350
North Lakes	0	766
North Lakes	1	21998
Bray Park	0	392
Bray Park	1	9782
Lawnton	0	359
Lawnton	1	6682
Petrie	0	218
Petrie	1	8408
Strathpine - Brendale	0	619
Strathpine - Brendale	1	12993
Aurukun	0	66
Aurukun	1	1018
Cape York	0	4077
Cape York	1	6496
Croydon - Etheridge	0	1149
Croydon - Etheridge	1	806
Kowanyama - Pormpuraaw	0	292
Kowanyama - Pormpuraaw	1	1484
Northern Peninsula	0	693
Northern Peninsula	1	2501
Tablelands	0	2162
Tablelands	1	4349
Torres	0	729
Torres	1	3000
Torres Strait Islands	0	233
Torres Strait Islands	1	3695
Weipa	0	1056
Weipa	1	3487
Carpentaria	0	2921
Carpentaria	1	4221
Mount Isa	0	3564
Mount Isa	1	16549
Mount Isa Surrounds	0	3745
Mount Isa Surrounds	1	2874
Northern Highlands	0	2119
Northern Highlands	1	2450
Barcaldine - Blackall	0	1486
Barcaldine - Blackall	1	4117
Charleville	0	953
Charleville	1	3381
Far Central West	0	1569
Far Central West	1	1682
Far South West	0	981
Far South West	1	2455
Longreach	0	1241
Longreach	1	3043
Buderim - North	0	699
Buderim - North	1	16900
Buderim - South	0	811
Buderim - South	1	16496
Mountain Creek	0	336
Mountain Creek	1	11372
Sippy Downs	0	1362
Sippy Downs	1	10000
Aroona - Currimundi	0	380
Aroona - Currimundi	1	9545
Buddina - Minyama	0	509
Buddina - Minyama	1	6360
Caloundra - Kings Beach	0	1592
Caloundra - Kings Beach	1	6127
Golden Beach - Pelican Waters	0	804
Golden Beach - Pelican Waters	1	12246
Moffat Beach - Battery Hill	0	803
Moffat Beach - Battery Hill	1	7405
Parrearra - Warana	0	618
Parrearra - Warana	1	9595
Wurtulla - Birtinya	0	962
Wurtulla - Birtinya	1	9921
Caloundra West - Baringa	0	393
Caloundra West - Baringa	1	15058
Meridan Plains - Little Mountain (North)	0	826
Meridan Plains - Little Mountain (North)	1	13300
Coolum Beach	0	1557
Coolum Beach	1	14690
Marcoola - Mudjimba	0	1590
Marcoola - Mudjimba	1	10815
Maroochydore - Kuluin	0	3927
Maroochydore - Kuluin	1	20800
Mooloolaba - Alexandra Headland	0	2029
Mooloolaba - Alexandra Headland	1	11255
Noosa Heads	0	1766
Noosa Heads	1	4489
Noosaville	0	1583
Noosaville	1	8561
Sunshine Beach	0	705
Sunshine Beach	1	6389
Tewantin	0	884
Tewantin	1	9660
Peregian Beach - Marcus Beach	0	296
Peregian Beach - Marcus Beach	1	3847
Peregian Springs	0	481
Peregian Springs	1	10099
Beerwah	0	520
Beerwah	1	8590
Caloundra Hinterland	0	905
Caloundra Hinterland	1	8311
Glass House Mountains	0	288
Glass House Mountains	1	6106
Landsborough	0	663
Landsborough	1	14697
Maroochy Hinterland	0	477
Maroochy Hinterland	1	6272
Palmwoods	0	715
Palmwoods	1	10816
Bli Bli	0	387
Bli Bli	1	10128
Diddillibah - Rosemount	0	255
Diddillibah - Rosemount	1	4214
Eumundi - Yandina	0	608
Eumundi - Yandina	1	11544
Nambour	0	1497
Nambour	1	20991
Noosa Hinterland	0	1522
Noosa Hinterland	1	22473
Cambooya - Wyreema	0	272
Cambooya - Wyreema	1	7471
Darling Heights	0	1450
Darling Heights	1	13075
Drayton - Harristown	0	699
Drayton - Harristown	1	9974
Gatton	0	759
Gatton	1	7133
Gowrie (Qld)	0	184
Gowrie (Qld)	1	6747
Highfields	0	517
Highfields	1	13756
Lockyer Valley - West	0	695
Lockyer Valley - West	1	11025
Middle Ridge	0	372
Middle Ridge	1	7116
Newtown (Qld)	0	679
Newtown (Qld)	1	9224
North Toowoomba - Harlaxton	0	704
North Toowoomba - Harlaxton	1	5728
Rangeville	0	365
Rangeville	1	8083
Toowoomba - Central	0	2157
Toowoomba - Central	1	12681
Toowoomba - East	0	1458
Toowoomba - East	1	9400
Toowoomba - West	0	884
Toowoomba - West	1	14792
Wilsonton	0	915
Wilsonton	1	13177
Ayr	0	1141
Ayr	1	7841
Burdekin	0	1073
Burdekin	1	6879
Charters Towers	0	2258
Charters Towers	1	6373
Dalrymple	0	1379
Dalrymple	1	3154
Ingham	0	669
Ingham	1	3957
Ingham Surrounds	0	1110
Ingham Surrounds	1	5842
Palm Island	0	170
Palm Island	1	1895
Aitkenvale	0	416
Aitkenvale	1	4452
Annandale (Qld)	0	2051
Annandale (Qld)	1	7927
Belgian Gardens - Pallarenda	0	562
Belgian Gardens - Pallarenda	1	2900
Bohle Plains	0	200
Bohle Plains	1	8163
Condon - Rasmussen	0	848
Condon - Rasmussen	1	9853
Cranbrook	0	246
Cranbrook	1	5486
Douglas	0	1811
Douglas	1	6487
Garbutt - West End	0	608
Garbutt - West End	1	5567
Gulliver - Currajong - Vincent	0	872
Gulliver - Currajong - Vincent	1	6758
Heatley	0	250
Heatley	1	3623
Hermit Park - Rosslea	0	558
Hermit Park - Rosslea	1	4814
Hyde Park - Pimlico	0	459
Hyde Park - Pimlico	1	4292
Kelso	0	703
Kelso	1	9757
Kirwan - East	0	630
Kirwan - East	1	6914
Kirwan - West	0	610
Kirwan - West	1	14047
Magnetic Island	0	1085
Magnetic Island	1	2106
Mount Louisa	0	648
Mount Louisa	1	9454
Mundingburra	0	503
Mundingburra	1	3073
Northern Beaches	0	1095
Northern Beaches	1	5950
Oonoonba	0	421
Oonoonba	1	6545
South Townsville - Railway Estate	0	1023
South Townsville - Railway Estate	1	4602
Townsville - South	0	545
Townsville - South	1	4236
Townsville City - North Ward	0	2376
Townsville City - North Ward	1	7658
Wulguru - Roseneath	0	1559
Wulguru - Roseneath	1	4625
Burdell - Mount Low	0	854
Burdell - Mount Low	1	18018
Deeragun - Jensen	0	399
Deeragun - Jensen	1	5655
Ashfield - Kepnock	0	460
Ashfield - Kepnock	1	5154
Bargara - Burnett Heads	0	1993
Bargara - Burnett Heads	1	17603
Branyan - Kensington	0	214
Branyan - Kensington	1	5112
Bundaberg	0	1251
Bundaberg	1	5474
Bundaberg East - Kalkie	0	351
Bundaberg East - Kalkie	1	5428
Bundaberg North - Gooburrum	0	518
Bundaberg North - Gooburrum	1	6929
Bundaberg Surrounds - North	0	933
Bundaberg Surrounds - North	1	8381
Bundaberg Surrounds - South	0	1653
Bundaberg Surrounds - South	1	9567
Millbank - Avoca	0	495
Millbank - Avoca	1	6890
Svensson Heights - Norville	0	361
Svensson Heights - Norville	1	5357
Walkervale - Avenell Heights	0	750
Walkervale - Avenell Heights	1	10210
Gayndah - Mundubbera	0	1030
Gayndah - Mundubbera	1	5554
Gin Gin	0	695
Gin Gin	1	4757
Kingaroy	0	1005
Kingaroy	1	9608
Kingaroy Surrounds - North	0	1161
Kingaroy Surrounds - North	1	8330
Kingaroy Surrounds - South	0	328
Kingaroy Surrounds - South	1	3774
Monto - Eidsvold	0	571
Monto - Eidsvold	1	3218
Nanango	0	1132
Nanango	1	8790
North Burnett	0	6
North Burnett	1	11
Cooloola	0	1169
Cooloola	1	5863
Gympie - North	0	1209
Gympie - North	1	13718
Gympie - South	0	337
Gympie - South	1	7081
Gympie Surrounds	0	1424
Gympie Surrounds	1	18713
Kilkivan	0	440
Kilkivan	1	3390
Booral - River Heads	0	140
Booral - River Heads	1	5391
Craignish - Dundowran Beach	0	113
Craignish - Dundowran Beach	1	5293
Pialba - Eli Waters	0	1345
Pialba - Eli Waters	1	14703
Point Vernon	0	454
Point Vernon	1	5263
Torquay - Scarness - Kawungan	0	2494
Torquay - Scarness - Kawungan	1	14355
Urangan - Wondunna	0	1869
Urangan - Wondunna	1	13663
Burrum - Fraser	0	1384
Burrum - Fraser	1	9773
Granville	0	188
Granville	1	2796
Maryborough (Qld)	0	2235
Maryborough (Qld)	1	16393
Maryborough Surrounds - South	0	878
Maryborough Surrounds - South	1	8520
Tinana	0	313
Tinana	1	5418
Migratory - Offshore - Shipping (Qld)	0	354
Adelaide	0	7001
Adelaide	1	14573
North Adelaide	0	2019
North Adelaide	1	5389
Adelaide Hills	0	319
Adelaide Hills	1	6551
Aldgate - Stirling	0	545
Aldgate - Stirling	1	17221
Hahndorf - Echunga	0	420
Hahndorf - Echunga	1	4265
Lobethal - Woodside	0	589
Lobethal - Woodside	1	8585
Mount Barker	0	793
Mount Barker	1	20923
Mount Barker Surrounds	0	293
Mount Barker Surrounds	1	6325
Nairne	0	189
Nairne	1	5034
Uraidla - Summertown	0	319
Uraidla - Summertown	1	5571
Burnside - Wattle Park	0	488
Burnside - Wattle Park	1	18322
Beaumont - Glen Osmond	0	448
Beaumont - Glen Osmond	1	9803
Toorak Gardens	0	835
Toorak Gardens	1	15747
Athelstone	0	112
Athelstone	1	9421
Paradise - Newton	0	987
Paradise - Newton	1	20453
Rostrevor - Magill	0	639
Rostrevor - Magill	1	23062
Norwood (SA)	0	864
Norwood (SA)	1	9973
Payneham - Felixstow	0	550
Payneham - Felixstow	1	12429
St Peters - Marden	0	609
St Peters - Marden	1	12752
Nailsworth - Broadview	0	109
Nailsworth - Broadview	1	6281
Prospect	0	545
Prospect	1	15077
Walkerville	0	613
Walkerville	1	7473
Goodwood - Millswood	0	663
Goodwood - Millswood	1	16708
Unley - Parkside	0	1413
Unley - Parkside	1	19400
Gawler - North	0	237
Gawler - North	1	9151
Gawler - South	0	1167
Gawler - South	1	20286
Lewiston - Two Wells	0	217
Lewiston - Two Wells	1	6192
Craigmore - Blakeview	0	699
Craigmore - Blakeview	1	19010
Davoren Park	0	1076
Davoren Park	1	17120
Elizabeth	0	1229
Elizabeth	1	9935
Elizabeth East	0	861
Elizabeth East	1	13113
Munno Para West - Angle Vale	0	452
Munno Para West - Angle Vale	1	15602
One Tree Hill	0	66
One Tree Hill	1	2352
Smithfield - Elizabeth North	0	937
Smithfield - Elizabeth North	1	11413
Virginia - Waterloo Corner	0	322
Virginia - Waterloo Corner	1	5276
Enfield - Blair Athol	0	1195
Enfield - Blair Athol	1	24358
Windsor Gardens	0	753
Windsor Gardens	1	21622
Northgate - Northfield	0	1584
Northgate - Northfield	1	16488
Valley View - Gilles Plains	0	436
Valley View - Gilles Plains	1	10017
Ingle Farm	0	746
Ingle Farm	1	14776
Para Hills	0	389
Para Hills	1	14544
Parafield	0	48
Parafield Gardens	0	618
Parafield Gardens	1	17734
Paralowie	0	560
Paralowie	1	17073
Salisbury	0	1116
Salisbury	1	17372
Salisbury East	0	642
Salisbury East	1	17647
Salisbury North	0	1256
Salisbury North	1	17023
Mawson Lakes - Globe Derby Park	0	413
Mawson Lakes - Globe Derby Park	1	13327
Pooraka - Cavan	0	321
Pooraka - Cavan	1	7781
Golden Grove	0	318
Golden Grove	1	9946
Greenwith	0	97
Greenwith	1	8803
Highbury - Dernancourt	0	192
Highbury - Dernancourt	1	10694
Hope Valley - Modbury	0	1162
Hope Valley - Modbury	1	16184
Modbury Heights	0	315
Modbury Heights	1	18676
Redwood Park	0	222
Redwood Park	1	15804
St Agnes - Ridgehaven	0	513
St Agnes - Ridgehaven	1	12452
Brighton (SA)	0	909
Brighton (SA)	1	14053
Glenelg (SA)	0	1459
Glenelg (SA)	1	18931
Edwardstown	0	349
Edwardstown	1	14000
Hallett Cove	0	139
Hallett Cove	1	12182
Marino - Seaview Downs	0	166
Marino - Seaview Downs	1	9305
Mitchell Park	0	973
Mitchell Park	1	15519
Morphettville	0	815
Morphettville	1	15550
Sheidow Park - Trott Park	0	220
Sheidow Park - Trott Park	1	9796
Warradale	0	635
Warradale	1	15374
Belair	0	211
Belair	1	4578
Bellevue Heights	0	1519
Bellevue Heights	1	6670
Blackwood	0	121
Blackwood	1	12517
Colonel Light Gardens	0	690
Colonel Light Gardens	1	15027
Mitcham (SA)	0	629
Mitcham (SA)	1	15637
Panorama	0	214
Panorama	1	8110
Aberfoyle Park	0	401
Aberfoyle Park	1	11309
Aldinga	0	771
Aldinga	1	14802
Christie Downs	0	802
Christie Downs	1	8614
Christies Beach	0	610
Christies Beach	1	10319
Clarendon	0	99
Clarendon	1	2599
Coromandel Valley	0	36
Coromandel Valley	1	4289
Flagstaff Hill	0	253
Flagstaff Hill	1	10361
Hackham - Onkaparinga Hills	0	357
Hackham - Onkaparinga Hills	1	6406
Hackham West - Huntfield Heights	0	500
Hackham West - Huntfield Heights	1	7220
Happy Valley	0	269
Happy Valley	1	13254
Lonsdale	0	8
Lonsdale	1	19
McLaren Vale	0	387
McLaren Vale	1	6897
Morphett Vale - East	0	685
Morphett Vale - East	1	12972
Morphett Vale - West	0	392
Morphett Vale - West	1	9600
Reynella	0	343
Reynella	1	9797
Willunga	0	122
Willunga	1	3366
Woodcroft	0	265
Woodcroft	1	11128
Seaford - Seaford Meadows	0	473
Seaford - Seaford Meadows	1	13440
Seaford Rise - Moana	0	311
Seaford Rise - Moana	1	10124
Beverley	0	535
Beverley	1	8490
Flinders Park	0	462
Flinders Park	1	15696
Henley Beach	0	322
Henley Beach	1	15019
Hindmarsh - Brompton	0	947
Hindmarsh - Brompton	1	17885
Royal Park - Hendon - Albert Park	0	229
Royal Park - Hendon - Albert Park	1	6200
Seaton - Grange	0	817
Seaton - Grange	1	16418
West Lakes	0	830
West Lakes	1	14199
Woodville - Cheltenham	0	865
Woodville - Cheltenham	1	18283
Largs Bay - Semaphore	0	765
Largs Bay - Semaphore	1	13792
North Haven	0	513
North Haven	1	14033
Port Adelaide	0	619
Port Adelaide	1	10954
The Parks	0	1034
The Parks	1	18573
Torrens Island	1	4
Adelaide Airport	0	44
Fulham	0	132
Fulham	1	2724
Lockleys	0	439
Lockleys	1	12898
Plympton	0	1469
Plympton	1	24844
Richmond (SA)	0	663
Richmond (SA)	1	16174
West Beach	0	321
West Beach	1	4865
Barossa - Angaston	0	363
Barossa - Angaston	1	5994
Light	0	714
Light	1	8961
Lyndoch	0	221
Lyndoch	1	6188
Mallala	0	295
Mallala	1	2929
Nuriootpa	0	326
Nuriootpa	1	6741
Tanunda	0	356
Tanunda	1	4306
Clare	0	442
Clare	1	3739
Gilbert Valley	0	393
Gilbert Valley	1	4560
Goyder	0	450
Goyder	1	3621
Wakefield - Barunga West	0	781
Wakefield - Barunga West	1	8670
Jamestown	0	376
Jamestown	1	4153
Peterborough - Mount Remarkable	0	1088
Peterborough - Mount Remarkable	1	4599
Port Pirie	0	1127
Port Pirie	1	12812
Port Pirie Surrounds	0	246
Port Pirie Surrounds	1	3070
Kadina	0	318
Kadina	1	4990
Moonta	0	518
Moonta	1	4628
Wallaroo	0	514
Wallaroo	1	3905
Yorke Peninsula - North	0	880
Yorke Peninsula - North	1	6630
Yorke Peninsula - South	0	584
Yorke Peninsula - South	1	3586
Ceduna	0	499
Ceduna	1	2428
Eyre Peninsula	0	714
Eyre Peninsula	1	6172
Kimba - Cleve - Franklin Harbour	0	625
Kimba - Cleve - Franklin Harbour	1	3585
Le Hunte - Elliston	0	484
Le Hunte - Elliston	1	1822
Port Lincoln	0	1643
Port Lincoln	1	14432
West Coast (SA)	0	738
West Coast (SA)	1	3171
Western	0	191
Western	1	85
Whyalla	0	1947
Whyalla	1	19452
APY Lands	0	174
APY Lands	1	2246
Coober Pedy	0	904
Coober Pedy	1	1241
Quorn - Lake Gilles	0	580
Quorn - Lake Gilles	1	1824
Outback	0	3534
Outback	1	1368
Port Augusta	0	2474
Port Augusta	1	11502
Roxby Downs	0	3490
Roxby Downs	1	3252
Goolwa - Port Elliot	0	936
Goolwa - Port Elliot	1	11285
Kangaroo Island	0	850
Kangaroo Island	1	4184
Strathalbyn	0	459
Strathalbyn	1	7286
Strathalbyn Surrounds	0	489
Strathalbyn Surrounds	1	7331
Victor Harbor	0	1036
Victor Harbor	1	14572
Yankalilla	0	555
Yankalilla	1	5899
Grant	0	1150
Grant	1	4834
Kingston - Robe	0	450
Kingston - Robe	1	3425
Millicent	0	386
Millicent	1	4739
Naracoorte	0	550
Naracoorte	1	5688
Naracoorte Surrounds	0	193
Naracoorte Surrounds	1	2125
Penola	0	254
Penola	1	2760
Tatiara	0	772
Tatiara	1	6090
Wattle Range	0	289
Wattle Range	1	3063
Mount Gambier - East	0	1076
Mount Gambier - East	1	13609
Mount Gambier - West	0	1042
Mount Gambier - West	1	13450
Barmera	0	444
Barmera	1	5948
Berri	0	443
Berri	1	3780
Karoonda - Lameroo	0	348
Karoonda - Lameroo	1	2544
Loxton	0	496
Loxton	1	5057
Loxton Surrounds	0	149
Loxton Surrounds	1	1560
Mannum	0	738
Mannum	1	5843
Murray Bridge	0	1624
Murray Bridge	1	16455
Murray Bridge Surrounds	0	218
Murray Bridge Surrounds	1	3429
Renmark	0	580
Renmark	1	4294
Renmark Surrounds	0	467
Renmark Surrounds	1	4613
The Coorong	0	610
The Coorong	1	4807
Waikerie	0	960
Waikerie	1	5767
Migratory - Offshore - Shipping (SA)	0	34
Augusta	0	857
Augusta	1	5550
Busselton Surrounds	0	1772
Busselton Surrounds	1	10158
Margaret River	0	1304
Margaret River	1	8706
Busselton - East	0	621
Busselton - East	1	8419
Busselton - West	0	1724
Busselton - West	1	17268
Australind - Leschenault	0	596
Australind - Leschenault	1	17772
Capel	0	311
Capel	1	4886
College Grove - Carey Park	0	1230
College Grove - Carey Park	1	5749
Collie	0	752
Collie	1	7831
Dardanup	0	198
Dardanup	1	2971
Davenport	1	11
Eaton - Pelican Point	0	590
Eaton - Pelican Point	1	11204
Harvey	0	774
Harvey	1	8411
East Bunbury - Glen Iris	0	247
East Bunbury - Glen Iris	1	6672
Waroona	0	383
Waroona	1	3714
Dalyellup	0	268
Dalyellup	1	9190
Gelorup - Stratham	0	119
Gelorup - Stratham	1	2765
South Bunbury - Bunbury	0	1351
South Bunbury - Bunbury	1	11262
Withers - Usher	0	343
Withers - Usher	1	4678
Bridgetown - Boyup Brook	0	809
Bridgetown - Boyup Brook	1	6150
Donnybrook - Balingup	0	470
Donnybrook - Balingup	1	5458
Manjimup	0	399
Manjimup	1	4883
Pemberton	0	1029
Pemberton	1	4292
Dawesville - Bouvard	0	219
Dawesville - Bouvard	1	7686
Falcon - Wannanup	0	291
Falcon - Wannanup	1	8760
Greenfields	0	589
Greenfields	1	9030
Halls Head - Erskine	0	570
Halls Head - Erskine	1	18038
Mandurah	0	1175
Mandurah	1	8802
Mandurah - East	0	346
Mandurah - East	1	5812
Mandurah - North	0	726
Mandurah - North	1	19601
Mandurah - South	0	711
Mandurah - South	1	10100
Pinjarra	0	649
Pinjarra	1	9214
City Beach	0	176
City Beach	1	6441
Claremont (WA)	0	826
Claremont (WA)	1	8158
Cottesloe	0	335
Cottesloe	1	7081
Floreat	0	107
Floreat	1	8310
Mosman Park - Peppermint Grove	0	800
Mosman Park - Peppermint Grove	1	9669
Nedlands - Dalkeith - Crawley	0	3679
Nedlands - Dalkeith - Crawley	1	16360
Swanbourne - Mount Claremont	0	511
Swanbourne - Mount Claremont	1	8890
Kings Park (WA)	0	11
Kings Park (WA)	1	31
Mount Hawthorn - Leederville	0	546
Mount Hawthorn - Leederville	1	10996
Mount Lawley - Inglewood	0	1155
Mount Lawley - Inglewood	1	15455
North Perth	0	505
North Perth	1	8918
Subiaco - Shenton Park	0	1324
Subiaco - Shenton Park	1	16124
Wembley - West Leederville - Glendalough	0	1359
Wembley - West Leederville - Glendalough	1	17606
East Perth	0	2410
East Perth	1	10222
Perth (North) - Highgate	0	1137
Perth (North) - Highgate	1	9913
Perth (West) - Northbridge	0	5033
Perth (West) - Northbridge	1	9050
Bassendean - Eden Hill - Ashfield	0	740
Bassendean - Eden Hill - Ashfield	1	14777
Bayswater - Embleton - Bedford	0	1142
Bayswater - Embleton - Bedford	1	22874
Maylands	0	752
Maylands	1	12130
Morley	0	651
Morley	1	21586
Noranda	0	179
Noranda	1	7707
Chidlow	0	1952
Chidlow	1	2523
Glen Forrest - Darlington	0	159
Glen Forrest - Darlington	1	6718
Helena Valley - Koongamia	0	162
Helena Valley - Koongamia	1	5409
Malmalling - Reservoir	0	8
Malmalling - Reservoir	1	10
Mundaring	0	429
Mundaring	1	12355
Swan View - Greenmount - Midvale	0	662
Swan View - Greenmount - Midvale	1	11856
Avon Valley National Park	1	5
Ballajura	0	518
Ballajura	1	17662
Beechboro	0	807
Beechboro	1	20115
Bullsbrook	0	422
Bullsbrook	1	4966
Gidgegannup	0	132
Gidgegannup	1	2544
Hazelmere - Guildford	0	165
Hazelmere - Guildford	1	5095
Lockridge - Kiara	0	475
Lockridge - Kiara	1	11901
Malaga	0	19
Malaga	1	6
Middle Swan - Herne Hill	0	435
Middle Swan - Herne Hill	1	5297
Midland - Guildford	0	1925
Midland - Guildford	1	9499
Stratton - Jane Brook	0	166
Stratton - Jane Brook	1	6666
The Vines	0	308
The Vines	1	11760
Aveley	0	300
Aveley	1	14956
Brabham - Henley Brook	0	311
Brabham - Henley Brook	1	10622
Ellenbrook	0	927
Ellenbrook	1	17549
Craigie - Beldon	0	233
Craigie - Beldon	1	10016
Currambine - Kinross	0	292
Currambine - Kinross	1	13118
Duncraig	0	296
Duncraig	1	15293
Greenwood - Warwick	0	308
Greenwood - Warwick	1	13038
Heathridge - Connolly	0	364
Heathridge - Connolly	1	9971
Hillarys	0	231
Hillarys	1	10686
Iluka - Burns Beach	0	114
Iluka - Burns Beach	1	9343
Joondalup - Edgewater	0	1378
Joondalup - Edgewater	1	12548
Kingsley	0	540
Kingsley	1	12393
Mullaloo - Kallaroo	0	214
Mullaloo - Kallaroo	1	10918
Ocean Reef	0	156
Ocean Reef	1	7667
Padbury	0	127
Padbury	1	8210
Sorrento - Marmion	0	193
Sorrento - Marmion	1	9614
Woodvale	0	76
Woodvale	1	9247
Balcatta - Hamersley	0	587
Balcatta - Hamersley	1	15154
Balga - Mirrabooka	0	1270
Balga - Mirrabooka	1	19440
Innaloo - Doubleview	0	850
Innaloo - Doubleview	1	17064
Karrinyup - Gwelup - Carine	0	1221
Karrinyup - Gwelup - Carine	1	20838
Nollamara - Westminster	0	1060
Nollamara - Westminster	1	18345
Osborne Park Industrial	0	75
Osborne Park Industrial	1	171
Scarborough	0	1125
Scarborough	1	15698
Stirling - Osborne Park	0	620
Stirling - Osborne Park	1	13824
Trigg - North Beach - Watermans Bay	0	199
Trigg - North Beach - Watermans Bay	1	7503
Tuart Hill - Joondanna	0	615
Tuart Hill - Joondanna	1	11882
Wembley Downs - Churchlands - Woodlands	0	584
Wembley Downs - Churchlands - Woodlands	1	14097
Yokine - Coolbinia - Menora	0	953
Yokine - Coolbinia - Menora	1	15785
Dianella - North	0	369
Dianella - North	1	11474
Dianella - South	0	432
Dianella - South	1	12282
Alexander Heights - Koondoola	0	339
Alexander Heights - Koondoola	1	11214
Butler - Merriwa - Ridgewood	0	979
Butler - Merriwa - Ridgewood	1	21893
Carramar	0	364
Carramar	1	17835
Clarkson	0	491
Clarkson	1	13023
Girrawheen	0	398
Girrawheen	1	8399
Marangaroo	0	476
Marangaroo	1	9824
Mindarie - Quinns Rocks - Jindalee	0	619
Mindarie - Quinns Rocks - Jindalee	1	19406
Neerabup National Park	1	6
Tapping - Ashby - Sinagra	0	248
Tapping - Ashby - Sinagra	1	12941
Alkimos - Eglinton	0	432
Alkimos - Eglinton	1	12981
Carabooda - Pinjar	0	66
Carabooda - Pinjar	1	655
Two Rocks	0	210
Two Rocks	1	3409
Yanchep	0	512
Yanchep	1	10009
Hocking - Pearsall	0	272
Hocking - Pearsall	1	12479
Landsdale	0	223
Landsdale	1	14902
Madeley - Darch	0	323
Madeley - Darch	1	13615
Wanneroo - Sinagra	0	545
Wanneroo - Sinagra	1	13720
Armadale - Wungong - Brookdale	0	1499
Armadale - Wungong - Brookdale	1	21258
Camillo - Champion Lakes	0	326
Camillo - Champion Lakes	1	5378
Kelmscott	0	655
Kelmscott	1	9642
Mount Nasura - Mount Richon - Bedfordale	0	364
Mount Nasura - Mount Richon - Bedfordale	1	7775
Roleystone	0	131
Roleystone	1	6879
Seville Grove	0	507
Seville Grove	1	10629
Harrisdale	0	177
Harrisdale	1	11265
Piara Waters - Forrestdale	0	256
Piara Waters - Forrestdale	1	15492
Belmont - Ascot - Redcliffe	0	1744
Belmont - Ascot - Redcliffe	1	13422
East Victoria Park - Carlisle	0	1051
East Victoria Park - Carlisle	1	15846
Kewdale Commercial	0	4
Perth Airport	0	20
Victoria Park - Lathlain - Burswood	0	1614
Victoria Park - Lathlain - Burswood	1	14533
Cloverdale	0	475
Cloverdale	1	8137
Kewdale	0	264
Kewdale	1	6939
Rivervale	0	787
Rivervale	1	9995
Bentley - Wilson - St James	0	2090
Bentley - Wilson - St James	1	18289
Canning Vale - West	0	106
Canning Vale - West	1	9755
Canning Vale Commercial	0	7
Canning Vale Commercial	1	4
Cannington - Queens Park	0	1086
Cannington - Queens Park	1	19200
Parkwood - Ferndale - Lynwood	0	411
Parkwood - Ferndale - Lynwood	1	13252
Riverton - Shelley - Rossmoyne	0	377
Riverton - Shelley - Rossmoyne	1	13865
Welshpool	0	9
Welshpool	1	15
