SED_NAME21	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Kalgoorlie (Mining and Pastoral)	(Other)			12
Kalgoorlie (Mining and Pastoral)	(Other)		0	31
Kalgoorlie (Mining and Pastoral)	(Other)		1	118
Kalgoorlie (Mining and Pastoral)	(Other)		2	18
Kalgoorlie (Mining and Pastoral)	(Other)		3	21
Kalgoorlie (Mining and Pastoral)	(Other)		4	8
Kalgoorlie (Mining and Pastoral)	(Other)		5	7
Kalgoorlie (Mining and Pastoral)	Flat/apartment	1 or 2 storey block		5
Kalgoorlie (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	1	51
Kalgoorlie (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	2	75
Kalgoorlie (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	3	13
Kalgoorlie (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	4	3
Kalgoorlie (Mining and Pastoral)	Flat/apartment	Attached to a house	3	3
Kalgoorlie (Mining and Pastoral)	Separate house			218
Kalgoorlie (Mining and Pastoral)	Separate house		0	13
Kalgoorlie (Mining and Pastoral)	Separate house		1	153
Kalgoorlie (Mining and Pastoral)	Separate house		2	688
Kalgoorlie (Mining and Pastoral)	Separate house		3	4395
Kalgoorlie (Mining and Pastoral)	Separate house		4	3683
Kalgoorlie (Mining and Pastoral)	Separate house		5	547
Kalgoorlie (Mining and Pastoral)	Separate house		6	101
Kimberley (Mining and Pastoral)				42
Kimberley (Mining and Pastoral)			0	15
Kimberley (Mining and Pastoral)			1	54
Kimberley (Mining and Pastoral)			2	47
Kimberley (Mining and Pastoral)			3	31
Kimberley (Mining and Pastoral)			4	30
Kimberley (Mining and Pastoral)			5	7
Kimberley (Mining and Pastoral)			6	6
Kimberley (Mining and Pastoral)		1 storey		38
Kimberley (Mining and Pastoral)		1 storey	0	22
Kimberley (Mining and Pastoral)		1 storey	1	178
Kimberley (Mining and Pastoral)		1 storey	2	371
Kimberley (Mining and Pastoral)		1 storey	3	223
Kimberley (Mining and Pastoral)		1 storey	4	40
Kimberley (Mining and Pastoral)		2 storeys or more		5
Kimberley (Mining and Pastoral)		2 storeys or more	0	9
Kimberley (Mining and Pastoral)		2 storeys or more	1	34
Kimberley (Mining and Pastoral)		2 storeys or more	2	120
Kimberley (Mining and Pastoral)		2 storeys or more	3	91
Kimberley (Mining and Pastoral)		2 storeys or more	4	11
Kimberley (Mining and Pastoral)	(Other)			96
Kimberley (Mining and Pastoral)	(Other)		0	100
Kimberley (Mining and Pastoral)	(Other)		1	236
Kimberley (Mining and Pastoral)	(Other)		2	74
Kimberley (Mining and Pastoral)	(Other)		3	61
Kimberley (Mining and Pastoral)	(Other)		4	37
Kimberley (Mining and Pastoral)	(Other)		5	11
Kimberley (Mining and Pastoral)	(Other)		6	4
Kimberley (Mining and Pastoral)	Flat/apartment	1 or 2 storey block		5
Kimberley (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	1	31
Kimberley (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	2	146
Kimberley (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	3	61
Kimberley (Mining and Pastoral)	Flat/apartment	1 or 2 storey block	4	4
Kimberley (Mining and Pastoral)	Flat/apartment	Attached to a house	2	3
Kimberley (Mining and Pastoral)	Separate house			207
Kimberley (Mining and Pastoral)	Separate house		0	43
Kimberley (Mining and Pastoral)	Separate house		1	307
Kimberley (Mining and Pastoral)	Separate house		2	1029
Kimberley (Mining and Pastoral)	Separate house		3	3648
Kimberley (Mining and Pastoral)	Separate house		4	2264
Kimberley (Mining and Pastoral)	Separate house		5	269
Kimberley (Mining and Pastoral)	Separate house		6	52
Kingsley (North Metropolitan)			3	4
Kingsley (North Metropolitan)		1 storey		20
Kingsley (North Metropolitan)		1 storey	1	43
Kingsley (North Metropolitan)		1 storey	2	377
Kingsley (North Metropolitan)		1 storey	3	845
Kingsley (North Metropolitan)		1 storey	4	60
Kingsley (North Metropolitan)		1 storey	5	7
Kingsley (North Metropolitan)		2 storeys or more	1	5
Kingsley (North Metropolitan)		2 storeys or more	2	50
Kingsley (North Metropolitan)		2 storeys or more	3	62
Kingsley (North Metropolitan)		2 storeys or more	4	17
Kingsley (North Metropolitan)	(Other)			5
Kingsley (North Metropolitan)	(Other)		1	24
Kingsley (North Metropolitan)	(Other)		2	57
Kingsley (North Metropolitan)	(Other)		3	4
Kingsley (North Metropolitan)	(Other)		4	4
Kingsley (North Metropolitan)	Flat/apartment	1 or 2 storey block	2	21
Kingsley (North Metropolitan)	Flat/apartment	Attached to a house	1	8
Kingsley (North Metropolitan)	Flat/apartment	Attached to a house	2	7
Kingsley (North Metropolitan)	Separate house			69
Kingsley (North Metropolitan)	Separate house		1	31
Kingsley (North Metropolitan)	Separate house		2	175
Kingsley (North Metropolitan)	Separate house		3	4350
Kingsley (North Metropolitan)	Separate house		4	7852
Kingsley (North Metropolitan)	Separate house		5	1102
Kingsley (North Metropolitan)	Separate house		6	135
Kwinana (South Metropolitan)			1	3
Kwinana (South Metropolitan)			3	4
Kwinana (South Metropolitan)		1 storey		13
Kwinana (South Metropolitan)		1 storey	1	65
Kwinana (South Metropolitan)		1 storey	2	165
Kwinana (South Metropolitan)		1 storey	3	490
Kwinana (South Metropolitan)		1 storey	4	57
Kwinana (South Metropolitan)		2 storeys or more	1	15
Kwinana (South Metropolitan)		2 storeys or more	2	111
Kwinana (South Metropolitan)		2 storeys or more	3	131
Kwinana (South Metropolitan)		2 storeys or more	4	4
Kwinana (South Metropolitan)	(Other)		3	3
Kwinana (South Metropolitan)	Flat/apartment	1 or 2 storey block		9
Kwinana (South Metropolitan)	Flat/apartment	1 or 2 storey block	1	56
Kwinana (South Metropolitan)	Flat/apartment	1 or 2 storey block	2	184
Kwinana (South Metropolitan)	Flat/apartment	1 or 2 storey block	3	52
Kwinana (South Metropolitan)	Flat/apartment	3 storey block		3
Kwinana (South Metropolitan)	Flat/apartment	3 storey block	2	90
Kwinana (South Metropolitan)	Flat/apartment	3 storey block	3	39
Kwinana (South Metropolitan)	Flat/apartment	Attached to a house	1	4
Kwinana (South Metropolitan)	Flat/apartment	Attached to a house	2	4
Kwinana (South Metropolitan)	Flat/apartment	Attached to a house	3	4
Kwinana (South Metropolitan)	Separate house			196
Kwinana (South Metropolitan)	Separate house		0	13
Kwinana (South Metropolitan)	Separate house		1	103
Kwinana (South Metropolitan)	Separate house		2	564
Kwinana (South Metropolitan)	Separate house		3	5580
Kwinana (South Metropolitan)	Separate house		4	8059
Kwinana (South Metropolitan)	Separate house		5	737
Kwinana (South Metropolitan)	Separate house		6	150
Landsdale (North Metropolitan)				4
Landsdale (North Metropolitan)			4	6
Landsdale (North Metropolitan)		1 storey		15
Landsdale (North Metropolitan)		1 storey	1	36
Landsdale (North Metropolitan)		1 storey	2	136
Landsdale (North Metropolitan)		1 storey	3	709
Landsdale (North Metropolitan)		1 storey	4	84
Landsdale (North Metropolitan)		1 storey	5	9
Landsdale (North Metropolitan)		1 storey	6	4
Landsdale (North Metropolitan)		2 storeys or more	1	4
Landsdale (North Metropolitan)		2 storeys or more	2	9
Landsdale (North Metropolitan)		2 storeys or more	3	71
Landsdale (North Metropolitan)		2 storeys or more	4	25
Landsdale (North Metropolitan)	(Other)			5
Landsdale (North Metropolitan)	(Other)		0	14
Landsdale (North Metropolitan)	(Other)		1	21
Landsdale (North Metropolitan)	(Other)		2	7
Landsdale (North Metropolitan)	Separate house			123
Landsdale (North Metropolitan)	Separate house		0	8
Landsdale (North Metropolitan)	Separate house		1	19
Landsdale (North Metropolitan)	Separate house		2	191
Landsdale (North Metropolitan)	Separate house		3	3040
Landsdale (North Metropolitan)	Separate house		4	10040
Landsdale (North Metropolitan)	Separate house		5	1005
Landsdale (North Metropolitan)	Separate house		6	119
Mandurah (South West)				5
Mandurah (South West)			1	3
Mandurah (South West)			2	14
Mandurah (South West)			3	3
Mandurah (South West)			4	5
Mandurah (South West)		1 storey		72
Mandurah (South West)		1 storey	0	6
Mandurah (South West)		1 storey	1	247
Mandurah (South West)		1 storey	2	1125
Mandurah (South West)		1 storey	3	1005
Mandurah (South West)		1 storey	4	46
Mandurah (South West)		1 storey	5	8
Mandurah (South West)		1 storey	6	5
Mandurah (South West)		2 storeys or more		4
Mandurah (South West)		2 storeys or more	0	3
Mandurah (South West)		2 storeys or more	1	42
Mandurah (South West)		2 storeys or more	2	205
Mandurah (South West)		2 storeys or more	3	335
Mandurah (South West)		2 storeys or more	4	42
Mandurah (South West)		2 storeys or more	5	6
Mandurah (South West)	(Other)			8
Mandurah (South West)	(Other)		0	9
Mandurah (South West)	(Other)		1	23
Mandurah (South West)	(Other)		2	44
Mandurah (South West)	(Other)		3	4
Mandurah (South West)	Flat/apartment	1 or 2 storey block		15
Mandurah (South West)	Flat/apartment	1 or 2 storey block	1	97
Mandurah (South West)	Flat/apartment	1 or 2 storey block	2	187
Mandurah (South West)	Flat/apartment	1 or 2 storey block	3	84
Mandurah (South West)	Flat/apartment	3 storey block	1	5
Mandurah (South West)	Flat/apartment	3 storey block	2	37
Mandurah (South West)	Flat/apartment	3 storey block	3	86
Mandurah (South West)	Flat/apartment	3 storey block	4	9
Mandurah (South West)	Flat/apartment	4-8 storey block	1	7
Mandurah (South West)	Flat/apartment	4-8 storey block	2	43
Mandurah (South West)	Flat/apartment	4-8 storey block	3	89
Mandurah (South West)	Flat/apartment	9 or more storey block	2	29
Mandurah (South West)	Flat/apartment	9 or more storey block	3	63
Mandurah (South West)	Flat/apartment	Attached to a house	1	10
Mandurah (South West)	Flat/apartment	Attached to a house	2	12
Mandurah (South West)	Flat/apartment	Attached to a house	3	3
Mandurah (South West)	Flat/apartment	Attached to a house	4	3
Mandurah (South West)	Separate house			195
Mandurah (South West)	Separate house		0	17
Mandurah (South West)	Separate house		1	168
Mandurah (South West)	Separate house		2	1064
Mandurah (South West)	Separate house		3	4948
Mandurah (South West)	Separate house		4	6981
Mandurah (South West)	Separate house		5	656
Mandurah (South West)	Separate house		6	107
Maylands (East Metropolitan)				3
Maylands (East Metropolitan)			3	8
Maylands (East Metropolitan)			4	3
Maylands (East Metropolitan)		1 storey		48
Maylands (East Metropolitan)		1 storey	0	5
Maylands (East Metropolitan)		1 storey	1	181
Maylands (East Metropolitan)		1 storey	2	829
Maylands (East Metropolitan)		1 storey	3	842
Maylands (East Metropolitan)		1 storey	4	105
Maylands (East Metropolitan)		1 storey	5	9
Maylands (East Metropolitan)		1 storey	6	3
Maylands (East Metropolitan)		2 storeys or more		26
Maylands (East Metropolitan)		2 storeys or more	1	182
Maylands (East Metropolitan)		2 storeys or more	2	811
Maylands (East Metropolitan)		2 storeys or more	3	858
Maylands (East Metropolitan)		2 storeys or more	4	143
Maylands (East Metropolitan)		2 storeys or more	5	13
Maylands (East Metropolitan)		2 storeys or more	6	3
Maylands (East Metropolitan)	Flat/apartment	1 or 2 storey block		15
Maylands (East Metropolitan)	Flat/apartment	1 or 2 storey block	0	8
Maylands (East Metropolitan)	Flat/apartment	1 or 2 storey block	1	299
Maylands (East Metropolitan)	Flat/apartment	1 or 2 storey block	2	1012
Maylands (East Metropolitan)	Flat/apartment	1 or 2 storey block	3	231
Maylands (East Metropolitan)	Flat/apartment	1 or 2 storey block	4	3
Maylands (East Metropolitan)	Flat/apartment	3 storey block		13
Maylands (East Metropolitan)	Flat/apartment	3 storey block	0	3
Maylands (East Metropolitan)	Flat/apartment	3 storey block	1	202
Maylands (East Metropolitan)	Flat/apartment	3 storey block	2	516
Maylands (East Metropolitan)	Flat/apartment	3 storey block	3	45
Maylands (East Metropolitan)	Flat/apartment	4-8 storey block		16
Maylands (East Metropolitan)	Flat/apartment	4-8 storey block	0	7
Maylands (East Metropolitan)	Flat/apartment	4-8 storey block	1	252
Maylands (East Metropolitan)	Flat/apartment	4-8 storey block	2	201
Maylands (East Metropolitan)	Flat/apartment	4-8 storey block	6	4
Maylands (East Metropolitan)	Flat/apartment	9 or more storey block	1	137
Maylands (East Metropolitan)	Flat/apartment	9 or more storey block	2	111
Maylands (East Metropolitan)	Flat/apartment	9 or more storey block	3	19
Maylands (East Metropolitan)	Flat/apartment	Attached to a house	2	4
Maylands (East Metropolitan)	Separate house			105
Maylands (East Metropolitan)	Separate house		0	10
Maylands (East Metropolitan)	Separate house		1	120
Maylands (East Metropolitan)	Separate house		2	1465
Maylands (East Metropolitan)	Separate house		3	5804
Maylands (East Metropolitan)	Separate house		4	3222
Maylands (East Metropolitan)	Separate house		5	414
Maylands (East Metropolitan)	Separate house		6	65
Midland (East Metropolitan)				3
Midland (East Metropolitan)			0	4
Midland (East Metropolitan)			2	3
Midland (East Metropolitan)			3	11
Midland (East Metropolitan)			4	6
Midland (East Metropolitan)			5	4
Midland (East Metropolitan)		1 storey		60
Midland (East Metropolitan)		1 storey	1	251
Midland (East Metropolitan)		1 storey	2	683
Midland (East Metropolitan)		1 storey	3	1149
Midland (East Metropolitan)		1 storey	4	36
Midland (East Metropolitan)		1 storey	6	4
Midland (East Metropolitan)		2 storeys or more		5
Midland (East Metropolitan)		2 storeys or more	1	41
Midland (East Metropolitan)		2 storeys or more	2	229
Midland (East Metropolitan)		2 storeys or more	3	163
Midland (East Metropolitan)		2 storeys or more	4	13
Midland (East Metropolitan)	(Other)			4
Midland (East Metropolitan)	(Other)		0	21
Midland (East Metropolitan)	(Other)		1	81
Midland (East Metropolitan)	(Other)		2	69
Midland (East Metropolitan)	(Other)		3	14
Midland (East Metropolitan)	(Other)		4	3
Midland (East Metropolitan)	Flat/apartment	1 or 2 storey block		4
Midland (East Metropolitan)	Flat/apartment	1 or 2 storey block	1	74
Midland (East Metropolitan)	Flat/apartment	1 or 2 storey block	2	138
Midland (East Metropolitan)	Flat/apartment	1 or 2 storey block	3	29
Midland (East Metropolitan)	Flat/apartment	3 storey block		5
Midland (East Metropolitan)	Flat/apartment	3 storey block	1	48
Midland (East Metropolitan)	Flat/apartment	3 storey block	2	145
Midland (East Metropolitan)	Flat/apartment	3 storey block	3	19
Midland (East Metropolitan)	Flat/apartment	4-8 storey block	1	24
Midland (East Metropolitan)	Flat/apartment	4-8 storey block	2	64
Midland (East Metropolitan)	Flat/apartment	4-8 storey block	3	8
Midland (East Metropolitan)	Flat/apartment	9 or more storey block	1	14
Midland (East Metropolitan)	Flat/apartment	9 or more storey block	2	33
Midland (East Metropolitan)	Flat/apartment	9 or more storey block	3	3
Midland (East Metropolitan)	Flat/apartment	Attached to a house	1	5
Midland (East Metropolitan)	Flat/apartment	Attached to a house	2	4
Midland (East Metropolitan)	Separate house			169
Midland (East Metropolitan)	Separate house		0	20
Midland (East Metropolitan)	Separate house		1	126
Midland (East Metropolitan)	Separate house		2	945
Midland (East Metropolitan)	Separate house		3	5791
Midland (East Metropolitan)	Separate house		4	6504
Midland (East Metropolitan)	Separate house		5	785
Midland (East Metropolitan)	Separate house		6	139
Mirrabooka (East Metropolitan)			1	3
Mirrabooka (East Metropolitan)			3	9
Mirrabooka (East Metropolitan)		1 storey		79
Mirrabooka (East Metropolitan)		1 storey	1	403
Mirrabooka (East Metropolitan)		1 storey	2	659
Mirrabooka (East Metropolitan)		1 storey	3	1500
Mirrabooka (East Metropolitan)		1 storey	4	80
Mirrabooka (East Metropolitan)		1 storey	5	11
Mirrabooka (East Metropolitan)		1 storey	6	3
Mirrabooka (East Metropolitan)		2 storeys or more		9
Mirrabooka (East Metropolitan)		2 storeys or more	1	46
Mirrabooka (East Metropolitan)		2 storeys or more	2	61
Mirrabooka (East Metropolitan)		2 storeys or more	3	283
Mirrabooka (East Metropolitan)		2 storeys or more	4	12
Mirrabooka (East Metropolitan)	Flat/apartment	1 or 2 storey block		5
Mirrabooka (East Metropolitan)	Flat/apartment	1 or 2 storey block	1	54
Mirrabooka (East Metropolitan)	Flat/apartment	1 or 2 storey block	2	156
Mirrabooka (East Metropolitan)	Flat/apartment	1 or 2 storey block	3	48
Mirrabooka (East Metropolitan)	Flat/apartment	4-8 storey block	2	14
Mirrabooka (East Metropolitan)	Flat/apartment	Attached to a house	1	3
Mirrabooka (East Metropolitan)	Flat/apartment	Attached to a house	2	6
Mirrabooka (East Metropolitan)	Flat/apartment	Attached to a house	3	8
Mirrabooka (East Metropolitan)	Separate house			259
Mirrabooka (East Metropolitan)	Separate house		0	8
Mirrabooka (East Metropolitan)	Separate house		1	66
Mirrabooka (East Metropolitan)	Separate house		2	404
Mirrabooka (East Metropolitan)	Separate house		3	7503
Mirrabooka (East Metropolitan)	Separate house		4	4352
Mirrabooka (East Metropolitan)	Separate house		5	679
Mirrabooka (East Metropolitan)	Separate house		6	130
Moore (Agricultural)				14
Moore (Agricultural)			0	9
Moore (Agricultural)			1	12
Moore (Agricultural)			2	27
Moore (Agricultural)			3	35
Moore (Agricultural)			4	18
Moore (Agricultural)			5	8
Moore (Agricultural)			6	5
Moore (Agricultural)		1 storey		8
Moore (Agricultural)		1 storey	0	4
Moore (Agricultural)		1 storey	1	61
Moore (Agricultural)		1 storey	2	133
Moore (Agricultural)		1 storey	3	81
Moore (Agricultural)		1 storey	4	15
Moore (Agricultural)		1 storey	6	5
Moore (Agricultural)		2 storeys or more	2	3
Moore (Agricultural)		2 storeys or more	3	27
Moore (Agricultural)		2 storeys or more	4	28
