SA4_NAME16	DwellingStructure	DwellingSubtype	HouseholdComposition	occupied_private_dwellings
Adelaide - Central and Hills	Flat/apartment	4-8 storey block	Other family	57
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	Couple family with children	164
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	Couple family with no children	856
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	Group household	481
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	Lone-person household	1492
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	One parent family with children	99
Adelaide - Central and Hills	Flat/apartment	9 or more storey block	Other family	62
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	1516
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	2287
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.		Group household	706
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2876
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	710
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.		Other family	127
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	2138
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	3126
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	593
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	6522
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	1187
Adelaide - Central and Hills	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	138
Adelaide - Central and Hills	Separate house		Couple family with children	31022
Adelaide - Central and Hills	Separate house		Couple family with no children	23905
Adelaide - Central and Hills	Separate house		Group household	2277
Adelaide - Central and Hills	Separate house		Lone-person household	15562
Adelaide - Central and Hills	Separate house		One parent family with children	7773
Adelaide - Central and Hills	Separate house		Other family	717
Adelaide - North			Couple family with children	70
Adelaide - North			Couple family with no children	68
Adelaide - North			Group household	20
Adelaide - North			Lone-person household	174
Adelaide - North			One parent family with children	26
Adelaide - North			Other family	5
Adelaide - North	(Other)	Cabin household	Couple family with no children	13
Adelaide - North	(Other)	Cabin household	Group household	3
Adelaide - North	(Other)	Cabin household	Lone-person household	56
Adelaide - North	(Other)	Caravan	Couple family with children	7
Adelaide - North	(Other)	Caravan	Couple family with no children	64
Adelaide - North	(Other)	Caravan	Group household	7
Adelaide - North	(Other)	Caravan	Lone-person household	156
Adelaide - North	(Other)	Caravan	One parent family with children	8
Adelaide - North	(Other)	House or flat attached to a shop, office, etc	Couple family with children	7
Adelaide - North	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	8
Adelaide - North	(Other)	House or flat attached to a shop, office, etc	Group household	5
Adelaide - North	(Other)	House or flat attached to a shop, office, etc	Lone-person household	13
Adelaide - North	Flat/apartment		Couple family with children	7
Adelaide - North	Flat/apartment		Couple family with no children	14
Adelaide - North	Flat/apartment		Lone-person household	20
Adelaide - North	Flat/apartment		One parent family with children	6
Adelaide - North	Flat/apartment	1 or 2 storey block	Couple family with children	503
Adelaide - North	Flat/apartment	1 or 2 storey block	Couple family with no children	780
Adelaide - North	Flat/apartment	1 or 2 storey block	Group household	196
Adelaide - North	Flat/apartment	1 or 2 storey block	Lone-person household	2456
Adelaide - North	Flat/apartment	1 or 2 storey block	One parent family with children	351
Adelaide - North	Flat/apartment	1 or 2 storey block	Other family	44
Adelaide - North	Flat/apartment	3 storey block	Couple family with children	48
Adelaide - North	Flat/apartment	3 storey block	Couple family with no children	92
Adelaide - North	Flat/apartment	3 storey block	Group household	59
Adelaide - North	Flat/apartment	3 storey block	Lone-person household	271
Adelaide - North	Flat/apartment	3 storey block	One parent family with children	34
Adelaide - North	Flat/apartment	3 storey block	Other family	12
Adelaide - North	Flat/apartment	4-8 storey block	Couple family with children	55
Adelaide - North	Flat/apartment	4-8 storey block	Couple family with no children	119
Adelaide - North	Flat/apartment	4-8 storey block	Group household	34
Adelaide - North	Flat/apartment	4-8 storey block	Lone-person household	231
Adelaide - North	Flat/apartment	4-8 storey block	One parent family with children	28
Adelaide - North	Flat/apartment	4-8 storey block	Other family	8
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	817
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	797
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.		Group household	297
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	1320
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	680
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.		Other family	85
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	2153
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	3163
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	720
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	8803
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	2536
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	263
Adelaide - North	Separate house		Couple family with children	48781
Adelaide - North	Separate house		Couple family with no children	35445
Adelaide - North	Separate house		Group household	4227
Adelaide - North	Separate house		Lone-person household	29320
Adelaide - North	Separate house		One parent family with children	20069
Adelaide - North	Separate house		Other family	1720
Adelaide - South			Couple family with children	41
Adelaide - South			Couple family with no children	57
Adelaide - South			Group household	18
Adelaide - South			Lone-person household	122
Adelaide - South			One parent family with children	26
Adelaide - South			Other family	4
Adelaide - South	(Other)	Cabin household	Couple family with children	7
Adelaide - South	(Other)	Cabin household	Couple family with no children	39
Adelaide - South	(Other)	Cabin household	Group household	7
Adelaide - South	(Other)	Cabin household	Lone-person household	145
Adelaide - South	(Other)	Cabin household	One parent family with children	5
Adelaide - South	(Other)	Caravan	Couple family with children	12
Adelaide - South	(Other)	Caravan	Couple family with no children	53
Adelaide - South	(Other)	Caravan	Lone-person household	124
Adelaide - South	(Other)	Caravan	One parent family with children	8
Adelaide - South	(Other)	House or flat attached to a shop, office, etc	Couple family with children	18
Adelaide - South	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	19
Adelaide - South	(Other)	House or flat attached to a shop, office, etc	Group household	6
Adelaide - South	(Other)	House or flat attached to a shop, office, etc	Lone-person household	58
Adelaide - South	(Other)	House or flat attached to a shop, office, etc	One parent family with children	12
Adelaide - South	Flat/apartment		Couple family with children	14
Adelaide - South	Flat/apartment		Couple family with no children	19
Adelaide - South	Flat/apartment		Lone-person household	28
Adelaide - South	Flat/apartment		One parent family with children	8
Adelaide - South	Flat/apartment	1 or 2 storey block	Couple family with children	539
Adelaide - South	Flat/apartment	1 or 2 storey block	Couple family with no children	1315
Adelaide - South	Flat/apartment	1 or 2 storey block	Group household	327
Adelaide - South	Flat/apartment	1 or 2 storey block	Lone-person household	4123
Adelaide - South	Flat/apartment	1 or 2 storey block	One parent family with children	549
Adelaide - South	Flat/apartment	1 or 2 storey block	Other family	94
Adelaide - South	Flat/apartment	3 storey block	Couple family with children	47
Adelaide - South	Flat/apartment	3 storey block	Couple family with no children	217
Adelaide - South	Flat/apartment	3 storey block	Group household	46
Adelaide - South	Flat/apartment	3 storey block	Lone-person household	461
Adelaide - South	Flat/apartment	3 storey block	One parent family with children	55
Adelaide - South	Flat/apartment	3 storey block	Other family	7
Adelaide - South	Flat/apartment	4-8 storey block	Couple family with children	46
Adelaide - South	Flat/apartment	4-8 storey block	Couple family with no children	259
Adelaide - South	Flat/apartment	4-8 storey block	Group household	23
Adelaide - South	Flat/apartment	4-8 storey block	Lone-person household	321
Adelaide - South	Flat/apartment	4-8 storey block	One parent family with children	26
Adelaide - South	Flat/apartment	4-8 storey block	Other family	8
Adelaide - South	Flat/apartment	9 or more storey block	Couple family with children	16
Adelaide - South	Flat/apartment	9 or more storey block	Couple family with no children	99
Adelaide - South	Flat/apartment	9 or more storey block	Group household	5
Adelaide - South	Flat/apartment	9 or more storey block	Lone-person household	164
Adelaide - South	Flat/apartment	9 or more storey block	One parent family with children	8
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	882
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	1124
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.		Group household	287
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	1507
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	611
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.		Other family	66
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	1902
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	3940
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	630
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	8979
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	1703
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	200
Adelaide - South	Separate house		Couple family with children	39738
Adelaide - South	Separate house		Couple family with no children	33671
Adelaide - South	Separate house		Group household	3268
Adelaide - South	Separate house		Lone-person household	24370
Adelaide - South	Separate house		One parent family with children	13925
Adelaide - South	Separate house		Other family	1129
Adelaide - West			Couple family with children	43
Adelaide - West			Couple family with no children	54
Adelaide - West			Group household	20
Adelaide - West			Lone-person household	130
Adelaide - West			One parent family with children	30
Adelaide - West	(Other)	Cabin household	Lone-person household	31
Adelaide - West	(Other)	Caravan	Couple family with children	3
Adelaide - West	(Other)	Caravan	Couple family with no children	7
Adelaide - West	(Other)	Caravan	Group household	4
Adelaide - West	(Other)	Caravan	Lone-person household	13
Adelaide - West	(Other)	House or flat attached to a shop, office, etc	Couple family with children	36
Adelaide - West	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	23
Adelaide - West	(Other)	House or flat attached to a shop, office, etc	Group household	12
Adelaide - West	(Other)	House or flat attached to a shop, office, etc	Lone-person household	55
Adelaide - West	(Other)	House or flat attached to a shop, office, etc	One parent family with children	20
Adelaide - West	(Other)	House or flat attached to a shop, office, etc	Other family	3
Adelaide - West	Flat/apartment		Couple family with children	26
Adelaide - West	Flat/apartment		Couple family with no children	29
Adelaide - West	Flat/apartment		Group household	6
Adelaide - West	Flat/apartment		Lone-person household	42
Adelaide - West	Flat/apartment		One parent family with children	14
Adelaide - West	Flat/apartment	1 or 2 storey block	Couple family with children	844
Adelaide - West	Flat/apartment	1 or 2 storey block	Couple family with no children	1498
Adelaide - West	Flat/apartment	1 or 2 storey block	Group household	443
Adelaide - West	Flat/apartment	1 or 2 storey block	Lone-person household	4327
Adelaide - West	Flat/apartment	1 or 2 storey block	One parent family with children	552
Adelaide - West	Flat/apartment	1 or 2 storey block	Other family	129
Adelaide - West	Flat/apartment	3 storey block	Couple family with children	106
Adelaide - West	Flat/apartment	3 storey block	Couple family with no children	291
Adelaide - West	Flat/apartment	3 storey block	Group household	81
Adelaide - West	Flat/apartment	3 storey block	Lone-person household	620
Adelaide - West	Flat/apartment	3 storey block	One parent family with children	69
Adelaide - West	Flat/apartment	3 storey block	Other family	31
Adelaide - West	Flat/apartment	4-8 storey block	Couple family with children	134
Adelaide - West	Flat/apartment	4-8 storey block	Couple family with no children	417
Adelaide - West	Flat/apartment	4-8 storey block	Group household	114
Adelaide - West	Flat/apartment	4-8 storey block	Lone-person household	770
Adelaide - West	Flat/apartment	4-8 storey block	One parent family with children	79
Adelaide - West	Flat/apartment	4-8 storey block	Other family	27
Adelaide - West	Flat/apartment	9 or more storey block	Couple family with children	23
Adelaide - West	Flat/apartment	9 or more storey block	Couple family with no children	84
Adelaide - West	Flat/apartment	9 or more storey block	Group household	13
Adelaide - West	Flat/apartment	9 or more storey block	Lone-person household	92
Adelaide - West	Flat/apartment	9 or more storey block	One parent family with children	15
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	1430
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	1939
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.		Group household	510
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2193
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	842
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.		Other family	122
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	2120
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	3043
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	685
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	7299
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	1678
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	269
Adelaide - West	Separate house		Couple family with children	21595
Adelaide - West	Separate house		Couple family with no children	17473
Adelaide - West	Separate house		Group household	2627
Adelaide - West	Separate house		Lone-person household	14819
Adelaide - West	Separate house		One parent family with children	7763
Adelaide - West	Separate house		Other family	957
Barossa - Yorke - Mid North			Couple family with children	21
Barossa - Yorke - Mid North			Couple family with no children	34
Barossa - Yorke - Mid North			Group household	9
Barossa - Yorke - Mid North			Lone-person household	67
Barossa - Yorke - Mid North			One parent family with children	4
Barossa - Yorke - Mid North	(Other)	Cabin household	Couple family with children	4
Barossa - Yorke - Mid North	(Other)	Cabin household	Couple family with no children	28
Barossa - Yorke - Mid North	(Other)	Cabin household	Group household	5
Barossa - Yorke - Mid North	(Other)	Cabin household	Lone-person household	39
Barossa - Yorke - Mid North	(Other)	Caravan	Couple family with children	11
Barossa - Yorke - Mid North	(Other)	Caravan	Couple family with no children	72
Barossa - Yorke - Mid North	(Other)	Caravan	Group household	25
Barossa - Yorke - Mid North	(Other)	Caravan	Lone-person household	120
Barossa - Yorke - Mid North	(Other)	Caravan	One parent family with children	7
Barossa - Yorke - Mid North	(Other)	House or flat attached to a shop, office, etc	Couple family with children	13
Barossa - Yorke - Mid North	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	17
Barossa - Yorke - Mid North	(Other)	House or flat attached to a shop, office, etc	Group household	4
Barossa - Yorke - Mid North	(Other)	House or flat attached to a shop, office, etc	Lone-person household	29
Barossa - Yorke - Mid North	(Other)	House or flat attached to a shop, office, etc	One parent family with children	3
Barossa - Yorke - Mid North	(Other)	Improvised home, tent sleepers	Couple family with children	4
Barossa - Yorke - Mid North	(Other)	Improvised home, tent sleepers	Couple family with no children	3
Barossa - Yorke - Mid North	(Other)	Improvised home, tent sleepers	Lone-person household	3
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	Couple family with children	6
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	Couple family with no children	32
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	Group household	10
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	Lone-person household	232
Barossa - Yorke - Mid North	Flat/apartment	1 or 2 storey block	One parent family with children	16
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	18
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	41
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.		Group household	3
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	20
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	6
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	155
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	414
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	50
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	1537
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	235
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	17
Barossa - Yorke - Mid North	Separate house		Couple family with children	10588
Barossa - Yorke - Mid North	Separate house		Couple family with no children	14781
Barossa - Yorke - Mid North	Separate house		Group household	901
Barossa - Yorke - Mid North	Separate house		Lone-person household	12054
Barossa - Yorke - Mid North	Separate house		One parent family with children	4045
Barossa - Yorke - Mid North	Separate house		Other family	315
South Australia - Outback			Couple family with children	20
South Australia - Outback			Couple family with no children	59
South Australia - Outback			Group household	10
South Australia - Outback			Lone-person household	94
South Australia - Outback			One parent family with children	15
South Australia - Outback	(Other)	Cabin household	Couple family with children	6
South Australia - Outback	(Other)	Cabin household	Couple family with no children	18
South Australia - Outback	(Other)	Cabin household	Group household	14
South Australia - Outback	(Other)	Cabin household	Lone-person household	39
South Australia - Outback	(Other)	Cabin household	One parent family with children	8
South Australia - Outback	(Other)	Caravan	Couple family with children	12
South Australia - Outback	(Other)	Caravan	Couple family with no children	35
South Australia - Outback	(Other)	Caravan	Group household	9
South Australia - Outback	(Other)	Caravan	Lone-person household	105
South Australia - Outback	(Other)	Caravan	One parent family with children	3
South Australia - Outback	(Other)	House or flat attached to a shop, office, etc	Couple family with children	9
South Australia - Outback	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	15
South Australia - Outback	(Other)	House or flat attached to a shop, office, etc	Group household	5
South Australia - Outback	(Other)	House or flat attached to a shop, office, etc	Lone-person household	31
South Australia - Outback	(Other)	House or flat attached to a shop, office, etc	One parent family with children	3
South Australia - Outback	(Other)	Improvised home, tent sleepers	Couple family with children	4
South Australia - Outback	(Other)	Improvised home, tent sleepers	Couple family with no children	10
South Australia - Outback	(Other)	Improvised home, tent sleepers	Lone-person household	12
South Australia - Outback	(Other)	Improvised home, tent sleepers	One parent family with children	3
South Australia - Outback	Flat/apartment		Couple family with children	15
South Australia - Outback	Flat/apartment		Couple family with no children	11
South Australia - Outback	Flat/apartment		Lone-person household	13
South Australia - Outback	Flat/apartment		One parent family with children	3
South Australia - Outback	Flat/apartment	1 or 2 storey block	Couple family with children	39
South Australia - Outback	Flat/apartment	1 or 2 storey block	Couple family with no children	137
South Australia - Outback	Flat/apartment	1 or 2 storey block	Group household	41
South Australia - Outback	Flat/apartment	1 or 2 storey block	Lone-person household	922
South Australia - Outback	Flat/apartment	1 or 2 storey block	One parent family with children	68
South Australia - Outback	Flat/apartment	1 or 2 storey block	Other family	14
South Australia - Outback	Flat/apartment	3 storey block	Couple family with no children	8
South Australia - Outback	Flat/apartment	3 storey block	Group household	5
South Australia - Outback	Flat/apartment	3 storey block	Lone-person household	29
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	24
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	49
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.		Group household	3
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	49
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	17
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.		Other family	5
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	598
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	843
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	172
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	2395
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	850
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	68
South Australia - Outback	Separate house		Couple family with children	6775
South Australia - Outback	Separate house		Couple family with no children	7814
South Australia - Outback	Separate house		Group household	586
South Australia - Outback	Separate house		Lone-person household	6778
South Australia - Outback	Separate house		One parent family with children	2554
South Australia - Outback	Separate house		Other family	251
South Australia - South East			Couple family with children	43
South Australia - South East			Couple family with no children	100
South Australia - South East			Group household	6
South Australia - South East			Lone-person household	135
South Australia - South East			One parent family with children	11
South Australia - South East	(Other)	Cabin household	Couple family with children	8
South Australia - South East	(Other)	Cabin household	Couple family with no children	77
South Australia - South East	(Other)	Cabin household	Group household	9
South Australia - South East	(Other)	Cabin household	Lone-person household	142
South Australia - South East	(Other)	Cabin household	One parent family with children	17
South Australia - South East	(Other)	Cabin household	Other family	6
South Australia - South East	(Other)	Caravan	Couple family with children	15
South Australia - South East	(Other)	Caravan	Couple family with no children	71
South Australia - South East	(Other)	Caravan	Group household	9
South Australia - South East	(Other)	Caravan	Lone-person household	150
South Australia - South East	(Other)	Caravan	One parent family with children	4
South Australia - South East	(Other)	House or flat attached to a shop, office, etc	Couple family with children	38
South Australia - South East	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	39
South Australia - South East	(Other)	House or flat attached to a shop, office, etc	Group household	5
South Australia - South East	(Other)	House or flat attached to a shop, office, etc	Lone-person household	46
South Australia - South East	(Other)	House or flat attached to a shop, office, etc	One parent family with children	7
South Australia - South East	(Other)	House or flat attached to a shop, office, etc	Other family	4
South Australia - South East	(Other)	Improvised home, tent sleepers	Couple family with children	5
South Australia - South East	(Other)	Improvised home, tent sleepers	Couple family with no children	5
South Australia - South East	(Other)	Improvised home, tent sleepers	Lone-person household	15
South Australia - South East	(Other)	Improvised home, tent sleepers	One parent family with children	3
South Australia - South East	Flat/apartment		Lone-person household	4
South Australia - South East	Flat/apartment	1 or 2 storey block	Couple family with children	74
South Australia - South East	Flat/apartment	1 or 2 storey block	Couple family with no children	184
South Australia - South East	Flat/apartment	1 or 2 storey block	Group household	43
South Australia - South East	Flat/apartment	1 or 2 storey block	Lone-person household	1132
South Australia - South East	Flat/apartment	1 or 2 storey block	One parent family with children	101
South Australia - South East	Flat/apartment	1 or 2 storey block	Other family	24
South Australia - South East	Flat/apartment	3 storey block	Couple family with no children	14
South Australia - South East	Flat/apartment	3 storey block	Lone-person household	44
South Australia - South East	Flat/apartment	3 storey block	One parent family with children	4
South Australia - South East	Flat/apartment	4-8 storey block	Couple family with no children	13
South Australia - South East	Flat/apartment	4-8 storey block	Lone-person household	16
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	28
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	100
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.		Group household	15
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	116
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	29
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	321
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	995
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	155
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	3209
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	526
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	44
South Australia - South East	Separate house		Couple family with children	16975
South Australia - South East	Separate house		Couple family with no children	24464
South Australia - South East	Separate house		Group household	1588
South Australia - South East	Separate house		Lone-person household	19044
South Australia - South East	Separate house		One parent family with children	6765
South Australia - South East	Separate house		Other family	571
Bunbury			Couple family with children	37
Bunbury			Couple family with no children	48
Bunbury			Group household	10
Bunbury			Lone-person household	99
Bunbury			One parent family with children	9
Bunbury	(Other)	Cabin household	Couple family with children	18
Bunbury	(Other)	Cabin household	Couple family with no children	97
Bunbury	(Other)	Cabin household	Group household	13
Bunbury	(Other)	Cabin household	Lone-person household	191
Bunbury	(Other)	Cabin household	One parent family with children	4
Bunbury	(Other)	Caravan	Couple family with children	19
Bunbury	(Other)	Caravan	Couple family with no children	105
Bunbury	(Other)	Caravan	Group household	8
Bunbury	(Other)	Caravan	Lone-person household	242
Bunbury	(Other)	Caravan	One parent family with children	17
Bunbury	(Other)	Caravan	Other family	4
Bunbury	(Other)	House or flat attached to a shop, office, etc	Couple family with children	16
Bunbury	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	13
Bunbury	(Other)	House or flat attached to a shop, office, etc	Group household	3
Bunbury	(Other)	House or flat attached to a shop, office, etc	Lone-person household	20
Bunbury	(Other)	House or flat attached to a shop, office, etc	One parent family with children	6
Bunbury	(Other)	Improvised home, tent sleepers	Couple family with children	9
Bunbury	(Other)	Improvised home, tent sleepers	Couple family with no children	14
Bunbury	(Other)	Improvised home, tent sleepers	Lone-person household	29
Bunbury	(Other)	Improvised home, tent sleepers	One parent family with children	3
Bunbury	Flat/apartment		Couple family with children	11
Bunbury	Flat/apartment		Couple family with no children	12
Bunbury	Flat/apartment		Lone-person household	23
Bunbury	Flat/apartment	1 or 2 storey block	Couple family with children	49
Bunbury	Flat/apartment	1 or 2 storey block	Couple family with no children	125
Bunbury	Flat/apartment	1 or 2 storey block	Group household	22
Bunbury	Flat/apartment	1 or 2 storey block	Lone-person household	435
Bunbury	Flat/apartment	1 or 2 storey block	One parent family with children	42
Bunbury	Flat/apartment	1 or 2 storey block	Other family	7
Bunbury	Flat/apartment	3 storey block	Couple family with children	8
Bunbury	Flat/apartment	3 storey block	Couple family with no children	10
Bunbury	Flat/apartment	3 storey block	Group household	5
Bunbury	Flat/apartment	3 storey block	Lone-person household	65
Bunbury	Flat/apartment	3 storey block	One parent family with children	13
Bunbury	Flat/apartment	3 storey block	Other family	5
Bunbury	Flat/apartment	4-8 storey block	Couple family with no children	18
Bunbury	Flat/apartment	4-8 storey block	Lone-person household	13
Bunbury	Flat/apartment	9 or more storey block	Couple family with children	4
Bunbury	Flat/apartment	9 or more storey block	Couple family with no children	20
Bunbury	Flat/apartment	9 or more storey block	Lone-person household	12
Bunbury	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	118
Bunbury	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	224
Bunbury	Semi-detached, row/terrace house, townhouse etc.		Group household	41
Bunbury	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	305
Bunbury	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	71
Bunbury	Semi-detached, row/terrace house, townhouse etc.		Other family	4
Bunbury	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	319
Bunbury	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	962
Bunbury	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	129
Bunbury	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	2935
Bunbury	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	438
Bunbury	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	27
Bunbury	Separate house		Couple family with children	19306
Bunbury	Separate house		Couple family with no children	20444
Bunbury	Separate house		Group household	1643
Bunbury	Separate house		Lone-person household	13802
Bunbury	Separate house		One parent family with children	6798
Bunbury	Separate house		Other family	476
Mandurah			Couple family with no children	14
Mandurah			Lone-person household	24
Mandurah			One parent family with children	7
Mandurah	(Other)	Cabin household	Couple family with children	5
Mandurah	(Other)	Cabin household	Couple family with no children	44
Mandurah	(Other)	Cabin household	Lone-person household	105
Mandurah	(Other)	Cabin household	One parent family with children	5
Mandurah	(Other)	Caravan	Couple family with children	6
Mandurah	(Other)	Caravan	Couple family with no children	49
Mandurah	(Other)	Caravan	Group household	3
Mandurah	(Other)	Caravan	Lone-person household	156
Mandurah	(Other)	Caravan	One parent family with children	12
