SA4_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Sydney - Ryde	Flat/apartment	9 or more storey block	2	3422
Sydney - Ryde	Flat/apartment	9 or more storey block	3	525
Sydney - Ryde	Flat/apartment	9 or more storey block	4	14
Sydney - Ryde	Flat/apartment	Attached to a house		6
Sydney - Ryde	Flat/apartment	Attached to a house	1	43
Sydney - Ryde	Flat/apartment	Attached to a house	2	95
Sydney - Ryde	Flat/apartment	Attached to a house	3	38
Sydney - Ryde	Flat/apartment	Attached to a house	4	25
Sydney - Ryde	Flat/apartment	Attached to a house	5	21
Sydney - Ryde	Flat/apartment	Attached to a house	6	15
Sydney - Ryde	Separate house			292
Sydney - Ryde	Separate house		0	35
Sydney - Ryde	Separate house		1	242
Sydney - Ryde	Separate house		2	2159
Sydney - Ryde	Separate house		3	11587
Sydney - Ryde	Separate house		4	13343
Sydney - Ryde	Separate house		5	5910
Sydney - Ryde	Separate house		6	1412
Sydney - South West				27
Sydney - South West			0	8
Sydney - South West			1	45
Sydney - South West			2	133
Sydney - South West			3	74
Sydney - South West			4	90
Sydney - South West			5	34
Sydney - South West			6	3
Sydney - South West		1 storey		76
Sydney - South West		1 storey	0	29
Sydney - South West		1 storey	1	262
Sydney - South West		1 storey	2	812
Sydney - South West		1 storey	3	1493
Sydney - South West		1 storey	4	251
Sydney - South West		1 storey	5	32
Sydney - South West		1 storey	6	7
Sydney - South West		2 storeys or more		197
Sydney - South West		2 storeys or more	0	25
Sydney - South West		2 storeys or more	1	593
Sydney - South West		2 storeys or more	2	2430
Sydney - South West		2 storeys or more	3	6759
Sydney - South West		2 storeys or more	4	1944
Sydney - South West		2 storeys or more	5	205
Sydney - South West		2 storeys or more	6	24
Sydney - South West	(Other)			6
Sydney - South West	(Other)		0	13
Sydney - South West	(Other)		1	76
Sydney - South West	(Other)		2	107
Sydney - South West	(Other)		3	30
Sydney - South West	(Other)		4	18
Sydney - South West	(Other)		5	4
Sydney - South West	(Other)		6	5
Sydney - South West	Flat/apartment		0	9
Sydney - South West	Flat/apartment	1 or 2 storey block		119
Sydney - South West	Flat/apartment	1 or 2 storey block	0	135
Sydney - South West	Flat/apartment	1 or 2 storey block	1	906
Sydney - South West	Flat/apartment	1 or 2 storey block	2	1894
Sydney - South West	Flat/apartment	1 or 2 storey block	3	624
Sydney - South West	Flat/apartment	1 or 2 storey block	4	55
Sydney - South West	Flat/apartment	1 or 2 storey block	5	16
Sydney - South West	Flat/apartment	1 or 2 storey block	6	18
Sydney - South West	Flat/apartment	3 storey block		184
Sydney - South West	Flat/apartment	3 storey block	0	59
Sydney - South West	Flat/apartment	3 storey block	1	451
Sydney - South West	Flat/apartment	3 storey block	2	5215
Sydney - South West	Flat/apartment	3 storey block	3	578
Sydney - South West	Flat/apartment	3 storey block	4	13
Sydney - South West	Flat/apartment	3 storey block	6	3
Sydney - South West	Flat/apartment	4-8 storey block		75
Sydney - South West	Flat/apartment	4-8 storey block	0	10
Sydney - South West	Flat/apartment	4-8 storey block	1	391
Sydney - South West	Flat/apartment	4-8 storey block	2	2645
Sydney - South West	Flat/apartment	4-8 storey block	3	590
Sydney - South West	Flat/apartment	4-8 storey block	4	38
Sydney - South West	Flat/apartment	4-8 storey block	6	7
Sydney - South West	Flat/apartment	9 or more storey block		51
Sydney - South West	Flat/apartment	9 or more storey block	0	89
Sydney - South West	Flat/apartment	9 or more storey block	1	752
Sydney - South West	Flat/apartment	9 or more storey block	2	2463
Sydney - South West	Flat/apartment	9 or more storey block	3	508
Sydney - South West	Flat/apartment	9 or more storey block	4	13
Sydney - South West	Flat/apartment	9 or more storey block	6	5
Sydney - South West	Flat/apartment	Attached to a house		36
Sydney - South West	Flat/apartment	Attached to a house	1	133
Sydney - South West	Flat/apartment	Attached to a house	2	582
Sydney - South West	Flat/apartment	Attached to a house	3	300
Sydney - South West	Flat/apartment	Attached to a house	4	180
Sydney - South West	Flat/apartment	Attached to a house	5	84
Sydney - South West	Flat/apartment	Attached to a house	6	28
Sydney - South West	Separate house			1533
Sydney - South West	Separate house		0	115
Sydney - South West	Separate house		1	1017
Sydney - South West	Separate house		2	5181
Sydney - South West	Separate house		3	35117
Sydney - South West	Separate house		4	47991
Sydney - South West	Separate house		5	11586
Sydney - South West	Separate house		6	2615
Sydney - Sutherland				18
Sydney - Sutherland			0	5
Sydney - Sutherland			1	20
Sydney - Sutherland			2	36
Sydney - Sutherland			3	24
Sydney - Sutherland			4	4
Sydney - Sutherland			5	4
Sydney - Sutherland			6	3
Sydney - Sutherland		1 storey		38
Sydney - Sutherland		1 storey	0	32
Sydney - Sutherland		1 storey	1	230
Sydney - Sutherland		1 storey	2	743
Sydney - Sutherland		1 storey	3	1299
Sydney - Sutherland		1 storey	4	257
Sydney - Sutherland		1 storey	5	37
Sydney - Sutherland		1 storey	6	5
Sydney - Sutherland		2 storeys or more		78
Sydney - Sutherland		2 storeys or more	0	5
Sydney - Sutherland		2 storeys or more	1	398
Sydney - Sutherland		2 storeys or more	2	1710
Sydney - Sutherland		2 storeys or more	3	5557
Sydney - Sutherland		2 storeys or more	4	1013
Sydney - Sutherland		2 storeys or more	5	133
Sydney - Sutherland		2 storeys or more	6	15
Sydney - Sutherland	(Other)			5
Sydney - Sutherland	(Other)		0	15
Sydney - Sutherland	(Other)		1	75
Sydney - Sutherland	(Other)		2	125
Sydney - Sutherland	(Other)		3	46
Sydney - Sutherland	(Other)		4	13
Sydney - Sutherland	(Other)		6	3
Sydney - Sutherland	Flat/apartment		0	6
Sydney - Sutherland	Flat/apartment	1 or 2 storey block		55
Sydney - Sutherland	Flat/apartment	1 or 2 storey block	0	28
Sydney - Sutherland	Flat/apartment	1 or 2 storey block	1	1283
Sydney - Sutherland	Flat/apartment	1 or 2 storey block	2	1631
Sydney - Sutherland	Flat/apartment	1 or 2 storey block	3	607
Sydney - Sutherland	Flat/apartment	1 or 2 storey block	4	48
Sydney - Sutherland	Flat/apartment	1 or 2 storey block	5	4
Sydney - Sutherland	Flat/apartment	1 or 2 storey block	6	5
Sydney - Sutherland	Flat/apartment	3 storey block		93
Sydney - Sutherland	Flat/apartment	3 storey block	0	5
Sydney - Sutherland	Flat/apartment	3 storey block	1	802
Sydney - Sutherland	Flat/apartment	3 storey block	2	6662
Sydney - Sutherland	Flat/apartment	3 storey block	3	1147
Sydney - Sutherland	Flat/apartment	3 storey block	4	17
Sydney - Sutherland	Flat/apartment	3 storey block	6	4
Sydney - Sutherland	Flat/apartment	4-8 storey block		66
Sydney - Sutherland	Flat/apartment	4-8 storey block	0	53
Sydney - Sutherland	Flat/apartment	4-8 storey block	1	978
Sydney - Sutherland	Flat/apartment	4-8 storey block	2	4256
Sydney - Sutherland	Flat/apartment	4-8 storey block	3	955
Sydney - Sutherland	Flat/apartment	4-8 storey block	4	14
Sydney - Sutherland	Flat/apartment	9 or more storey block		10
Sydney - Sutherland	Flat/apartment	9 or more storey block	0	22
Sydney - Sutherland	Flat/apartment	9 or more storey block	1	300
Sydney - Sutherland	Flat/apartment	9 or more storey block	2	1061
Sydney - Sutherland	Flat/apartment	9 or more storey block	3	357
Sydney - Sutherland	Flat/apartment	9 or more storey block	4	10
Sydney - Sutherland	Flat/apartment	Attached to a house	1	32
Sydney - Sutherland	Flat/apartment	Attached to a house	2	60
Sydney - Sutherland	Flat/apartment	Attached to a house	3	33
Sydney - Sutherland	Flat/apartment	Attached to a house	4	20
Sydney - Sutherland	Flat/apartment	Attached to a house	5	17
Sydney - Sutherland	Flat/apartment	Attached to a house	6	4
Sydney - Sutherland	Separate house			332
Sydney - Sutherland	Separate house		0	40
Sydney - Sutherland	Separate house		1	319
Sydney - Sutherland	Separate house		2	1983
Sydney - Sutherland	Separate house		3	17325
Sydney - Sutherland	Separate house		4	22071
Sydney - Sutherland	Separate house		5	7166
Sydney - Sutherland	Separate house		6	1244
Ballarat				5
Ballarat			0	7
Ballarat			1	32
Ballarat			2	17
Ballarat			3	26
Ballarat			4	29
Ballarat			5	7
Ballarat			6	7
Ballarat		1 storey		128
Ballarat		1 storey	0	18
Ballarat		1 storey	1	911
Ballarat		1 storey	2	2564
Ballarat		1 storey	3	1482
Ballarat		1 storey	4	281
Ballarat		1 storey	5	27
Ballarat		1 storey	6	11
Ballarat		2 storeys or more		16
Ballarat		2 storeys or more	0	8
Ballarat		2 storeys or more	1	45
Ballarat		2 storeys or more	2	208
Ballarat		2 storeys or more	3	245
Ballarat		2 storeys or more	4	77
Ballarat		2 storeys or more	5	8
Ballarat		2 storeys or more	6	4
Ballarat	(Other)			17
Ballarat	(Other)		0	25
Ballarat	(Other)		1	115
Ballarat	(Other)		2	103
Ballarat	(Other)		3	70
Ballarat	(Other)		4	27
Ballarat	(Other)		6	7
Ballarat	Flat/apartment	1 or 2 storey block		34
Ballarat	Flat/apartment	1 or 2 storey block	0	8
Ballarat	Flat/apartment	1 or 2 storey block	1	344
Ballarat	Flat/apartment	1 or 2 storey block	2	579
Ballarat	Flat/apartment	1 or 2 storey block	3	203
Ballarat	Flat/apartment	1 or 2 storey block	4	9
Ballarat	Flat/apartment	1 or 2 storey block	6	3
Ballarat	Flat/apartment	3 storey block	1	16
Ballarat	Flat/apartment	3 storey block	2	48
Ballarat	Flat/apartment	3 storey block	3	18
Ballarat	Flat/apartment	3 storey block	4	8
Ballarat	Flat/apartment	Attached to a house	1	5
Ballarat	Flat/apartment	Attached to a house	2	7
Ballarat	Flat/apartment	Attached to a house	3	5
Ballarat	Separate house			774
Ballarat	Separate house		0	101
Ballarat	Separate house		1	835
Ballarat	Separate house		2	7469
Ballarat	Separate house		3	30397
Ballarat	Separate house		4	17995
Ballarat	Separate house		5	2369
Ballarat	Separate house		6	446
Bendigo				10
Bendigo			0	9
Bendigo			1	30
Bendigo			2	29
Bendigo			3	25
Bendigo			4	22
Bendigo			5	3
Bendigo		1 storey		85
Bendigo		1 storey	0	20
Bendigo		1 storey	1	595
Bendigo		1 storey	2	2108
Bendigo		1 storey	3	719
Bendigo		1 storey	4	60
Bendigo		1 storey	5	13
Bendigo		2 storeys or more		6
Bendigo		2 storeys or more	1	42
Bendigo		2 storeys or more	2	179
Bendigo		2 storeys or more	3	231
Bendigo		2 storeys or more	4	38
Bendigo	(Other)			14
Bendigo	(Other)		0	37
Bendigo	(Other)		1	91
Bendigo	(Other)		2	77
Bendigo	(Other)		3	75
Bendigo	(Other)		4	29
Bendigo	(Other)		5	7
Bendigo	(Other)		6	4
Bendigo	Flat/apartment	1 or 2 storey block		9
Bendigo	Flat/apartment	1 or 2 storey block	0	11
Bendigo	Flat/apartment	1 or 2 storey block	1	93
Bendigo	Flat/apartment	1 or 2 storey block	2	230
Bendigo	Flat/apartment	1 or 2 storey block	3	75
Bendigo	Flat/apartment	1 or 2 storey block	4	9
Bendigo	Flat/apartment	3 storey block	2	3
Bendigo	Flat/apartment	3 storey block	3	9
Bendigo	Flat/apartment	3 storey block	4	3
Bendigo	Flat/apartment	Attached to a house	1	3
Bendigo	Flat/apartment	Attached to a house	2	8
Bendigo	Flat/apartment	Attached to a house	3	4
Bendigo	Separate house			767
Bendigo	Separate house		0	101
Bendigo	Separate house		1	924
Bendigo	Separate house		2	7862
Bendigo	Separate house		3	29513
Bendigo	Separate house		4	17728
Bendigo	Separate house		5	2407
Bendigo	Separate house		6	475
Geelong				9
Geelong			0	3
Geelong			1	24
Geelong			2	37
Geelong			3	47
Geelong			4	27
Geelong			5	4
Geelong			6	10
Geelong		1 storey		205
Geelong		1 storey	0	43
Geelong		1 storey	1	1753
Geelong		1 storey	2	5010
Geelong		1 storey	3	1941
Geelong		1 storey	4	341
Geelong		1 storey	5	28
Geelong		1 storey	6	9
Geelong		2 storeys or more		30
Geelong		2 storeys or more	0	7
Geelong		2 storeys or more	1	164
Geelong		2 storeys or more	2	781
Geelong		2 storeys or more	3	1206
Geelong		2 storeys or more	4	262
Geelong		2 storeys or more	5	27
Geelong		2 storeys or more	6	4
Geelong	(Other)			17
Geelong	(Other)		0	40
Geelong	(Other)		1	186
Geelong	(Other)		2	218
Geelong	(Other)		3	96
Geelong	(Other)		4	47
Geelong	(Other)		5	3
Geelong	(Other)		6	6
Geelong	Flat/apartment	1 or 2 storey block		39
Geelong	Flat/apartment	1 or 2 storey block	0	17
Geelong	Flat/apartment	1 or 2 storey block	1	542
Geelong	Flat/apartment	1 or 2 storey block	2	1018
Geelong	Flat/apartment	1 or 2 storey block	3	360
Geelong	Flat/apartment	1 or 2 storey block	4	25
Geelong	Flat/apartment	1 or 2 storey block	5	3
Geelong	Flat/apartment	1 or 2 storey block	6	4
Geelong	Flat/apartment	3 storey block	0	5
Geelong	Flat/apartment	3 storey block	1	64
Geelong	Flat/apartment	3 storey block	2	114
Geelong	Flat/apartment	3 storey block	3	14
Geelong	Flat/apartment	4-8 storey block		4
Geelong	Flat/apartment	4-8 storey block	0	5
Geelong	Flat/apartment	4-8 storey block	1	81
Geelong	Flat/apartment	4-8 storey block	2	189
Geelong	Flat/apartment	4-8 storey block	3	33
Geelong	Flat/apartment	9 or more storey block	1	20
Geelong	Flat/apartment	9 or more storey block	2	68
Geelong	Flat/apartment	9 or more storey block	3	44
Geelong	Flat/apartment	9 or more storey block	4	6
Geelong	Flat/apartment	9 or more storey block	6	4
Geelong	Flat/apartment	Attached to a house	1	9
Geelong	Flat/apartment	Attached to a house	2	7
Geelong	Flat/apartment	Attached to a house	3	4
Geelong	Separate house			1242
Geelong	Separate house		0	97
Geelong	Separate house		1	888
Geelong	Separate house		2	10763
Geelong	Separate house		3	53211
Geelong	Separate house		4	35959
Geelong	Separate house		5	4979
Geelong	Separate house		6	921
Hume				12
Hume			0	4
Hume			1	18
Hume			2	44
Hume			3	48
Hume			4	21
Hume			5	9
Hume			6	5
Hume		1 storey		292
Hume		1 storey	0	14
Hume		1 storey	1	737
Hume		1 storey	2	2922
Hume		1 storey	3	609
Hume		1 storey	4	40
Hume		1 storey	5	8
Hume		1 storey	6	3
Hume		2 storeys or more		7
Hume		2 storeys or more	1	23
Hume		2 storeys or more	2	84
Hume		2 storeys or more	3	86
Hume		2 storeys or more	4	7
Hume		2 storeys or more	5	4
Hume	(Other)			81
Hume	(Other)		0	43
Hume	(Other)		1	183
Hume	(Other)		2	119
Hume	(Other)		3	84
Hume	(Other)		4	26
Hume	(Other)		5	9
Hume	(Other)		6	3
Hume	Flat/apartment	1 or 2 storey block		15
Hume	Flat/apartment	1 or 2 storey block	0	7
Hume	Flat/apartment	1 or 2 storey block	1	87
Hume	Flat/apartment	1 or 2 storey block	2	282
Hume	Flat/apartment	1 or 2 storey block	3	53
Hume	Flat/apartment	1 or 2 storey block	4	10
Hume	Flat/apartment	1 or 2 storey block	5	3
Hume	Flat/apartment	3 storey block	1	3
Hume	Flat/apartment	3 storey block	2	7
Hume	Flat/apartment	3 storey block	3	4
Hume	Flat/apartment	4-8 storey block	1	11
Hume	Flat/apartment	4-8 storey block	2	3
Hume	Flat/apartment	9 or more storey block	1	3
Hume	Flat/apartment	9 or more storey block	2	3
Hume	Flat/apartment	Attached to a house	1	9
Hume	Flat/apartment	Attached to a house	2	7
Hume	Flat/apartment	Attached to a house	3	10
Hume	Flat/apartment	Attached to a house	4	3
Hume	Separate house			1166
Hume	Separate house		0	172
Hume	Separate house		1	1048
Hume	Separate house		2	7368
Hume	Separate house		3	32579
Hume	Separate house		4	20161
Hume	Separate house		5	2648
Hume	Separate house		6	591
Latrobe - Gippsland				24
Latrobe - Gippsland			0	6
Latrobe - Gippsland			1	31
Latrobe - Gippsland			2	46
Latrobe - Gippsland			3	61
Latrobe - Gippsland			4	35
Latrobe - Gippsland			5	6
Latrobe - Gippsland			6	10
Latrobe - Gippsland		1 storey		167
Latrobe - Gippsland		1 storey	0	36
Latrobe - Gippsland		1 storey	1	894
Latrobe - Gippsland		1 storey	2	3083
Latrobe - Gippsland		1 storey	3	943
Latrobe - Gippsland		1 storey	4	76
Latrobe - Gippsland		1 storey	5	6
Latrobe - Gippsland		1 storey	6	9
Latrobe - Gippsland		2 storeys or more		17
Latrobe - Gippsland		2 storeys or more	0	4
Latrobe - Gippsland		2 storeys or more	1	104
Latrobe - Gippsland		2 storeys or more	2	196
Latrobe - Gippsland		2 storeys or more	3	316
Latrobe - Gippsland		2 storeys or more	4	78
Latrobe - Gippsland		2 storeys or more	5	16
Latrobe - Gippsland		2 storeys or more	6	8
Latrobe - Gippsland	(Other)			70
Latrobe - Gippsland	(Other)		0	81
Latrobe - Gippsland	(Other)		1	379
Latrobe - Gippsland	(Other)		2	478
Latrobe - Gippsland	(Other)		3	85
Latrobe - Gippsland	(Other)		4	27
Latrobe - Gippsland	(Other)		5	8
Latrobe - Gippsland	(Other)		6	3
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block		100
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block	0	21
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block	1	788
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block	2	2044
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block	3	390
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block	4	33
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block	5	8
Latrobe - Gippsland	Flat/apartment	1 or 2 storey block	6	4
Latrobe - Gippsland	Flat/apartment	3 storey block	0	5
Latrobe - Gippsland	Flat/apartment	3 storey block	1	8
Latrobe - Gippsland	Flat/apartment	3 storey block	2	36
Latrobe - Gippsland	Flat/apartment	3 storey block	3	6
Latrobe - Gippsland	Flat/apartment	4-8 storey block	1	4
Latrobe - Gippsland	Flat/apartment	4-8 storey block	3	3
Latrobe - Gippsland	Flat/apartment	Attached to a house	1	13
Latrobe - Gippsland	Flat/apartment	Attached to a house	2	11
Latrobe - Gippsland	Flat/apartment	Attached to a house	4	6
Latrobe - Gippsland	Separate house			1774
Latrobe - Gippsland	Separate house		0	215
Latrobe - Gippsland	Separate house		1	1357
Latrobe - Gippsland	Separate house		2	12195
Latrobe - Gippsland	Separate house		3	54695
Latrobe - Gippsland	Separate house		4	31698
Latrobe - Gippsland	Separate house		5	4485
Latrobe - Gippsland	Separate house		6	869
Melbourne - Inner				48
Melbourne - Inner			0	25
Melbourne - Inner			1	140
Melbourne - Inner			2	187
