LGA_NAME16	MaxSchoolingCompleted	adults
Wagin	Year 12	544
Wandering	Year 8	15
Wandering	Year 9	25
Wandering	Year 10	114
Wandering	Year 11	50
Wandering	Year 12	165
Wanneroo	Did not go to school	1774
Wanneroo	Year 8	4076
Wanneroo	Year 9	6936
Wanneroo	Year 10	32577
Wanneroo	Year 11	17372
Wanneroo	Year 12	91654
Waroona	Did not go to school	9
Waroona	Year 8	170
Waroona	Year 9	258
Waroona	Year 10	1147
Waroona	Year 11	454
Waroona	Year 12	1127
West Arthur	Did not go to school	4
West Arthur	Year 8	20
West Arthur	Year 9	34
West Arthur	Year 10	156
West Arthur	Year 11	54
West Arthur	Year 12	299
Westonia	Year 8	7
Westonia	Year 9	17
Westonia	Year 10	49
Westonia	Year 11	28
Westonia	Year 12	89
Wickepin	Year 8	12
Wickepin	Year 9	34
Wickepin	Year 10	144
Wickepin	Year 11	49
Wickepin	Year 12	221
Williams	Did not go to school	4
Williams	Year 8	14
Williams	Year 9	35
Williams	Year 10	160
Williams	Year 11	80
Williams	Year 12	405
Wiluna	Year 8	23
Wiluna	Year 9	18
Wiluna	Year 10	99
Wiluna	Year 11	29
Wiluna	Year 12	128
Wongan-Ballidu	Year 8	31
Wongan-Ballidu	Year 9	52
Wongan-Ballidu	Year 10	306
Wongan-Ballidu	Year 11	99
Wongan-Ballidu	Year 12	466
Woodanilling	Year 8	13
Woodanilling	Year 9	21
Woodanilling	Year 10	90
Woodanilling	Year 11	27
Woodanilling	Year 12	163
Wyalkatchem	Year 8	19
Wyalkatchem	Year 9	34
Wyalkatchem	Year 10	99
Wyalkatchem	Year 11	55
Wyalkatchem	Year 12	148
Wyndham-East Kimberley	Did not go to school	44
Wyndham-East Kimberley	Year 8	235
Wyndham-East Kimberley	Year 9	314
Wyndham-East Kimberley	Year 10	1169
Wyndham-East Kimberley	Year 11	602
Wyndham-East Kimberley	Year 12	2279
Yalgoo	Year 9	18
Yalgoo	Year 10	49
Yalgoo	Year 11	24
Yalgoo	Year 12	75
Yilgarn	Year 8	50
Yilgarn	Year 9	53
Yilgarn	Year 10	257
Yilgarn	Year 11	105
Yilgarn	Year 12	386
York	Did not go to school	5
York	Year 8	112
York	Year 9	163
York	Year 10	836
York	Year 11	278
York	Year 12	1249
No usual address (WA)	Did not go to school	30
No usual address (WA)	Year 8	118
No usual address (WA)	Year 9	241
No usual address (WA)	Year 10	1036
No usual address (WA)	Year 11	457
No usual address (WA)	Year 12	2024
Migratory - Offshore - Shipping (WA)	Did not go to school	3
Migratory - Offshore - Shipping (WA)	Year 9	16
Migratory - Offshore - Shipping (WA)	Year 10	61
Migratory - Offshore - Shipping (WA)	Year 11	38
Migratory - Offshore - Shipping (WA)	Year 12	174
Break O'Day	Did not go to school	14
Break O'Day	Year 8	251
Break O'Day	Year 9	603
Break O'Day	Year 10	1902
Break O'Day	Year 11	538
Break O'Day	Year 12	2032
Brighton	Did not go to school	41
Brighton	Year 8	609
Brighton	Year 9	1263
Brighton	Year 10	4956
Brighton	Year 11	1567
Brighton	Year 12	5256
Burnie	Did not go to school	74
Burnie	Year 8	797
Burnie	Year 9	1388
Burnie	Year 10	5501
Burnie	Year 11	1623
Burnie	Year 12	5856
Central Coast (Tas.)	Did not go to school	33
Central Coast (Tas.)	Year 8	974
Central Coast (Tas.)	Year 9	1842
Central Coast (Tas.)	Year 10	6962
Central Coast (Tas.)	Year 11	1787
Central Coast (Tas.)	Year 12	6332
Central Highlands (Tas.)	Did not go to school	5
Central Highlands (Tas.)	Year 8	119
Central Highlands (Tas.)	Year 9	211
Central Highlands (Tas.)	Year 10	740
Central Highlands (Tas.)	Year 11	166
Central Highlands (Tas.)	Year 12	648
Circular Head	Did not go to school	15
Circular Head	Year 8	316
Circular Head	Year 9	701
Circular Head	Year 10	2353
Circular Head	Year 11	651
Circular Head	Year 12	1891
Clarence	Did not go to school	180
Clarence	Year 8	1466
Clarence	Year 9	2844
Clarence	Year 10	13272
Clarence	Year 11	4236
Clarence	Year 12	26446
Derwent Valley	Did not go to school	42
Derwent Valley	Year 8	412
Derwent Valley	Year 9	795
Derwent Valley	Year 10	3245
Derwent Valley	Year 11	930
Derwent Valley	Year 12	2926
Devonport	Did not go to school	88
Devonport	Year 8	977
Devonport	Year 9	2009
Devonport	Year 10	7593
Devonport	Year 11	2091
Devonport	Year 12	7586
Dorset	Did not go to school	9
Dorset	Year 8	233
Dorset	Year 9	597
Dorset	Year 10	2233
Dorset	Year 11	461
Dorset	Year 12	1656
Flinders (Tas.)	Year 8	26
Flinders (Tas.)	Year 9	76
Flinders (Tas.)	Year 10	227
Flinders (Tas.)	Year 11	82
Flinders (Tas.)	Year 12	314
George Town	Did not go to school	26
George Town	Year 8	292
George Town	Year 9	527
George Town	Year 10	2193
George Town	Year 11	542
George Town	Year 12	1871
Glamorgan-Spring Bay	Did not go to school	13
Glamorgan-Spring Bay	Year 8	183
Glamorgan-Spring Bay	Year 9	445
Glamorgan-Spring Bay	Year 10	1394
Glamorgan-Spring Bay	Year 11	344
Glamorgan-Spring Bay	Year 12	1749
Glenorchy	Did not go to school	467
Glenorchy	Year 8	1860
Glenorchy	Year 9	2969
Glenorchy	Year 10	10752
Glenorchy	Year 11	3229
Glenorchy	Year 12	20294
Hobart	Did not go to school	204
Hobart	Year 8	939
Hobart	Year 9	1402
Hobart	Year 10	5480
Hobart	Year 11	2525
Hobart	Year 12	34765
Huon Valley	Did not go to school	42
Huon Valley	Year 8	490
Huon Valley	Year 9	1041
Huon Valley	Year 10	4207
Huon Valley	Year 11	1349
Huon Valley	Year 12	6815
Kentish	Did not go to school	14
Kentish	Year 8	256
Kentish	Year 9	456
Kentish	Year 10	2008
Kentish	Year 11	526
Kentish	Year 12	1829
King Island	Did not go to school	5
King Island	Year 8	46
King Island	Year 9	81
King Island	Year 10	418
King Island	Year 11	119
King Island	Year 12	520
Kingborough	Did not go to school	74
Kingborough	Year 8	826
Kingborough	Year 9	1551
Kingborough	Year 10	6896
Kingborough	Year 11	2604
Kingborough	Year 12	19628
Latrobe (Tas.)	Did not go to school	21
Latrobe (Tas.)	Year 8	413
Latrobe (Tas.)	Year 9	1039
Latrobe (Tas.)	Year 10	4096
Latrobe (Tas.)	Year 11	964
Latrobe (Tas.)	Year 12	3273
Launceston	Did not go to school	613
Launceston	Year 8	2380
Launceston	Year 9	3905
Launceston	Year 10	16174
Launceston	Year 11	4834
Launceston	Year 12	26549
Meander Valley	Did not go to school	43
Meander Valley	Year 8	686
Meander Valley	Year 9	1471
Meander Valley	Year 10	5947
Meander Valley	Year 11	1619
Meander Valley	Year 12	6531
Northern Midlands	Did not go to school	33
Northern Midlands	Year 8	449
Northern Midlands	Year 9	1054
Northern Midlands	Year 10	3954
Northern Midlands	Year 11	1057
Northern Midlands	Year 12	4082
Sorell	Did not go to school	30
Sorell	Year 8	467
Sorell	Year 9	1002
Sorell	Year 10	4386
Sorell	Year 11	1312
Sorell	Year 12	5692
Southern Midlands	Did not go to school	9
Southern Midlands	Year 8	253
Southern Midlands	Year 9	525
Southern Midlands	Year 10	1951
Southern Midlands	Year 11	557
Southern Midlands	Year 12	1744
Tasman	Did not go to school	6
Tasman	Year 8	99
Tasman	Year 9	229
Tasman	Year 10	702
Tasman	Year 11	168
Tasman	Year 12	900
Waratah-Wynyard	Did not go to school	57
Waratah-Wynyard	Year 8	563
Waratah-Wynyard	Year 9	1090
Waratah-Wynyard	Year 10	4275
Waratah-Wynyard	Year 11	1174
Waratah-Wynyard	Year 12	3807
West Coast	Did not go to school	16
West Coast	Year 8	155
West Coast	Year 9	339
West Coast	Year 10	1246
West Coast	Year 11	366
West Coast	Year 12	1030
West Tamar	Did not go to school	71
West Tamar	Year 8	695
West Tamar	Year 9	1420
West Tamar	Year 10	6407
West Tamar	Year 11	1916
West Tamar	Year 12	9208
No usual address (Tas.)	Did not go to school	8
No usual address (Tas.)	Year 8	50
No usual address (Tas.)	Year 9	75
No usual address (Tas.)	Year 10	314
No usual address (Tas.)	Year 11	94
No usual address (Tas.)	Year 12	374
Migratory - Offshore - Shipping (Tas.)	Year 11	3
Migratory - Offshore - Shipping (Tas.)	Year 12	7
Alice Springs	Did not go to school	271
Alice Springs	Year 8	942
Alice Springs	Year 9	1046
Alice Springs	Year 10	3142
Alice Springs	Year 11	2384
Alice Springs	Year 12	10982
Barkly	Did not go to school	183
Barkly	Year 8	603
Barkly	Year 9	477
Barkly	Year 10	1024
Barkly	Year 11	473
Barkly	Year 12	1328
Belyuen	Did not go to school	6
Belyuen	Year 8	11
Belyuen	Year 9	25
Belyuen	Year 10	50
Belyuen	Year 11	17
Belyuen	Year 12	7
Central Desert	Did not go to school	187
Central Desert	Year 8	442
Central Desert	Year 9	328
Central Desert	Year 10	564
Central Desert	Year 11	292
Central Desert	Year 12	489
Coomalie	Did not go to school	4
Coomalie	Year 8	50
Coomalie	Year 9	73
Coomalie	Year 10	237
Coomalie	Year 11	119
Coomalie	Year 12	302
Darwin	Did not go to school	576
Darwin	Year 8	1991
Darwin	Year 9	2237
Darwin	Year 10	8010
Darwin	Year 11	6239
Darwin	Year 12	40646
Darwin Waterfront Precinct	Year 9	3
Darwin Waterfront Precinct	Year 10	24
Darwin Waterfront Precinct	Year 11	27
Darwin Waterfront Precinct	Year 12	208
East Arnhem	Did not go to school	187
East Arnhem	Year 8	1039
East Arnhem	Year 9	786
East Arnhem	Year 10	1331
East Arnhem	Year 11	972
East Arnhem	Year 12	1844
Katherine	Did not go to school	80
Katherine	Year 8	302
Katherine	Year 9	386
Katherine	Year 10	1360
Katherine	Year 11	801
Katherine	Year 12	3242
Litchfield	Did not go to school	134
Litchfield	Year 8	566
Litchfield	Year 9	867
Litchfield	Year 10	4448
Litchfield	Year 11	2368
Litchfield	Year 12	7181
MacDonnell	Did not go to school	158
MacDonnell	Year 8	1006
MacDonnell	Year 9	576
MacDonnell	Year 10	1114
MacDonnell	Year 11	389
MacDonnell	Year 12	712
Palmerston	Did not go to school	159
Palmerston	Year 8	699
Palmerston	Year 9	1238
Palmerston	Year 10	5023
Palmerston	Year 11	3666
Palmerston	Year 12	14288
Roper Gulf	Did not go to school	147
Roper Gulf	Year 8	494
Roper Gulf	Year 9	588
Roper Gulf	Year 10	1100
Roper Gulf	Year 11	868
Roper Gulf	Year 12	1074
Tiwi Islands	Did not go to school	8
Tiwi Islands	Year 8	94
Tiwi Islands	Year 9	90
Tiwi Islands	Year 10	498
Tiwi Islands	Year 11	429
Tiwi Islands	Year 12	541
Victoria Daly	Did not go to school	68
Victoria Daly	Year 8	199
Victoria Daly	Year 9	249
Victoria Daly	Year 10	503
Victoria Daly	Year 11	283
Victoria Daly	Year 12	514
Wagait	Year 8	5
Wagait	Year 9	19
Wagait	Year 10	93
Wagait	Year 11	55
Wagait	Year 12	152
West Arnhem	Did not go to school	55
West Arnhem	Year 8	331
West Arnhem	Year 9	542
West Arnhem	Year 10	1176
West Arnhem	Year 11	806
West Arnhem	Year 12	1311
West Daly	Did not go to school	98
West Daly	Year 8	189
West Daly	Year 9	210
West Daly	Year 10	550
West Daly	Year 11	269
West Daly	Year 12	681
Unincorporated NT	Did not go to school	19
Unincorporated NT	Year 8	133
Unincorporated NT	Year 9	205
Unincorporated NT	Year 10	919
Unincorporated NT	Year 11	514
Unincorporated NT	Year 12	2421
No usual address (NT)	Did not go to school	28
No usual address (NT)	Year 8	127
No usual address (NT)	Year 9	173
No usual address (NT)	Year 10	473
No usual address (NT)	Year 11	255
No usual address (NT)	Year 12	805
Migratory - Offshore - Shipping (NT)	Year 9	5
Migratory - Offshore - Shipping (NT)	Year 10	21
Migratory - Offshore - Shipping (NT)	Year 11	8
Migratory - Offshore - Shipping (NT)	Year 12	29
Unincorporated ACT	Did not go to school	1840
Unincorporated ACT	Year 8	7785
Unincorporated ACT	Year 9	11105
Unincorporated ACT	Year 10	41830
Unincorporated ACT	Year 11	16494
Unincorporated ACT	Year 12	275232
No usual address (ACT)	Year 8	11
No usual address (ACT)	Year 9	23
No usual address (ACT)	Year 10	94
No usual address (ACT)	Year 11	44
No usual address (ACT)	Year 12	253
Unincorp. Other Territories	Did not go to school	4
Unincorp. Other Territories	Year 8	40
Unincorp. Other Territories	Year 9	98
Unincorp. Other Territories	Year 10	519
Unincorp. Other Territories	Year 11	158
Unincorp. Other Territories	Year 12	942
No usual address (OT)	Year 12	3
