LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Adelaide Plains	Person not in same household	18375	42
Adelaide Plains	Person not in same household	23625	15
Adelaide Plains	Real estate agent	7875	5
Adelaide Plains	Real estate agent	10500	4
Adelaide Plains	Real estate agent	11812	18
Adelaide Plains	Real estate agent	14437	24
Adelaide Plains	Real estate agent	18375	27
Adelaide Plains	Real estate agent	23625	17
Adelaide Plains	Real estate agent	28875	4
Adelaide Plains	Real estate agent	34125	3
Adelaide Plains	State or territory housing authority	5250	9
Alexandrina		14437	4
Alexandrina		18375	5
Alexandrina	(Other)	52	4
Alexandrina	(Other)	5250	13
Alexandrina	(Other)	7875	30
Alexandrina	(Other)	10500	6
Alexandrina	(Other)	11812	7
Alexandrina	(Other)	14437	25
Alexandrina	(Other)	18375	4
Alexandrina	(Other)	23625	5
Alexandrina	Co-op/church group etc	3937	3
Alexandrina	Co-op/church group etc	5250	4
Alexandrina	Co-op/church group etc	7875	49
Alexandrina	Co-op/church group etc	10500	17
Alexandrina	Co-op/church group etc	11812	29
Alexandrina	Co-op/church group etc	14437	8
Alexandrina	Person not in same household	52	14
Alexandrina	Person not in same household	3937	3
Alexandrina	Person not in same household	5250	39
Alexandrina	Person not in same household	7875	82
Alexandrina	Person not in same household	10500	71
Alexandrina	Person not in same household	11812	173
Alexandrina	Person not in same household	14437	192
Alexandrina	Person not in same household	18375	88
Alexandrina	Person not in same household	23625	14
Alexandrina	Person not in same household	49875	4
Alexandrina	Real estate agent	52	4
Alexandrina	Real estate agent	5250	3
Alexandrina	Real estate agent	7875	26
Alexandrina	Real estate agent	10500	33
Alexandrina	Real estate agent	11812	177
Alexandrina	Real estate agent	14437	451
Alexandrina	Real estate agent	18375	279
Alexandrina	Real estate agent	23625	29
Alexandrina	Real estate agent	28875	11
Alexandrina	Real estate agent	34125	5
Alexandrina	State or territory housing authority	3937	3
Alexandrina	State or territory housing authority	5250	30
Alexandrina	State or territory housing authority	7875	30
Alexandrina	State or territory housing authority	10500	4
Alexandrina	State or territory housing authority	11812	25
Alexandrina	State or territory housing authority	14437	6
Alexandrina	State or territory housing authority	18375	3
Anangu Pitjantjatjara Yunkunytjatjara		3937	4
Anangu Pitjantjatjara Yunkunytjatjara	(Other)	52	14
Anangu Pitjantjatjara Yunkunytjatjara	Co-op/church group etc	52	8
Anangu Pitjantjatjara Yunkunytjatjara	Co-op/church group etc	3937	28
Anangu Pitjantjatjara Yunkunytjatjara	Co-op/church group etc	5250	12
Anangu Pitjantjatjara Yunkunytjatjara	State or territory housing authority	52	61
Anangu Pitjantjatjara Yunkunytjatjara	State or territory housing authority	3937	122
Anangu Pitjantjatjara Yunkunytjatjara	State or territory housing authority	5250	62
Anangu Pitjantjatjara Yunkunytjatjara	State or territory housing authority	7875	10
Barossa		7875	10
Barossa		11812	4
Barossa	(Other)	52	4
Barossa	(Other)	5250	16
Barossa	(Other)	7875	8
Barossa	(Other)	10500	9
Barossa	(Other)	11812	16
Barossa	(Other)	14437	10
Barossa	(Other)	18375	5
Barossa	(Other)	23625	3
Barossa	Co-op/church group etc	3937	10
Barossa	Co-op/church group etc	5250	16
Barossa	Co-op/church group etc	7875	44
Barossa	Co-op/church group etc	10500	14
Barossa	Co-op/church group etc	11812	8
Barossa	Co-op/church group etc	14437	7
Barossa	Person not in same household	52	5
Barossa	Person not in same household	5250	27
Barossa	Person not in same household	7875	36
Barossa	Person not in same household	10500	62
Barossa	Person not in same household	11812	97
Barossa	Person not in same household	14437	162
Barossa	Person not in same household	18375	61
Barossa	Person not in same household	23625	12
Barossa	Person not in same household	28875	5
Barossa	Real estate agent	5250	10
Barossa	Real estate agent	7875	6
Barossa	Real estate agent	10500	36
Barossa	Real estate agent	11812	157
Barossa	Real estate agent	14437	352
Barossa	Real estate agent	18375	274
Barossa	Real estate agent	23625	30
Barossa	Real estate agent	28875	6
Barossa	State or territory housing authority	3937	7
Barossa	State or territory housing authority	5250	32
Barossa	State or territory housing authority	7875	21
Barossa	State or territory housing authority	10500	9
Barossa	State or territory housing authority	11812	9
Barunga West	(Other)	52	4
Barunga West	(Other)	7875	3
Barunga West	(Other)	11812	5
Barunga West	Person not in same household	52	4
Barunga West	Person not in same household	5250	17
Barunga West	Person not in same household	7875	21
Barunga West	Person not in same household	10500	11
Barunga West	Person not in same household	11812	10
Barunga West	Person not in same household	14437	3
Barunga West	Real estate agent	5250	4
Barunga West	Real estate agent	7875	11
Barunga West	Real estate agent	10500	13
Barunga West	Real estate agent	11812	23
Barunga West	Real estate agent	14437	28
Barunga West	State or territory housing authority	10500	4
Berri Barmera		5250	5
Berri Barmera	(Other)	52	4
Berri Barmera	(Other)	5250	21
Berri Barmera	(Other)	7875	12
Berri Barmera	(Other)	10500	11
Berri Barmera	(Other)	11812	7
Berri Barmera	(Other)	14437	10
Berri Barmera	Co-op/church group etc	52	5
Berri Barmera	Co-op/church group etc	3937	4
Berri Barmera	Co-op/church group etc	5250	14
Berri Barmera	Co-op/church group etc	7875	5
Berri Barmera	Co-op/church group etc	10500	8
Berri Barmera	Co-op/church group etc	11812	6
Berri Barmera	Person not in same household	52	4
Berri Barmera	Person not in same household	5250	43
Berri Barmera	Person not in same household	7875	70
Berri Barmera	Person not in same household	10500	76
Berri Barmera	Person not in same household	11812	58
Berri Barmera	Person not in same household	14437	39
Berri Barmera	Person not in same household	18375	9
Berri Barmera	Person not in same household	23625	4
Berri Barmera	Real estate agent	5250	12
Berri Barmera	Real estate agent	7875	97
Berri Barmera	Real estate agent	10500	94
Berri Barmera	Real estate agent	11812	197
Berri Barmera	Real estate agent	14437	96
Berri Barmera	Real estate agent	18375	38
Berri Barmera	Real estate agent	23625	3
Berri Barmera	State or territory housing authority	52	5
Berri Barmera	State or territory housing authority	3937	12
Berri Barmera	State or territory housing authority	5250	100
Berri Barmera	State or territory housing authority	7875	48
Berri Barmera	State or territory housing authority	10500	30
Berri Barmera	State or territory housing authority	11812	18
Berri Barmera	State or territory housing authority	14437	5
Burnside		11812	3
Burnside		14437	3
Burnside		18375	3
Burnside	(Other)	7875	4
Burnside	(Other)	11812	4
Burnside	(Other)	14437	24
Burnside	(Other)	18375	14
Burnside	(Other)	23625	13
Burnside	(Other)	28875	4
Burnside	Co-op/church group etc	52	4
Burnside	Co-op/church group etc	5250	30
Burnside	Co-op/church group etc	7875	27
Burnside	Co-op/church group etc	10500	7
Burnside	Co-op/church group etc	11812	7
Burnside	Co-op/church group etc	18375	6
Burnside	Person not in same household	52	9
Burnside	Person not in same household	3937	6
Burnside	Person not in same household	5250	45
Burnside	Person not in same household	7875	58
Burnside	Person not in same household	10500	47
Burnside	Person not in same household	11812	93
Burnside	Person not in same household	14437	262
Burnside	Person not in same household	18375	210
Burnside	Person not in same household	23625	125
Burnside	Person not in same household	28875	52
Burnside	Person not in same household	34125	21
Burnside	Person not in same household	39375	17
Burnside	Person not in same household	49875	10
Burnside	Real estate agent	5250	16
Burnside	Real estate agent	7875	28
Burnside	Real estate agent	10500	37
Burnside	Real estate agent	11812	181
Burnside	Real estate agent	14437	659
Burnside	Real estate agent	18375	671
Burnside	Real estate agent	23625	400
Burnside	Real estate agent	28875	230
Burnside	Real estate agent	34125	117
Burnside	Real estate agent	39375	65
Burnside	Real estate agent	44625	53
Burnside	Real estate agent	49875	58
Burnside	State or territory housing authority	52	12
Burnside	State or territory housing authority	3937	18
Burnside	State or territory housing authority	5250	60
Burnside	State or territory housing authority	7875	14
Burnside	State or territory housing authority	10500	7
Burnside	State or territory housing authority	11812	9
Burnside	State or territory housing authority	14437	5
Campbelltown (SA)		5250	3
Campbelltown (SA)		7875	3
Campbelltown (SA)		11812	5
Campbelltown (SA)		14437	4
Campbelltown (SA)		18375	4
Campbelltown (SA)	(Other)	52	4
Campbelltown (SA)	(Other)	5250	16
Campbelltown (SA)	(Other)	7875	11
Campbelltown (SA)	(Other)	10500	4
Campbelltown (SA)	(Other)	11812	53
Campbelltown (SA)	(Other)	14437	46
Campbelltown (SA)	(Other)	18375	48
Campbelltown (SA)	(Other)	23625	11
Campbelltown (SA)	Co-op/church group etc	52	3
Campbelltown (SA)	Co-op/church group etc	3937	4
Campbelltown (SA)	Co-op/church group etc	5250	55
Campbelltown (SA)	Co-op/church group etc	7875	88
Campbelltown (SA)	Co-op/church group etc	10500	22
Campbelltown (SA)	Co-op/church group etc	11812	40
Campbelltown (SA)	Co-op/church group etc	14437	28
Campbelltown (SA)	Co-op/church group etc	18375	19
Campbelltown (SA)	Co-op/church group etc	23625	5
Campbelltown (SA)	Co-op/church group etc	28875	3
Campbelltown (SA)	Person not in same household	52	5
Campbelltown (SA)	Person not in same household	3937	6
Campbelltown (SA)	Person not in same household	5250	38
Campbelltown (SA)	Person not in same household	7875	75
Campbelltown (SA)	Person not in same household	10500	67
Campbelltown (SA)	Person not in same household	11812	167
Campbelltown (SA)	Person not in same household	14437	365
Campbelltown (SA)	Person not in same household	18375	405
Campbelltown (SA)	Person not in same household	23625	132
Campbelltown (SA)	Person not in same household	28875	26
Campbelltown (SA)	Person not in same household	34125	7
Campbelltown (SA)	Person not in same household	39375	4
Campbelltown (SA)	Person not in same household	49875	6
Campbelltown (SA)	Real estate agent	5250	12
Campbelltown (SA)	Real estate agent	7875	34
Campbelltown (SA)	Real estate agent	10500	45
Campbelltown (SA)	Real estate agent	11812	243
Campbelltown (SA)	Real estate agent	14437	779
Campbelltown (SA)	Real estate agent	18375	1167
Campbelltown (SA)	Real estate agent	23625	657
Campbelltown (SA)	Real estate agent	28875	155
Campbelltown (SA)	Real estate agent	34125	36
Campbelltown (SA)	Real estate agent	39375	8
Campbelltown (SA)	Real estate agent	44625	10
Campbelltown (SA)	Real estate agent	49875	3
Campbelltown (SA)	State or territory housing authority	52	21
Campbelltown (SA)	State or territory housing authority	3937	29
Campbelltown (SA)	State or territory housing authority	5250	272
Campbelltown (SA)	State or territory housing authority	7875	101
Campbelltown (SA)	State or territory housing authority	10500	34
Campbelltown (SA)	State or territory housing authority	11812	53
Campbelltown (SA)	State or territory housing authority	14437	41
Campbelltown (SA)	State or territory housing authority	18375	26
Campbelltown (SA)	State or territory housing authority	23625	3
Ceduna		7875	4
Ceduna		10500	4
Ceduna	(Other)	3937	7
Ceduna	(Other)	5250	8
Ceduna	(Other)	7875	17
Ceduna	(Other)	10500	14
Ceduna	(Other)	11812	7
Ceduna	(Other)	14437	3
Ceduna	(Other)	23625	4
Ceduna	Co-op/church group etc	52	8
Ceduna	Co-op/church group etc	3937	17
Ceduna	Co-op/church group etc	5250	3
Ceduna	Co-op/church group etc	7875	12
Ceduna	Co-op/church group etc	11812	5
Ceduna	Person not in same household	5250	13
Ceduna	Person not in same household	7875	17
Ceduna	Person not in same household	10500	20
Ceduna	Person not in same household	11812	26
Ceduna	Person not in same household	14437	31
Ceduna	Person not in same household	18375	9
Ceduna	Real estate agent	7875	8
Ceduna	Real estate agent	10500	6
Ceduna	Real estate agent	11812	32
Ceduna	Real estate agent	14437	45
Ceduna	Real estate agent	18375	11
Ceduna	State or territory housing authority	52	15
Ceduna	State or territory housing authority	3937	30
Ceduna	State or territory housing authority	5250	34
Ceduna	State or territory housing authority	7875	20
Ceduna	State or territory housing authority	10500	9
Ceduna	State or territory housing authority	11812	9
Ceduna	State or territory housing authority	14437	8
Ceduna	State or territory housing authority	18375	6
Charles Sturt		3937	3
Charles Sturt		5250	11
Charles Sturt		7875	12
Charles Sturt		10500	3
Charles Sturt		11812	16
Charles Sturt		14437	10
Charles Sturt		18375	13
Charles Sturt		23625	6
Charles Sturt	(Other)	52	4
Charles Sturt	(Other)	5250	21
Charles Sturt	(Other)	7875	24
Charles Sturt	(Other)	10500	23
Charles Sturt	(Other)	11812	108
Charles Sturt	(Other)	14437	121
Charles Sturt	(Other)	18375	102
Charles Sturt	(Other)	23625	20
Charles Sturt	(Other)	28875	4
Charles Sturt	Co-op/church group etc	52	8
Charles Sturt	Co-op/church group etc	3937	46
Charles Sturt	Co-op/church group etc	5250	163
Charles Sturt	Co-op/church group etc	7875	268
Charles Sturt	Co-op/church group etc	10500	84
Charles Sturt	Co-op/church group etc	11812	132
Charles Sturt	Co-op/church group etc	14437	107
Charles Sturt	Co-op/church group etc	18375	68
Charles Sturt	Co-op/church group etc	23625	11
Charles Sturt	Person not in same household	52	16
Charles Sturt	Person not in same household	3937	15
Charles Sturt	Person not in same household	5250	108
Charles Sturt	Person not in same household	7875	193
Charles Sturt	Person not in same household	10500	209
Charles Sturt	Person not in same household	11812	458
Charles Sturt	Person not in same household	14437	947
Charles Sturt	Person not in same household	18375	1052
Charles Sturt	Person not in same household	23625	314
Charles Sturt	Person not in same household	28875	72
Charles Sturt	Person not in same household	34125	22
Charles Sturt	Person not in same household	39375	19
