LGA_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Hawkesbury	Separate house			201
Hawkesbury	Separate house		0	48
Hawkesbury	Separate house		1	262
Hawkesbury	Separate house		2	1423
Hawkesbury	Separate house		3	7701
Hawkesbury	Separate house		4	7375
Hawkesbury	Separate house		5	2224
Hawkesbury	Separate house		6	776
Hay		1 storey		4
Hay		1 storey	1	14
Hay		1 storey	2	51
Hay		1 storey	3	3
Hay		1 storey	4	4
Hay	Flat/apartment	1 or 2 storey block	2	9
Hay	Separate house			29
Hay	Separate house		0	4
Hay	Separate house		1	26
Hay	Separate house		2	138
Hay	Separate house		3	480
Hay	Separate house		4	286
Hay	Separate house		5	62
Hay	Separate house		6	14
Hilltops				3
Hilltops			2	5
Hilltops			3	9
Hilltops			4	4
Hilltops		1 storey		16
Hilltops		1 storey	0	3
Hilltops		1 storey	1	51
Hilltops		1 storey	2	240
Hilltops		1 storey	3	102
Hilltops		1 storey	4	12
Hilltops		1 storey	5	5
Hilltops		2 storeys or more	2	7
Hilltops	(Other)			3
Hilltops	(Other)		0	14
Hilltops	(Other)		1	12
Hilltops	(Other)		2	12
Hilltops	(Other)		3	10
Hilltops	(Other)		4	5
Hilltops	Flat/apartment	1 or 2 storey block		5
Hilltops	Flat/apartment	1 or 2 storey block	1	28
Hilltops	Flat/apartment	1 or 2 storey block	2	85
Hilltops	Flat/apartment	1 or 2 storey block	3	7
Hilltops	Separate house			154
Hilltops	Separate house		0	21
Hilltops	Separate house		1	128
Hilltops	Separate house		2	817
Hilltops	Separate house		3	2928
Hilltops	Separate house		4	2086
Hilltops	Separate house		5	470
Hilltops	Separate house		6	130
Hornsby				9
Hornsby			0	4
Hornsby			1	19
Hornsby			2	23
Hornsby			3	7
Hornsby			4	4
Hornsby			5	4
Hornsby		1 storey		22
Hornsby		1 storey	1	179
Hornsby		1 storey	2	356
Hornsby		1 storey	3	408
Hornsby		1 storey	4	44
Hornsby		1 storey	5	6
Hornsby		1 storey	6	4
Hornsby		2 storeys or more		22
Hornsby		2 storeys or more	0	11
Hornsby		2 storeys or more	1	181
Hornsby		2 storeys or more	2	522
Hornsby		2 storeys or more	3	2117
Hornsby		2 storeys or more	4	384
Hornsby		2 storeys or more	5	36
Hornsby		2 storeys or more	6	10
Hornsby	(Other)		0	7
Hornsby	(Other)		1	20
Hornsby	(Other)		2	54
Hornsby	(Other)		3	22
Hornsby	(Other)		4	7
Hornsby	(Other)		6	6
Hornsby	Flat/apartment		0	3
Hornsby	Flat/apartment	1 or 2 storey block		23
Hornsby	Flat/apartment	1 or 2 storey block	0	5
Hornsby	Flat/apartment	1 or 2 storey block	1	388
Hornsby	Flat/apartment	1 or 2 storey block	2	630
Hornsby	Flat/apartment	1 or 2 storey block	3	332
Hornsby	Flat/apartment	1 or 2 storey block	4	23
Hornsby	Flat/apartment	1 or 2 storey block	5	6
Hornsby	Flat/apartment	1 or 2 storey block	6	5
Hornsby	Flat/apartment	3 storey block		44
Hornsby	Flat/apartment	3 storey block	0	78
Hornsby	Flat/apartment	3 storey block	1	314
Hornsby	Flat/apartment	3 storey block	2	2408
Hornsby	Flat/apartment	3 storey block	3	347
Hornsby	Flat/apartment	3 storey block	6	3
Hornsby	Flat/apartment	4-8 storey block		30
Hornsby	Flat/apartment	4-8 storey block	0	22
Hornsby	Flat/apartment	4-8 storey block	1	879
Hornsby	Flat/apartment	4-8 storey block	2	2439
Hornsby	Flat/apartment	4-8 storey block	3	480
Hornsby	Flat/apartment	4-8 storey block	4	4
Hornsby	Flat/apartment	9 or more storey block		26
Hornsby	Flat/apartment	9 or more storey block	0	18
Hornsby	Flat/apartment	9 or more storey block	1	497
Hornsby	Flat/apartment	9 or more storey block	2	1785
Hornsby	Flat/apartment	9 or more storey block	3	276
Hornsby	Flat/apartment	9 or more storey block	4	4
Hornsby	Flat/apartment	Attached to a house	1	36
Hornsby	Flat/apartment	Attached to a house	2	101
Hornsby	Flat/apartment	Attached to a house	3	25
Hornsby	Flat/apartment	Attached to a house	4	13
Hornsby	Flat/apartment	Attached to a house	5	21
Hornsby	Flat/apartment	Attached to a house	6	11
Hornsby	Separate house			232
Hornsby	Separate house		0	50
Hornsby	Separate house		1	327
Hornsby	Separate house		2	1750
Hornsby	Separate house		3	10235
Hornsby	Separate house		4	16454
Hornsby	Separate house		5	5623
Hornsby	Separate house		6	1193
Hunters Hill				3
Hunters Hill			1	3
Hunters Hill		1 storey	1	4
Hunters Hill		1 storey	2	20
Hunters Hill		1 storey	3	48
Hunters Hill		1 storey	4	23
Hunters Hill		2 storeys or more		4
Hunters Hill		2 storeys or more	1	41
Hunters Hill		2 storeys or more	2	188
Hunters Hill		2 storeys or more	3	325
Hunters Hill		2 storeys or more	4	76
Hunters Hill		2 storeys or more	5	5
Hunters Hill	(Other)		1	4
Hunters Hill	(Other)		2	4
Hunters Hill	(Other)		3	7
Hunters Hill	Flat/apartment	1 or 2 storey block		5
Hunters Hill	Flat/apartment	1 or 2 storey block	1	98
Hunters Hill	Flat/apartment	1 or 2 storey block	2	259
Hunters Hill	Flat/apartment	1 or 2 storey block	3	27
Hunters Hill	Flat/apartment	1 or 2 storey block	4	4
Hunters Hill	Flat/apartment	3 storey block	1	49
Hunters Hill	Flat/apartment	3 storey block	2	92
Hunters Hill	Flat/apartment	3 storey block	3	76
Hunters Hill	Flat/apartment	4-8 storey block		4
Hunters Hill	Flat/apartment	4-8 storey block	0	23
Hunters Hill	Flat/apartment	4-8 storey block	1	150
Hunters Hill	Flat/apartment	4-8 storey block	2	197
Hunters Hill	Flat/apartment	4-8 storey block	3	41
Hunters Hill	Separate house			21
Hunters Hill	Separate house		1	13
Hunters Hill	Separate house		2	170
Hunters Hill	Separate house		3	867
Hunters Hill	Separate house		4	1126
Hunters Hill	Separate house		5	561
Hunters Hill	Separate house		6	135
Inner West				4
Inner West			0	10
Inner West			1	42
Inner West			2	40
Inner West			3	20
Inner West			4	11
Inner West			5	8
Inner West			6	6
Inner West		1 storey		81
Inner West		1 storey	0	46
Inner West		1 storey	1	534
Inner West		1 storey	2	4863
Inner West		1 storey	3	4498
Inner West		1 storey	4	1120
Inner West		1 storey	5	143
Inner West		1 storey	6	26
Inner West		2 storeys or more		64
Inner West		2 storeys or more	0	69
Inner West		2 storeys or more	1	420
Inner West		2 storeys or more	2	2311
Inner West		2 storeys or more	3	4016
Inner West		2 storeys or more	4	1589
Inner West		2 storeys or more	5	261
Inner West		2 storeys or more	6	40
Inner West	(Other)			29
Inner West	(Other)		0	64
Inner West	(Other)		1	307
Inner West	(Other)		2	411
Inner West	(Other)		3	204
Inner West	(Other)		4	46
Inner West	(Other)		5	15
Inner West	(Other)		6	15
Inner West	Flat/apartment		0	13
Inner West	Flat/apartment	1 or 2 storey block		143
Inner West	Flat/apartment	1 or 2 storey block	0	392
Inner West	Flat/apartment	1 or 2 storey block	1	2797
Inner West	Flat/apartment	1 or 2 storey block	2	5009
Inner West	Flat/apartment	1 or 2 storey block	3	1110
Inner West	Flat/apartment	1 or 2 storey block	4	160
Inner West	Flat/apartment	1 or 2 storey block	5	34
Inner West	Flat/apartment	1 or 2 storey block	6	24
Inner West	Flat/apartment	3 storey block		116
Inner West	Flat/apartment	3 storey block	0	422
Inner West	Flat/apartment	3 storey block	1	2689
Inner West	Flat/apartment	3 storey block	2	7244
Inner West	Flat/apartment	3 storey block	3	787
Inner West	Flat/apartment	3 storey block	4	48
Inner West	Flat/apartment	3 storey block	5	4
Inner West	Flat/apartment	3 storey block	6	11
Inner West	Flat/apartment	4-8 storey block		76
Inner West	Flat/apartment	4-8 storey block	0	358
Inner West	Flat/apartment	4-8 storey block	1	2717
Inner West	Flat/apartment	4-8 storey block	2	4789
Inner West	Flat/apartment	4-8 storey block	3	875
Inner West	Flat/apartment	4-8 storey block	4	36
Inner West	Flat/apartment	4-8 storey block	5	3
Inner West	Flat/apartment	9 or more storey block		10
Inner West	Flat/apartment	9 or more storey block	0	38
Inner West	Flat/apartment	9 or more storey block	1	429
Inner West	Flat/apartment	9 or more storey block	2	614
Inner West	Flat/apartment	9 or more storey block	3	157
Inner West	Flat/apartment	9 or more storey block	4	5
Inner West	Flat/apartment	Attached to a house		4
Inner West	Flat/apartment	Attached to a house	1	106
Inner West	Flat/apartment	Attached to a house	2	123
Inner West	Flat/apartment	Attached to a house	3	42
Inner West	Flat/apartment	Attached to a house	4	22
Inner West	Flat/apartment	Attached to a house	5	9
Inner West	Separate house			190
Inner West	Separate house		0	70
Inner West	Separate house		1	391
Inner West	Separate house		2	3403
Inner West	Separate house		3	9838
Inner West	Separate house		4	5784
Inner West	Separate house		5	1342
Inner West	Separate house		6	343
Inverell			0	5
Inverell			1	7
Inverell			2	5
Inverell			3	5
Inverell			6	3
Inverell		1 storey		41
Inverell		1 storey	0	3
Inverell		1 storey	1	88
Inverell		1 storey	2	185
Inverell		1 storey	3	71
Inverell		1 storey	4	10
Inverell		1 storey	6	5
Inverell		2 storeys or more	1	30
Inverell		2 storeys or more	2	39
Inverell		2 storeys or more	3	3
Inverell		2 storeys or more	4	4
Inverell	(Other)			13
Inverell	(Other)		0	10
Inverell	(Other)		1	14
Inverell	(Other)		2	6
Inverell	(Other)		3	9
Inverell	(Other)		4	4
Inverell	Flat/apartment	1 or 2 storey block		4
Inverell	Flat/apartment	1 or 2 storey block	1	25
Inverell	Flat/apartment	1 or 2 storey block	2	19
Inverell	Flat/apartment	1 or 2 storey block	3	4
Inverell	Flat/apartment	1 or 2 storey block	4	4
Inverell	Flat/apartment	Attached to a house	2	3
Inverell	Flat/apartment	Attached to a house	5	3
Inverell	Separate house			120
Inverell	Separate house		0	17
Inverell	Separate house		1	106
Inverell	Separate house		2	708
Inverell	Separate house		3	2836
Inverell	Separate house		4	1764
Inverell	Separate house		5	384
Inverell	Separate house		6	77
Junee		1 storey	1	8
Junee		1 storey	2	13
Junee		1 storey	3	5
Junee		1 storey	4	6
Junee		2 storeys or more	1	6
Junee		2 storeys or more	3	3
Junee	(Other)		3	8
Junee	(Other)		4	3
Junee	Flat/apartment	1 or 2 storey block		7
Junee	Flat/apartment	1 or 2 storey block	1	18
Junee	Flat/apartment	1 or 2 storey block	2	33
Junee	Flat/apartment	1 or 2 storey block	3	4
Junee	Flat/apartment	3 storey block	1	3
Junee	Flat/apartment	3 storey block	2	5
Junee	Separate house			47
Junee	Separate house		1	20
Junee	Separate house		2	221
Junee	Separate house		3	918
Junee	Separate house		4	627
Junee	Separate house		5	112
Junee	Separate house		6	34
Kempsey				9
Kempsey			1	6
Kempsey			2	13
Kempsey			3	10
Kempsey			4	5
Kempsey		1 storey		3
Kempsey		1 storey	1	19
Kempsey		1 storey	2	81
Kempsey		1 storey	3	79
Kempsey		1 storey	4	9
Kempsey		2 storeys or more		4
Kempsey		2 storeys or more	1	9
Kempsey		2 storeys or more	2	62
Kempsey		2 storeys or more	3	16
Kempsey	(Other)			16
Kempsey	(Other)		0	17
Kempsey	(Other)		1	58
Kempsey	(Other)		2	18
Kempsey	(Other)		3	16
Kempsey	(Other)		4	11
Kempsey	(Other)		5	8
Kempsey	Flat/apartment	1 or 2 storey block		15
Kempsey	Flat/apartment	1 or 2 storey block	0	9
Kempsey	Flat/apartment	1 or 2 storey block	1	115
Kempsey	Flat/apartment	1 or 2 storey block	2	374
Kempsey	Flat/apartment	1 or 2 storey block	3	70
Kempsey	Flat/apartment	1 or 2 storey block	4	8
Kempsey	Flat/apartment	3 storey block	1	3
Kempsey	Flat/apartment	3 storey block	2	32
Kempsey	Flat/apartment	3 storey block	3	16
Kempsey	Flat/apartment	Attached to a house	4	5
Kempsey	Separate house			212
Kempsey	Separate house		0	47
Kempsey	Separate house		1	244
Kempsey	Separate house		2	1575
Kempsey	Separate house		3	5011
Kempsey	Separate house		4	2531
Kempsey	Separate house		5	468
Kempsey	Separate house		6	130
Kiama				4
Kiama			1	7
Kiama			2	4
Kiama			3	4
Kiama		1 storey		11
Kiama		1 storey	1	35
Kiama		1 storey	2	171
Kiama		1 storey	3	154
Kiama		1 storey	4	23
Kiama		1 storey	5	4
Kiama		2 storeys or more		6
Kiama		2 storeys or more	1	27
Kiama		2 storeys or more	2	243
Kiama		2 storeys or more	3	491
Kiama		2 storeys or more	4	63
Kiama		2 storeys or more	5	3
Kiama	(Other)			6
Kiama	(Other)		1	13
Kiama	(Other)		2	20
Kiama	(Other)		3	10
Kiama	(Other)		4	4
Kiama	Flat/apartment	1 or 2 storey block		6
Kiama	Flat/apartment	1 or 2 storey block	0	9
Kiama	Flat/apartment	1 or 2 storey block	1	34
Kiama	Flat/apartment	1 or 2 storey block	2	137
Kiama	Flat/apartment	1 or 2 storey block	3	49
Kiama	Flat/apartment	1 or 2 storey block	4	8
Kiama	Flat/apartment	3 storey block	1	10
Kiama	Flat/apartment	3 storey block	2	108
Kiama	Flat/apartment	3 storey block	3	53
Kiama	Flat/apartment	4-8 storey block		9
Kiama	Flat/apartment	4-8 storey block	1	70
Kiama	Flat/apartment	4-8 storey block	2	163
Kiama	Flat/apartment	4-8 storey block	3	59
Kiama	Flat/apartment	4-8 storey block	4	6
Kiama	Flat/apartment	4-8 storey block	6	5
Kiama	Flat/apartment	Attached to a house	1	8
Kiama	Flat/apartment	Attached to a house	2	6
Kiama	Flat/apartment	Attached to a house	3	10
Kiama	Flat/apartment	Attached to a house	4	10
Kiama	Separate house			54
Kiama	Separate house		0	8
Kiama	Separate house		1	51
Kiama	Separate house		2	364
Kiama	Separate house		3	2509
Kiama	Separate house		4	2759
Kiama	Separate house		5	667
Kiama	Separate house		6	147
Ku-ring-gai			0	4
Ku-ring-gai			1	6
Ku-ring-gai			2	15
Ku-ring-gai			3	8
Ku-ring-gai			4	3
Ku-ring-gai		1 storey	1	24
Ku-ring-gai		1 storey	2	61
Ku-ring-gai		1 storey	3	114
Ku-ring-gai		1 storey	4	11
Ku-ring-gai		1 storey	5	8
Ku-ring-gai		1 storey	6	3
Ku-ring-gai		2 storeys or more		10
Ku-ring-gai		2 storeys or more	0	3
Ku-ring-gai		2 storeys or more	1	36
Ku-ring-gai		2 storeys or more	2	175
Ku-ring-gai		2 storeys or more	3	955
Ku-ring-gai		2 storeys or more	4	208
Ku-ring-gai		2 storeys or more	5	26
Ku-ring-gai		2 storeys or more	6	9
Ku-ring-gai	(Other)			3
Ku-ring-gai	(Other)		1	61
Ku-ring-gai	(Other)		2	43
Ku-ring-gai	(Other)		3	12
Ku-ring-gai	Flat/apartment	1 or 2 storey block		23
Ku-ring-gai	Flat/apartment	1 or 2 storey block	0	16
Ku-ring-gai	Flat/apartment	1 or 2 storey block	1	132
Ku-ring-gai	Flat/apartment	1 or 2 storey block	2	793
Ku-ring-gai	Flat/apartment	1 or 2 storey block	3	622
Ku-ring-gai	Flat/apartment	1 or 2 storey block	4	28
Ku-ring-gai	Flat/apartment	1 or 2 storey block	5	10
Ku-ring-gai	Flat/apartment	1 or 2 storey block	6	4
Ku-ring-gai	Flat/apartment	3 storey block		11
Ku-ring-gai	Flat/apartment	3 storey block	0	43
Ku-ring-gai	Flat/apartment	3 storey block	1	249
Ku-ring-gai	Flat/apartment	3 storey block	2	790
Ku-ring-gai	Flat/apartment	3 storey block	3	574
Ku-ring-gai	Flat/apartment	3 storey block	4	22
Ku-ring-gai	Flat/apartment	3 storey block	6	4
Ku-ring-gai	Flat/apartment	4-8 storey block		59
Ku-ring-gai	Flat/apartment	4-8 storey block	0	5
Ku-ring-gai	Flat/apartment	4-8 storey block	1	1092
Ku-ring-gai	Flat/apartment	4-8 storey block	2	3784
Ku-ring-gai	Flat/apartment	4-8 storey block	3	2119
Ku-ring-gai	Flat/apartment	4-8 storey block	4	57
Ku-ring-gai	Flat/apartment	4-8 storey block	5	4
Ku-ring-gai	Flat/apartment	9 or more storey block		4
Ku-ring-gai	Flat/apartment	9 or more storey block	0	3
Ku-ring-gai	Flat/apartment	9 or more storey block	1	252
Ku-ring-gai	Flat/apartment	9 or more storey block	2	472
Ku-ring-gai	Flat/apartment	9 or more storey block	3	103
Ku-ring-gai	Flat/apartment	9 or more storey block	4	3
Ku-ring-gai	Flat/apartment	Attached to a house		3
Ku-ring-gai	Flat/apartment	Attached to a house	1	16
Ku-ring-gai	Flat/apartment	Attached to a house	2	31
Ku-ring-gai	Flat/apartment	Attached to a house	3	5
Ku-ring-gai	Flat/apartment	Attached to a house	4	7
Ku-ring-gai	Flat/apartment	Attached to a house	5	16
Ku-ring-gai	Separate house			165
Ku-ring-gai	Separate house		0	13
Ku-ring-gai	Separate house		1	101
Ku-ring-gai	Separate house		2	679
Ku-ring-gai	Separate house		3	6137
Ku-ring-gai	Separate house		4	12923
Ku-ring-gai	Separate house		5	7197
Ku-ring-gai	Separate house		6	1495
Kyogle			1	3
Kyogle			2	10
Kyogle			4	5
Kyogle		1 storey	2	5
Kyogle		1 storey	3	7
Kyogle	(Other)			5
Kyogle	(Other)		0	19
Kyogle	(Other)		1	11
Kyogle	(Other)		2	11
Kyogle	(Other)		3	11
Kyogle	(Other)		4	4
Kyogle	Flat/apartment	1 or 2 storey block		6
Kyogle	Flat/apartment	1 or 2 storey block	0	4
Kyogle	Flat/apartment	1 or 2 storey block	1	15
Kyogle	Flat/apartment	1 or 2 storey block	2	59
Kyogle	Flat/apartment	1 or 2 storey block	3	10
Kyogle	Flat/apartment	3 storey block	2	3
Kyogle	Separate house			68
Kyogle	Separate house		0	46
Kyogle	Separate house		1	221
Kyogle	Separate house		2	703
Kyogle	Separate house		3	1583
Kyogle	Separate house		4	784
Kyogle	Separate house		5	115
Kyogle	Separate house		6	37
Lachlan			2	3
Lachlan			3	7
Lachlan			4	4
Lachlan			6	6
Lachlan		1 storey	1	12
Lachlan		1 storey	2	23
Lachlan		1 storey	4	3
Lachlan	(Other)		2	5
Lachlan	Flat/apartment	1 or 2 storey block	0	3
Lachlan	Flat/apartment	1 or 2 storey block	1	23
Lachlan	Flat/apartment	1 or 2 storey block	2	19
Lachlan	Flat/apartment	1 or 2 storey block	4	4
Lachlan	Separate house			39
Lachlan	Separate house		0	11
Lachlan	Separate house		1	38
Lachlan	Separate house		2	255
Lachlan	Separate house		3	905
Lachlan	Separate house		4	608
Lachlan	Separate house		5	153
Lachlan	Separate house		6	59
Lake Macquarie				16
Lake Macquarie			0	10
Lake Macquarie			1	31
Lake Macquarie			2	33
Lake Macquarie			3	12
Lake Macquarie			4	8
Lake Macquarie			5	4
Lake Macquarie		1 storey		112
Lake Macquarie		1 storey	0	6
Lake Macquarie		1 storey	1	550
Lake Macquarie		1 storey	2	2846
Lake Macquarie		1 storey	3	1508
Lake Macquarie		1 storey	4	92
Lake Macquarie		1 storey	5	13
Lake Macquarie		1 storey	6	7
Lake Macquarie		2 storeys or more		43
Lake Macquarie		2 storeys or more	0	3
Lake Macquarie		2 storeys or more	1	197
Lake Macquarie		2 storeys or more	2	985
Lake Macquarie		2 storeys or more	3	1273
Lake Macquarie		2 storeys or more	4	147
Lake Macquarie		2 storeys or more	5	6
Lake Macquarie		2 storeys or more	6	3
Lake Macquarie	(Other)			24
Lake Macquarie	(Other)		0	25
Lake Macquarie	(Other)		1	144
Lake Macquarie	(Other)		2	157
Lake Macquarie	(Other)		3	42
Lake Macquarie	(Other)		4	7
Lake Macquarie	(Other)		5	7
Lake Macquarie	Flat/apartment	1 or 2 storey block		79
Lake Macquarie	Flat/apartment	1 or 2 storey block	0	34
Lake Macquarie	Flat/apartment	1 or 2 storey block	1	701
Lake Macquarie	Flat/apartment	1 or 2 storey block	2	1043
Lake Macquarie	Flat/apartment	1 or 2 storey block	3	253
Lake Macquarie	Flat/apartment	1 or 2 storey block	4	27
Lake Macquarie	Flat/apartment	1 or 2 storey block	5	9
Lake Macquarie	Flat/apartment	1 or 2 storey block	6	4
Lake Macquarie	Flat/apartment	3 storey block		11
Lake Macquarie	Flat/apartment	3 storey block	0	3
Lake Macquarie	Flat/apartment	3 storey block	1	65
Lake Macquarie	Flat/apartment	3 storey block	2	169
Lake Macquarie	Flat/apartment	3 storey block	3	82
Lake Macquarie	Flat/apartment	4-8 storey block		16
Lake Macquarie	Flat/apartment	4-8 storey block	1	166
Lake Macquarie	Flat/apartment	4-8 storey block	2	334
Lake Macquarie	Flat/apartment	4-8 storey block	3	171
Lake Macquarie	Flat/apartment	4-8 storey block	4	8
Lake Macquarie	Flat/apartment	9 or more storey block	1	57
Lake Macquarie	Flat/apartment	9 or more storey block	2	136
Lake Macquarie	Flat/apartment	9 or more storey block	3	60
Lake Macquarie	Flat/apartment	Attached to a house		3
Lake Macquarie	Flat/apartment	Attached to a house	1	44
Lake Macquarie	Flat/apartment	Attached to a house	2	73
Lake Macquarie	Flat/apartment	Attached to a house	3	33
Lake Macquarie	Flat/apartment	Attached to a house	4	17
Lake Macquarie	Flat/apartment	Attached to a house	5	8
Lake Macquarie	Separate house			697
Lake Macquarie	Separate house		0	92
Lake Macquarie	Separate house		1	855
Lake Macquarie	Separate house		2	7387
Lake Macquarie	Separate house		3	30053
Lake Macquarie	Separate house		4	23866
Lake Macquarie	Separate house		5	4901
Lake Macquarie	Separate house		6	906
